Time, DR, DN, RN, Euclidian
0.000, 1.51, 0.816, 1.258, 2.128
10.000, 1.562, 0.799, 1.247, 2.152
20.000, 1.508, 0.803, 1.248, 2.115
30.000, 1.515, 0.75, 1.228, 2.089
40.000, 1.512, 0.761, 1.203, 2.076
50.000, 1.562, 0.783, 1.272, 2.161
60.000, 1.539, 0.774, 1.23, 2.116
70.000, 1.524, 0.81, 1.27, 2.142
80.000, 1.524, 0.879, 1.256, 2.161
90.000, 1.519, 0.865, 1.239, 2.142
100.000, 1.51, 0.742, 1.257, 2.100
110.000, 1.561, 0.822, 1.253, 2.163
120.000, 1.55, 0.879, 1.239, 2.170
130.000, 1.55, 0.856, 1.249, 2.166
140.000, 1.508, 0.838, 1.181, 2.090
150.000, 1.511, 0.808, 1.217, 2.101
160.000, 1.489, 0.825, 1.221, 2.094
170.000, 1.527, 0.84, 1.281, 2.162
180.000, 1.547, 0.832, 1.259, 2.161
190.000, 1.526, 0.836, 1.24, 2.136
200.000, 1.507, 0.787, 1.2, 2.080
210.000, 1.554, 0.785, 1.223, 2.127
220.000, 1.507, 0.814, 1.222, 2.104
230.000, 1.517, 0.802, 1.197, 2.092
240.000, 1.514, 0.801, 1.253, 2.122
250.000, 1.487, 0.82, 1.294, 2.134
260.000, 1.495, 0.799, 1.216, 2.086
270.000, 1.515, 0.809, 1.251, 2.124
280.000, 1.531, 0.809, 1.243, 2.131
290.000, 1.503, 0.799, 1.245, 2.108
300.000, 1.556, 0.83, 1.247, 2.159
310.000, 1.502, 0.823, 1.188, 2.084
320.000, 1.532, 0.86, 1.251, 2.156
330.000, 1.511, 0.849, 1.218, 2.118
340.000, 1.522, 0.844, 1.264, 2.150
350.000, 1.506, 0.884, 1.233, 2.137
360.000, 1.473, 0.845, 1.196, 2.077
370.000, 1.5, 0.847, 1.185, 2.090
380.000, 1.479, 0.869, 1.243, 2.118
390.000, 1.522, 0.83, 1.242, 2.132
400.000, 1.484, 0.829, 1.229, 2.097
410.000, 1.445, 0.873, 1.175, 2.056
420.000, 1.462, 0.856, 1.211, 2.082
430.000, 1.483, 0.839, 1.226, 2.099
440.000, 1.489, 0.828, 1.222, 2.096
450.000, 1.539, 0.847, 1.266, 2.165
460.000, 1.516, 0.832, 1.226, 2.119
470.000, 1.464, 0.814, 1.214, 2.068
480.000, 1.483, 0.828, 1.261, 2.115
490.000, 1.405, 0.812, 1.228, 2.035
500.000, 1.478, 0.792, 1.236, 2.083
510.000, 1.468, 0.813, 1.226, 2.078
520.000, 1.51, 0.787, 1.274, 2.126
530.000, 1.55, 0.808, 1.257, 2.153
540.000, 1.519, 0.822, 1.263, 2.139
550.000, 1.482, 0.805, 1.216, 2.079
560.000, 1.482, 0.794, 1.23, 2.083
570.000, 1.51, 0.825, 1.22, 2.109
580.000, 1.498, 0.767, 1.239, 2.089
590.000, 1.455, 0.794, 1.257, 2.080
600.000, 1.492, 0.788, 1.244, 2.096
610.000, 1.464, 0.824, 1.251, 2.094
620.000, 1.457, 0.787, 1.266, 2.084
630.000, 1.466, 0.834, 1.254, 2.101
640.000, 1.535, 0.816, 1.265, 2.149
650.000, 1.531, 0.796, 1.315, 2.169
660.000, 1.511, 0.82, 1.295, 2.152
670.000, 1.566, 0.881, 1.222, 2.172
680.000, 1.545, 0.856, 1.249, 2.163
690.000, 1.504, 0.8, 1.247, 2.111
700.000, 1.532, 0.879, 1.239, 2.157
710.000, 1.544, 0.815, 1.255, 2.150
720.000, 1.499, 0.841, 1.263, 2.132
730.000, 1.502, 0.843, 1.248, 2.127
740.000, 1.507, 0.858, 1.245, 2.134
750.000, 1.517, 0.849, 1.254, 2.143
760.000, 1.522, 0.839, 1.251, 2.141
770.000, 1.499, 0.819, 1.234, 2.107
780.000, 1.481, 0.85, 1.25, 2.116
790.000, 1.487, 0.79, 1.325, 2.142
800.000, 1.519, 0.8, 1.281, 2.142
810.000, 1.521, 0.836, 1.28, 2.156
820.000, 1.53, 0.858, 1.319, 2.194
830.000, 1.535, 0.806, 1.327, 2.183
840.000, 1.423, 0.79, 1.258, 2.057
850.000, 1.56, 0.868, 1.275, 2.193
860.000, 1.471, 0.821, 1.281, 2.116
870.000, 1.491, 0.781, 1.312, 2.134
880.000, 1.615, 0.857, 1.329, 2.260
890.000, 1.573, 0.823, 1.333, 2.220
900.000, 1.538, 0.861, 1.3, 2.190
910.000, 1.451, 0.835, 1.305, 2.122
920.000, 1.501, 0.802, 1.306, 2.145
930.000, 1.543, 0.843, 1.278, 2.173
940.000, 1.481, 0.856, 1.27, 2.130
950.000, 1.525, 0.844, 1.297, 2.172
960.000, 1.485, 0.895, 1.301, 2.167
970.000, 1.466, 0.816, 1.302, 2.123
980.000, 1.458, 0.801, 1.283, 2.100
990.000, 1.414, 0.834, 1.268, 2.074
1000.000, 1.441, 0.85, 1.208, 2.063
1010.000, 1.466, 0.853, 1.223, 2.091
1020.000, 1.461, 0.779, 1.336, 2.127
1030.000, 1.492, 0.907, 1.312, 2.184
1040.000, 1.494, 0.803, 1.312, 2.144
1050.000, 1.492, 0.832, 1.297, 2.144
1060.000, 1.509, 0.845, 1.312, 2.170
1070.000, 1.479, 0.824, 1.295, 2.131
1080.000, 1.512, 0.857, 1.301, 2.170
1090.000, 1.513, 0.78, 1.319, 2.153
1100.000, 1.47, 0.839, 1.218, 2.085
1110.000, 1.507, 0.849, 1.275, 2.148
1120.000, 1.455, 0.837, 1.252, 2.094
1130.000, 1.495, 0.864, 1.327, 2.177
1140.000, 1.436, 0.846, 1.285, 2.104
1150.000, 1.44, 0.829, 1.257, 2.083
1160.000, 1.499, 0.8, 1.358, 2.175
1170.000, 1.465, 0.846, 1.26, 2.109
1180.000, 1.463, 0.837, 1.267, 2.108
1190.000, 1.526, 0.822, 1.293, 2.162
1200.000, 1.458, 0.776, 1.268, 2.082
1210.000, 1.469, 0.837, 1.289, 2.126
1220.000, 1.471, 0.838, 1.296, 2.132
1230.000, 1.52, 0.875, 1.321, 2.195
1240.000, 1.509, 0.846, 1.283, 2.153
1250.000, 1.505, 0.825, 1.27, 2.135
1260.000, 1.471, 0.847, 1.258, 2.112
1270.000, 1.515, 0.829, 1.268, 2.142
1280.000, 1.505, 0.876, 1.283, 2.162
1290.000, 1.473, 0.845, 1.232, 2.097
1300.000, 1.47, 0.862, 1.259, 2.118
1310.000, 1.51, 0.86, 1.304, 2.172
1320.000, 1.495, 0.795, 1.276, 2.120
1330.000, 1.536, 0.814, 1.28, 2.158
1340.000, 1.521, 0.765, 1.309, 2.147
1350.000, 1.48, 0.842, 1.327, 2.158
1360.000, 1.474, 0.821, 1.273, 2.113
1370.000, 1.505, 0.775, 1.333, 2.154
1380.000, 1.47, 0.817, 1.324, 2.140
1390.000, 1.487, 0.809, 1.255, 2.107
1400.000, 1.463, 0.834, 1.287, 2.119
1410.000, 1.495, 0.806, 1.322, 2.152
1420.000, 1.449, 0.817, 1.238, 2.073
1430.000, 1.461, 0.817, 1.272, 2.102
1440.000, 1.486, 0.765, 1.329, 2.135
1450.000, 1.501, 0.806, 1.313, 2.150
1460.000, 1.535, 0.732, 1.324, 2.155
1470.000, 1.485, 0.777, 1.251, 2.091
1480.000, 1.539, 0.802, 1.264, 2.146
1490.000, 1.523, 0.757, 1.32, 2.152
1500.000, 1.568, 0.768, 1.327, 2.193
1510.000, 1.523, 0.761, 1.293, 2.137
1520.000, 1.526, 0.718, 1.29, 2.123
1530.000, 1.552, 0.842, 1.297, 2.190
1540.000, 1.591, 0.745, 1.306, 2.189
1550.000, 1.527, 0.786, 1.307, 2.158
1560.000, 1.531, 0.803, 1.319, 2.174
1570.000, 1.543, 0.728, 1.237, 2.107
1580.000, 1.595, 0.777, 1.274, 2.184
1590.000, 1.564, 0.723, 1.259, 2.133
1600.000, 1.534, 0.718, 1.242, 2.100
1610.000, 1.529, 0.755, 1.247, 2.112
1620.000, 1.591, 0.789, 1.318, 2.211
1630.000, 1.556, 0.803, 1.273, 2.164
1640.000, 1.469, 0.833, 1.289, 2.124
1650.000, 1.494, 0.824, 1.261, 2.121
1660.000, 1.545, 0.852, 1.273, 2.175
1670.000, 1.503, 0.84, 1.225, 2.113
1680.000, 1.48, 0.791, 1.28, 2.110
1690.000, 1.494, 0.84, 1.272, 2.134
1700.000, 1.481, 0.825, 1.261, 2.112
1710.000, 1.479, 0.833, 1.302, 2.139
1720.000, 1.462, 0.811, 1.236, 2.079
1730.000, 1.43, 0.812, 1.284, 2.086
1740.000, 1.466, 0.822, 1.3, 2.124
1750.000, 1.468, 0.797, 1.292, 2.111
1760.000, 1.509, 0.852, 1.313, 2.174
1770.000, 1.467, 0.83, 1.281, 2.117
1780.000, 1.485, 0.809, 1.285, 2.123
1790.000, 1.436, 0.778, 1.287, 2.079
1800.000, 1.484, 0.764, 1.289, 2.108
1810.000, 1.46, 0.824, 1.238, 2.084
1820.000, 1.467, 0.829, 1.258, 2.102
1830.000, 1.52, 0.837, 1.276, 2.153
1840.000, 1.446, 0.807, 1.25, 2.074
1850.000, 1.485, 0.843, 1.267, 2.126
1860.000, 1.495, 0.844, 1.301, 2.154
1870.000, 1.446, 0.778, 1.254, 2.066
1880.000, 1.53, 0.807, 1.251, 2.134
1890.000, 1.5, 0.834, 1.232, 2.112
1900.000, 1.495, 0.817, 1.279, 2.130
1910.000, 1.49, 0.816, 1.3, 2.139
1920.000, 1.488, 0.803, 1.242, 2.097
