Time, DR, DN, RN, Euclidian
0.000, 1.504, 0.831, 1.26, 2.130
0.010, 1.544, 0.852, 1.251, 2.162
0.020, 1.534, 0.825, 1.21, 2.120
0.030, 1.463, 0.769, 1.228, 2.059
0.040, 1.397, 0.756, 1.242, 2.016
0.050, 1.394, 0.797, 1.23, 2.022
0.060, 1.401, 0.791, 1.221, 2.019
0.070, 1.487, 0.769, 1.292, 2.114
0.080, 1.433, 0.699, 1.282, 2.045
0.090, 1.477, 0.711, 1.318, 2.103
0.100, 1.44, 0.732, 1.266, 2.052
0.110, 1.466, 0.7, 1.328, 2.098
0.120, 1.483, 0.792, 1.298, 2.123
0.130, 1.426, 0.844, 1.271, 2.088
0.140, 1.427, 0.821, 1.331, 2.117
0.150, 1.372, 0.825, 1.27, 2.043
0.160, 1.474, 0.757, 1.341, 2.131
0.170, 1.504, 0.839, 1.293, 2.153
0.180, 1.451, 0.79, 1.324, 2.117
0.190, 1.4, 0.798, 1.279, 2.057
0.200, 1.409, 0.838, 1.291, 2.086
0.210, 1.427, 0.821, 1.268, 2.078
0.220, 1.46, 0.812, 1.296, 2.114
0.230, 1.467, 0.833, 1.286, 2.121
0.240, 1.517, 0.852, 1.339, 2.195
0.250, 1.508, 0.87, 1.326, 2.188
0.260, 1.465, 0.856, 1.296, 2.135
0.270, 1.435, 0.864, 1.303, 2.122
0.280, 1.384, 0.855, 1.245, 2.048
0.290, 1.428, 0.85, 1.281, 2.098
0.300, 1.478, 0.823, 1.327, 2.150
0.310, 1.427, 0.866, 1.282, 2.104
0.320, 1.407, 0.829, 1.249, 2.055
0.330, 1.43, 0.872, 1.261, 2.096
0.340, 1.43, 0.84, 1.312, 2.114
0.350, 1.494, 0.853, 1.306, 2.159
0.360, 1.429, 0.868, 1.226, 2.073
0.370, 1.537, 0.889, 1.287, 2.192
0.380, 1.458, 0.834, 1.225, 2.078
0.390, 1.491, 0.833, 1.254, 2.118
0.400, 1.5, 0.865, 1.248, 2.134
0.410, 1.531, 0.804, 1.313, 2.171
0.420, 1.436, 0.847, 1.259, 2.089
0.430, 1.493, 0.823, 1.242, 2.109
0.440, 1.485, 0.815, 1.303, 2.137
0.450, 1.549, 0.839, 1.299, 2.188
0.460, 1.498, 0.825, 1.298, 2.146
0.470, 1.495, 0.828, 1.274, 2.131
0.480, 1.46, 0.821, 1.25, 2.090
0.490, 1.517, 0.864, 1.285, 2.167
0.500, 1.454, 0.783, 1.29, 2.095
0.510, 1.479, 0.783, 1.308, 2.124
0.520, 1.5, 0.785, 1.318, 2.145
0.530, 1.507, 0.805, 1.319, 2.158
0.540, 1.449, 0.828, 1.31, 2.121
0.550, 1.446, 0.842, 1.299, 2.118
0.560, 1.483, 0.816, 1.309, 2.139
0.570, 1.493, 0.822, 1.296, 2.141
0.580, 1.467, 0.814, 1.336, 2.144
0.590, 1.48, 0.815, 1.305, 2.134
0.600, 1.505, 0.833, 1.289, 2.149
0.610, 1.515, 0.819, 1.314, 2.166
0.620, 1.484, 0.805, 1.289, 2.124
0.630, 1.544, 0.774, 1.347, 2.190
0.640, 1.476, 0.795, 1.348, 2.151
0.650, 1.485, 0.827, 1.321, 2.152
0.660, 1.519, 0.812, 1.316, 2.167
