Time, DR, DN, RN, Euclidian
0.000, 1.509, 0.853, 1.273, 2.150
0.010, 1.42, 0.853, 1.308, 2.110
0.020, 1.507, 0.832, 1.297, 2.155
0.030, 1.516, 0.818, 1.281, 2.146
0.040, 1.483, 0.832, 1.27, 2.122
0.050, 1.386, 0.818, 1.219, 2.018
0.060, 1.421, 0.805, 1.229, 2.043
0.070, 1.499, 0.804, 1.232, 2.100
0.080, 1.42, 0.824, 1.224, 2.047
0.090, 1.417, 0.81, 1.243, 2.051
0.100, 1.435, 0.823, 1.182, 2.033
0.110, 1.441, 0.797, 1.225, 2.052
0.120, 1.488, 0.871, 1.226, 2.115
0.130, 1.38, 0.806, 1.217, 2.008
0.140, 1.41, 0.795, 1.238, 2.037
0.150, 1.377, 0.837, 1.212, 2.016
0.160, 1.397, 0.806, 1.227, 2.026
0.170, 1.381, 0.812, 1.19, 1.995
0.180, 1.465, 0.817, 1.256, 2.095
0.190, 1.448, 0.789, 1.25, 2.069
0.200, 1.395, 0.821, 1.221, 2.027
0.210, 1.411, 0.815, 1.234, 2.043
0.220, 1.412, 0.814, 1.214, 2.032
0.230, 1.453, 0.839, 1.252, 2.093
0.240, 1.393, 0.793, 1.237, 2.024
0.250, 1.425, 0.8, 1.269, 2.069
0.260, 1.41, 0.776, 1.225, 2.022
0.270, 1.382, 0.851, 1.185, 2.009
0.280, 1.4, 0.797, 1.227, 2.025
0.290, 1.413, 0.808, 1.199, 2.021
0.300, 1.391, 0.808, 1.194, 2.003
0.310, 1.387, 0.789, 1.184, 1.986
0.320, 1.371, 0.781, 1.18, 1.970
0.330, 1.423, 0.827, 1.205, 2.039
0.340, 1.401, 0.825, 1.237, 2.042
0.350, 1.436, 0.84, 1.263, 2.088
0.360, 1.459, 0.853, 1.267, 2.112
0.370, 1.462, 0.824, 1.334, 2.143
0.380, 1.434, 0.822, 1.327, 2.119
0.390, 1.435, 0.835, 1.27, 2.090
0.400, 1.397, 0.824, 1.284, 2.068
0.410, 1.435, 0.816, 1.311, 2.108
0.420, 1.485, 0.825, 1.321, 2.151
0.430, 1.436, 0.83, 1.244, 2.073
0.440, 1.468, 0.83, 1.284, 2.119
0.450, 1.449, 0.829, 1.29, 2.109
0.460, 1.398, 0.81, 1.253, 2.044
0.470, 1.445, 0.816, 1.322, 2.121
0.480, 1.446, 0.83, 1.336, 2.136
0.490, 1.42, 0.826, 1.307, 2.099
0.500, 1.45, 0.828, 1.297, 2.114
0.510, 1.468, 0.843, 1.323, 2.148
0.520, 1.458, 0.811, 1.282, 2.104
0.530, 1.437, 0.818, 1.292, 2.098
0.540, 1.461, 0.836, 1.26, 2.102
0.550, 1.439, 0.844, 1.269, 2.096
0.560, 1.451, 0.795, 1.272, 2.086
0.570, 1.453, 0.835, 1.25, 2.090
0.580, 1.419, 0.827, 1.282, 2.083
0.590, 1.397, 0.838, 1.291, 2.078
0.600, 1.485, 0.829, 1.346, 2.168
0.610, 1.42, 0.802, 1.342, 2.112
0.620, 1.465, 0.815, 1.338, 2.144
0.630, 1.491, 0.827, 1.345, 2.171
0.640, 1.421, 0.804, 1.293, 2.082
0.650, 1.38, 0.799, 1.304, 2.059
0.660, 1.458, 0.842, 1.322, 2.140
0.670, 1.449, 0.816, 1.368, 2.153
0.680, 1.429, 0.832, 1.306, 2.107
0.690, 1.417, 0.856, 1.293, 2.100
0.700, 1.471, 0.861, 1.325, 2.158
0.710, 1.431, 0.856, 1.31, 2.120
0.720, 1.41, 0.848, 1.34, 2.121
0.730, 1.409, 0.842, 1.308, 2.098
0.740, 1.4, 0.848, 1.257, 2.063
0.750, 1.439, 0.809, 1.331, 2.120
0.760, 1.356, 0.816, 1.215, 1.995
0.770, 1.397, 0.807, 1.284, 2.061
0.780, 1.417, 0.782, 1.324, 2.091
0.790, 1.46, 0.827, 1.34, 2.147
0.800, 1.462, 0.793, 1.271, 2.093
0.810, 1.453, 0.803, 1.327, 2.125
0.820, 1.446, 0.852, 1.295, 2.119
0.830, 1.449, 0.838, 1.314, 2.128
0.840, 1.47, 0.817, 1.314, 2.134
0.850, 1.475, 0.812, 1.346, 2.155
0.860, 1.452, 0.821, 1.296, 2.112
0.870, 1.431, 0.822, 1.291, 2.095
0.880, 1.445, 0.798, 1.255, 2.073
0.890, 1.437, 0.806, 1.34, 2.123
0.900, 1.387, 0.766, 1.27, 2.030
0.910, 1.403, 0.789, 1.257, 2.042
0.920, 1.405, 0.786, 1.264, 2.046
0.930, 1.412, 0.814, 1.29, 2.078
0.940, 1.46, 0.779, 1.291, 2.098
0.950, 1.441, 0.785, 1.301, 2.094
0.960, 1.403, 0.795, 1.337, 2.094
0.970, 1.508, 0.777, 1.275, 2.122
0.980, 1.472, 0.811, 1.335, 2.146
0.990, 1.404, 0.801, 1.264, 2.051
1.000, 1.445, 0.817, 1.357, 2.144
1.010, 1.47, 0.796, 1.322, 2.131
1.020, 1.434, 0.813, 1.305, 2.102
1.030, 1.442, 0.824, 1.285, 2.099
1.040, 1.51, 0.79, 1.33, 2.161
1.050, 1.494, 0.788, 1.324, 2.146
1.060, 1.492, 0.81, 1.344, 2.165
1.070, 1.461, 0.704, 1.266, 2.057
1.080, 1.502, 0.827, 1.307, 2.155
1.090, 1.459, 0.816, 1.276, 2.103
1.100, 1.451, 0.829, 1.29, 2.111
1.110, 1.495, 0.809, 1.281, 2.128
1.120, 1.475, 0.834, 1.267, 2.115
1.130, 1.457, 0.794, 1.295, 2.104
1.140, 1.417, 0.809, 1.292, 2.081
1.150, 1.452, 0.78, 1.311, 2.106
1.160, 1.428, 0.806, 1.222, 2.045
1.170, 1.403, 0.792, 1.261, 2.045
1.180, 1.497, 0.809, 1.304, 2.143
1.190, 1.39, 0.795, 1.255, 2.034
1.200, 1.475, 0.794, 1.324, 2.135
1.210, 1.406, 0.813, 1.296, 2.077
1.220, 1.411, 0.831, 1.302, 2.092
1.230, 1.408, 0.801, 1.329, 2.095
1.240, 1.4, 0.792, 1.256, 2.040
1.250, 1.38, 0.787, 1.268, 2.032
1.260, 1.41, 0.746, 1.301, 2.058
1.270, 1.434, 0.776, 1.338, 2.109
1.280, 1.474, 0.81, 1.316, 2.135
1.290, 1.437, 0.772, 1.336, 2.108
1.300, 1.444, 0.79, 1.32, 2.109
1.310, 1.417, 0.779, 1.288, 2.067
1.320, 1.457, 0.801, 1.326, 2.126
1.330, 1.418, 0.816, 1.298, 2.088
1.340, 1.37, 0.825, 1.315, 2.070
1.350, 1.405, 0.816, 1.324, 2.095
1.360, 1.463, 0.838, 1.348, 2.158
1.370, 1.431, 0.795, 1.289, 2.083
1.380, 1.375, 0.788, 1.283, 2.039
1.390, 1.382, 0.785, 1.31, 2.059
1.400, 1.428, 0.796, 1.347, 2.118
1.410, 1.438, 0.813, 1.317, 2.112
1.420, 1.421, 0.785, 1.327, 2.096
1.430, 1.434, 0.778, 1.268, 2.066
1.440, 1.402, 0.786, 1.265, 2.045
1.450, 1.424, 0.801, 1.313, 2.096
1.460, 1.354, 0.842, 1.298, 2.055
1.470, 1.471, 0.779, 1.321, 2.125
1.480, 1.401, 0.783, 1.314, 2.074
1.490, 1.409, 0.78, 1.229, 2.025
1.500, 1.409, 0.805, 1.254, 2.050
1.510, 1.417, 0.783, 1.296, 2.073
1.520, 1.415, 0.794, 1.278, 2.065
1.530, 1.421, 0.784, 1.278, 2.065
1.540, 1.404, 0.798, 1.293, 2.068
1.550, 1.415, 0.82, 1.241, 2.052
1.560, 1.446, 0.76, 1.279, 2.074
1.570, 1.424, 0.841, 1.308, 2.108
1.580, 1.439, 0.784, 1.279, 2.078
1.590, 1.401, 0.813, 1.307, 2.081
1.600, 1.392, 0.776, 1.232, 2.014
1.610, 1.407, 0.78, 1.298, 2.067
1.620, 1.426, 0.743, 1.214, 2.014
1.630, 1.457, 0.818, 1.258, 2.091
1.640, 1.407, 0.808, 1.271, 2.061
1.650, 1.44, 0.813, 1.34, 2.128
1.660, 1.423, 0.78, 1.322, 2.093
1.670, 1.412, 0.825, 1.276, 2.074
1.680, 1.398, 0.81, 1.29, 2.067
1.690, 1.408, 0.784, 1.264, 2.048
1.700, 1.421, 0.822, 1.287, 2.085
1.710, 1.418, 0.807, 1.261, 2.062
1.720, 1.388, 0.757, 1.267, 2.026
1.730, 1.376, 0.783, 1.253, 2.019
1.740, 1.396, 0.779, 1.215, 2.007
1.750, 1.374, 0.825, 1.198, 2.000
1.760, 1.42, 0.802, 1.258, 2.059
1.770, 1.417, 0.812, 1.304, 2.089
1.780, 1.458, 0.802, 1.343, 2.138
1.790, 1.384, 0.787, 1.215, 2.002
1.800, 1.396, 0.791, 1.228, 2.020
1.810, 1.411, 0.808, 1.264, 2.059
1.820, 1.422, 0.844, 1.201, 2.043
1.830, 1.379, 0.797, 1.267, 2.035
1.840, 1.411, 0.828, 1.173, 2.013
1.850, 1.439, 0.827, 1.269, 2.089
1.860, 1.433, 0.812, 1.241, 2.062
1.870, 1.44, 0.808, 1.253, 2.072
1.880, 1.417, 0.781, 1.248, 2.043
1.890, 1.413, 0.814, 1.259, 2.060
1.900, 1.439, 0.812, 1.321, 2.115
1.910, 1.385, 0.785, 1.246, 2.021
1.920, 1.454, 0.805, 1.265, 2.088
1.930, 1.416, 0.776, 1.259, 2.047
1.940, 1.382, 0.77, 1.254, 2.018
1.950, 1.434, 0.791, 1.282, 2.079
1.960, 1.365, 0.805, 1.248, 2.017
1.970, 1.421, 0.827, 1.257, 2.069
1.980, 1.441, 0.791, 1.276, 2.080
1.990, 1.462, 0.791, 1.321, 2.123
2.000, 1.452, 0.801, 1.257, 2.080
2.010, 1.38, 0.793, 1.22, 2.005
2.020, 1.463, 0.819, 1.214, 2.070
2.030, 1.407, 0.797, 1.196, 2.011
2.040, 1.407, 0.792, 1.224, 2.026
2.050, 1.373, 0.748, 1.221, 1.983
2.060, 1.385, 0.743, 1.208, 1.982
2.070, 1.376, 0.756, 1.205, 1.979
2.080, 1.415, 0.78, 1.286, 2.065
2.090, 1.457, 0.82, 1.256, 2.091
2.100, 1.399, 0.786, 1.252, 2.035
2.110, 1.433, 0.753, 1.185, 2.006
2.120, 1.399, 0.766, 1.334, 2.079
2.130, 1.395, 0.81, 1.27, 2.053
2.140, 1.399, 0.772, 1.218, 2.009
2.150, 1.39, 0.805, 1.248, 2.034
2.160, 1.45, 0.813, 1.289, 2.103
2.170, 1.436, 0.797, 1.293, 2.090
2.180, 1.379, 0.807, 1.249, 2.028
2.190, 1.403, 0.756, 1.247, 2.023
2.200, 1.407, 0.741, 1.184, 1.982
2.210, 1.422, 0.754, 1.225, 2.022
2.220, 1.428, 0.818, 1.287, 2.089
2.230, 1.416, 0.776, 1.223, 2.025
2.240, 1.438, 0.804, 1.298, 2.097
2.250, 1.408, 0.808, 1.244, 2.045
2.260, 1.496, 0.815, 1.316, 2.152
2.270, 1.39, 0.805, 1.215, 2.014
2.280, 1.385, 0.791, 1.162, 1.973
2.290, 1.373, 0.744, 1.192, 1.964
2.300, 1.41, 0.793, 1.272, 2.057
2.310, 1.379, 0.797, 1.261, 2.031
2.320, 1.432, 0.797, 1.276, 2.077
2.330, 1.411, 0.791, 1.263, 2.052
2.340, 1.414, 0.824, 1.27, 2.071
2.350, 1.396, 0.772, 1.224, 2.010
2.360, 1.456, 0.778, 1.277, 2.087
2.370, 1.436, 0.81, 1.29, 2.093
2.380, 1.404, 0.777, 1.293, 2.060
2.390, 1.43, 0.766, 1.24, 2.041
2.400, 1.373, 0.759, 1.216, 1.984
2.410, 1.401, 0.8, 1.207, 2.014
2.420, 1.399, 0.812, 1.269, 2.055
2.430, 1.376, 0.793, 1.208, 1.995
2.440, 1.411, 0.787, 1.227, 2.028
2.450, 1.405, 0.766, 1.202, 2.001
2.460, 1.421, 0.755, 1.259, 2.043
2.470, 1.476, 0.823, 1.301, 2.132
2.480, 1.42, 0.797, 1.241, 2.047
2.490, 1.419, 0.797, 1.267, 2.062
2.500, 1.424, 0.779, 1.279, 2.066
2.510, 1.454, 0.834, 1.271, 2.103
2.520, 1.428, 0.803, 1.302, 2.092
2.530, 1.4, 0.816, 1.273, 2.060
2.540, 1.419, 0.783, 1.215, 2.025
2.550, 1.417, 0.826, 1.214, 2.040
2.560, 1.419, 0.819, 1.307, 2.095
2.570, 1.43, 0.785, 1.268, 2.066
2.580, 1.412, 0.8, 1.265, 2.057
2.590, 1.464, 0.805, 1.297, 2.115
2.600, 1.409, 0.825, 1.275, 2.071
2.610, 1.398, 0.802, 1.212, 2.016
2.620, 1.445, 0.843, 1.276, 2.104
2.630, 1.409, 0.839, 1.277, 2.078
2.640, 1.428, 0.83, 1.255, 2.074
2.650, 1.42, 0.806, 1.285, 2.077
2.660, 1.44, 0.828, 1.257, 2.083
2.670, 1.439, 0.822, 1.286, 2.097
2.680, 1.412, 0.808, 1.273, 2.065
2.690, 1.416, 0.835, 1.281, 2.084
2.700, 1.441, 0.842, 1.299, 2.114
2.710, 1.41, 0.845, 1.232, 2.054
2.720, 1.385, 0.816, 1.271, 2.049
2.730, 1.434, 0.839, 1.23, 2.067
2.740, 1.413, 0.831, 1.24, 2.055
2.750, 1.406, 0.835, 1.267, 2.068
2.760, 1.438, 0.839, 1.283, 2.101
2.770, 1.387, 0.805, 1.302, 2.065
2.780, 1.403, 0.8, 1.249, 2.041
2.790, 1.438, 0.807, 1.253, 2.071
2.800, 1.44, 0.816, 1.31, 2.110
2.810, 1.444, 0.807, 1.32, 2.116
2.820, 1.437, 0.801, 1.269, 2.077
2.830, 1.437, 0.799, 1.278, 2.082
2.840, 1.395, 0.806, 1.278, 2.056
2.850, 1.394, 0.821, 1.3, 2.075
2.860, 1.397, 0.814, 1.283, 2.064
2.870, 1.447, 0.82, 1.28, 2.098
2.880, 1.485, 0.822, 1.331, 2.156
2.890, 1.44, 0.799, 1.26, 2.073
2.900, 1.466, 0.788, 1.32, 2.124
2.910, 1.416, 0.804, 1.249, 2.052
2.920, 1.41, 0.794, 1.264, 2.053
2.930, 1.416, 0.811, 1.262, 2.062
2.940, 1.464, 0.835, 1.25, 2.098
2.950, 1.448, 0.786, 1.288, 2.091
2.960, 1.441, 0.823, 1.304, 2.110
2.970, 1.422, 0.821, 1.262, 2.070
2.980, 1.439, 0.794, 1.263, 2.072
2.990, 1.409, 0.789, 1.234, 2.032
3.000, 1.408, 0.764, 1.224, 2.016
3.010, 1.419, 0.828, 1.254, 2.066
3.020, 1.422, 0.825, 1.243, 2.061
3.030, 1.423, 0.792, 1.278, 2.070
3.040, 1.436, 0.795, 1.271, 2.075
3.050, 1.455, 0.804, 1.288, 2.102
3.060, 1.411, 0.765, 1.25, 2.034
3.070, 1.431, 0.806, 1.219, 2.045
3.080, 1.454, 0.818, 1.252, 2.085
3.090, 1.432, 0.816, 1.261, 2.075
3.100, 1.462, 0.822, 1.289, 2.115
3.110, 1.425, 0.816, 1.231, 2.052
3.120, 1.435, 0.829, 1.279, 2.093
3.130, 1.457, 0.788, 1.254, 2.077
3.140, 1.444, 0.806, 1.27, 2.085
3.150, 1.425, 0.823, 1.273, 2.080
3.160, 1.479, 0.824, 1.296, 2.132
3.170, 1.45, 0.811, 1.313, 2.117
3.180, 1.481, 0.814, 1.29, 2.126
3.190, 1.46, 0.766, 1.304, 2.102
3.200, 1.406, 0.817, 1.279, 2.068
3.210, 1.484, 0.823, 1.296, 2.135
3.220, 1.451, 0.836, 1.249, 2.089
3.230, 1.385, 0.786, 1.212, 2.001
3.240, 1.474, 0.812, 1.298, 2.125
3.250, 1.454, 0.802, 1.315, 2.118
3.260, 1.457, 0.829, 1.299, 2.120
3.270, 1.448, 0.834, 1.268, 2.097
3.280, 1.468, 0.847, 1.277, 2.122
3.290, 1.486, 0.817, 1.266, 2.116
3.300, 1.453, 0.837, 1.287, 2.113
3.310, 1.459, 0.825, 1.297, 2.119
3.320, 1.44, 0.846, 1.258, 2.090
3.330, 1.421, 0.812, 1.241, 2.053
3.340, 1.465, 0.813, 1.297, 2.118
3.350, 1.436, 0.803, 1.249, 2.065
3.360, 1.428, 0.823, 1.269, 2.080
3.370, 1.457, 0.818, 1.252, 2.087
3.380, 1.478, 0.825, 1.377, 2.182
3.390, 1.492, 0.83, 1.383, 2.197
3.400, 1.518, 0.8, 1.341, 2.177
3.410, 1.481, 0.805, 1.33, 2.147
3.420, 1.47, 0.826, 1.301, 2.129
3.430, 1.465, 0.823, 1.275, 2.109
3.440, 1.457, 0.801, 1.278, 2.097
3.450, 1.464, 0.836, 1.299, 2.128
3.460, 1.467, 0.833, 1.21, 2.076
3.470, 1.439, 0.832, 1.24, 2.073
3.480, 1.456, 0.797, 1.278, 2.094
3.490, 1.449, 0.799, 1.264, 2.082
3.500, 1.437, 0.846, 1.277, 2.100
3.510, 1.509, 0.836, 1.336, 2.181
3.520, 1.419, 0.802, 1.197, 2.022
3.530, 1.399, 0.807, 1.221, 2.024
3.540, 1.463, 0.812, 1.267, 2.098
3.550, 1.411, 0.796, 1.193, 2.011
3.560, 1.441, 0.838, 1.241, 2.078
3.570, 1.482, 0.805, 1.214, 2.078
3.580, 1.484, 0.81, 1.274, 2.116
3.590, 1.431, 0.825, 1.18, 2.029
3.600, 1.41, 0.789, 1.184, 2.003
3.610, 1.38, 0.817, 1.185, 1.994
3.620, 1.359, 0.818, 1.147, 1.957
3.630, 1.376, 0.812, 1.136, 1.960
3.640, 1.405, 0.834, 1.157, 2.002
3.650, 1.396, 0.798, 1.136, 1.968
3.660, 1.403, 0.813, 1.174, 2.001
3.670, 1.435, 0.834, 1.156, 2.022
3.680, 1.399, 0.823, 1.173, 2.002
3.690, 1.367, 0.809, 1.163, 1.968
3.700, 1.412, 0.811, 1.194, 2.019
3.710, 1.415, 0.787, 1.202, 2.016
3.720, 1.43, 0.822, 1.233, 2.059
3.730, 1.429, 0.851, 1.203, 2.052
3.740, 1.456, 0.815, 1.245, 2.081
3.750, 1.455, 0.803, 1.284, 2.100
3.760, 1.36, 0.785, 1.215, 1.985
3.770, 1.411, 0.82, 1.188, 2.018
3.780, 1.453, 0.804, 1.187, 2.041
3.790, 1.449, 0.82, 1.219, 2.063
3.800, 1.425, 0.804, 1.21, 2.034
3.810, 1.414, 0.819, 1.201, 2.027
3.820, 1.448, 0.808, 1.194, 2.043
3.830, 1.382, 0.831, 1.2, 2.010
3.840, 1.437, 0.792, 1.203, 2.034
3.850, 1.393, 0.822, 1.182, 2.003
3.860, 1.429, 0.801, 1.192, 2.025
3.870, 1.397, 0.793, 1.211, 2.011
3.880, 1.414, 0.823, 1.196, 2.026
3.890, 1.439, 0.824, 1.212, 2.053
3.900, 1.461, 0.832, 1.169, 2.047
3.910, 1.401, 0.807, 1.207, 2.017
3.920, 1.393, 0.821, 1.187, 2.005
3.930, 1.436, 0.786, 1.17, 2.012
3.940, 1.404, 0.825, 1.238, 2.045
3.950, 1.432, 0.828, 1.285, 2.094
3.960, 1.435, 0.827, 1.219, 2.056
3.970, 1.379, 0.837, 1.219, 2.021
3.980, 1.399, 0.84, 1.145, 1.993
3.990, 1.388, 0.813, 1.227, 2.023
4.000, 1.43, 0.833, 1.237, 2.066
4.010, 1.337, 0.815, 1.213, 1.980
4.020, 1.375, 0.833, 1.191, 2.000
4.030, 1.409, 0.82, 1.163, 2.002
4.040, 1.427, 0.841, 1.221, 2.057
4.050, 1.414, 0.803, 1.212, 2.028
4.060, 1.406, 0.856, 1.227, 2.053
4.070, 1.412, 0.827, 1.181, 2.018
4.080, 1.364, 0.829, 1.185, 1.987
4.090, 1.397, 0.827, 1.2, 2.018
4.100, 1.363, 0.819, 1.188, 1.984
4.110, 1.409, 0.781, 1.192, 2.004
4.120, 1.394, 0.816, 1.229, 2.029
4.130, 1.379, 0.826, 1.216, 2.015
4.140, 1.422, 0.808, 1.208, 2.033
4.150, 1.37, 0.844, 1.193, 2.003
4.160, 1.428, 0.826, 1.233, 2.059
4.170, 1.399, 0.804, 1.208, 2.015
4.180, 1.371, 0.797, 1.135, 1.950
4.190, 1.416, 0.825, 1.229, 2.048
4.200, 1.393, 0.826, 1.164, 1.994
4.210, 1.438, 0.855, 1.283, 2.108
4.220, 1.423, 0.828, 1.229, 2.054
4.230, 1.404, 0.823, 1.185, 2.013
4.240, 1.373, 0.821, 1.206, 2.003
4.250, 1.411, 0.77, 1.218, 2.016
4.260, 1.381, 0.805, 1.2, 1.998
4.270, 1.425, 0.819, 1.218, 2.045
4.280, 1.439, 0.845, 1.209, 2.060
4.290, 1.385, 0.813, 1.144, 1.971
4.300, 1.409, 0.814, 1.251, 2.052
4.310, 1.367, 0.79, 1.205, 1.986
4.320, 1.378, 0.831, 1.166, 1.987
4.330, 1.36, 0.814, 1.177, 1.974
4.340, 1.438, 0.78, 1.266, 2.068
4.350, 1.383, 0.763, 1.196, 1.981
4.360, 1.432, 0.809, 1.249, 2.065
4.370, 1.429, 0.821, 1.247, 2.066
4.380, 1.428, 0.833, 1.242, 2.067
4.390, 1.36, 0.814, 1.175, 1.973
4.400, 1.439, 0.799, 1.232, 2.055
4.410, 1.41, 0.798, 1.198, 2.014
4.420, 1.357, 0.782, 1.224, 1.987
4.430, 1.421, 0.794, 1.273, 2.066
4.440, 1.38, 0.817, 1.204, 2.005
4.450, 1.426, 0.746, 1.24, 2.031
4.460, 1.401, 0.827, 1.214, 2.029
4.470, 1.415, 0.81, 1.278, 2.071
4.480, 1.475, 0.823, 1.224, 2.085
4.490, 1.463, 0.809, 1.234, 2.077
4.500, 1.39, 0.814, 1.219, 2.020
4.510, 1.376, 0.797, 1.206, 1.995
4.520, 1.397, 0.802, 1.184, 1.999
4.530, 1.317, 0.785, 1.156, 1.920
4.540, 1.371, 0.805, 1.204, 1.994
4.550, 1.373, 0.824, 1.136, 1.963
4.560, 1.386, 0.795, 1.217, 2.008
4.570, 1.354, 0.735, 1.181, 1.941
4.580, 1.383, 0.824, 1.159, 1.983
4.590, 1.397, 0.817, 1.203, 2.016
4.600, 1.342, 0.825, 1.225, 1.995
4.610, 1.359, 0.844, 1.212, 2.007
4.620, 1.363, 0.82, 1.194, 1.988
4.630, 1.353, 0.82, 1.172, 1.968
4.640, 1.354, 0.791, 1.207, 1.978
4.650, 1.388, 0.852, 1.208, 2.027
4.660, 1.367, 0.813, 1.259, 2.028
4.670, 1.331, 0.826, 1.206, 1.976
4.680, 1.39, 0.871, 1.208, 2.037
4.690, 1.332, 0.797, 1.173, 1.945
4.700, 1.372, 0.826, 1.187, 1.993
4.710, 1.353, 0.824, 1.255, 2.021
