Time, DR, DN, RN, Euclidian
0.000, 1.491, 0.831, 1.249, 2.115
10.000, 1.512, 0.796, 1.254, 2.119
20.000, 1.466, 0.745, 1.274, 2.080
30.000, 1.432, 0.838, 1.242, 2.072
40.000, 1.504, 0.879, 1.258, 2.148
50.000, 1.5, 0.858, 1.272, 2.145
60.000, 1.473, 0.831, 1.232, 2.092
70.000, 1.502, 0.835, 1.284, 2.145
80.000, 1.48, 0.832, 1.285, 2.129
90.000, 1.534, 0.872, 1.279, 2.179
100.000, 1.473, 0.857, 1.265, 2.122
110.000, 1.544, 0.833, 1.294, 2.179
120.000, 1.501, 0.824, 1.292, 2.145
130.000, 1.464, 0.9, 1.318, 2.165
140.000, 1.446, 0.891, 1.297, 2.137
150.000, 1.479, 0.885, 1.249, 2.128
160.000, 1.485, 0.858, 1.264, 2.130
170.000, 1.502, 0.846, 1.301, 2.159
180.000, 1.467, 0.902, 1.263, 2.135
190.000, 1.49, 0.86, 1.314, 2.164
200.000, 1.495, 0.835, 1.305, 2.152
210.000, 1.471, 0.849, 1.272, 2.121
220.000, 1.436, 0.848, 1.247, 2.082
230.000, 1.489, 0.843, 1.297, 2.147
240.000, 1.484, 0.822, 1.265, 2.116
250.000, 1.543, 0.825, 1.305, 2.182
260.000, 1.448, 0.84, 1.289, 2.112
270.000, 1.418, 0.877, 1.259, 2.089
280.000, 1.491, 0.857, 1.239, 2.119
290.000, 1.51, 0.844, 1.327, 2.180
300.000, 1.564, 0.857, 1.277, 2.193
310.000, 1.502, 0.834, 1.277, 2.140
320.000, 1.508, 0.849, 1.275, 2.149
330.000, 1.52, 0.824, 1.315, 2.172
340.000, 1.478, 0.854, 1.283, 2.135
350.000, 1.496, 0.889, 1.302, 2.173
360.000, 1.543, 0.811, 1.326, 2.190
370.000, 1.498, 0.886, 1.32, 2.184
380.000, 1.54, 0.871, 1.35, 2.225
390.000, 1.581, 0.846, 1.311, 2.221
400.000, 1.51, 0.859, 1.353, 2.201
410.000, 1.49, 0.807, 1.286, 2.127
420.000, 1.447, 0.865, 1.252, 2.099
430.000, 1.452, 0.884, 1.29, 2.133
440.000, 1.432, 0.866, 1.278, 2.105
450.000, 1.427, 0.855, 1.282, 2.100
460.000, 1.514, 0.892, 1.343, 2.211
470.000, 1.491, 0.832, 1.263, 2.123
480.000, 1.53, 0.89, 1.313, 2.203
490.000, 1.471, 0.864, 1.278, 2.131
500.000, 1.497, 0.832, 1.283, 2.139
