Time, DR, DN, RN, Euclidian
0.000, 1.532, 0.855, 1.232, 2.143
0.010, 1.574, 0.83, 1.256, 2.178
0.020, 1.516, 0.821, 1.245, 2.126
0.030, 1.544, 0.727, 1.241, 2.110
0.040, 1.59, 0.733, 1.358, 2.215
0.050, 1.527, 0.73, 1.26, 2.110
0.060, 1.53, 0.755, 1.331, 2.163
0.070, 1.496, 0.71, 1.257, 2.078
0.080, 1.502, 0.773, 1.235, 2.092
0.090, 1.567, 0.79, 1.27, 2.166
0.100, 1.529, 0.734, 1.318, 2.147
0.110, 1.491, 0.76, 1.239, 2.082
0.120, 1.51, 0.75, 1.233, 2.088
0.130, 1.508, 0.776, 1.255, 2.109
0.140, 1.554, 0.802, 1.319, 2.190
0.150, 1.537, 0.763, 1.285, 2.143
0.160, 1.568, 0.849, 1.287, 2.199
0.170, 1.497, 0.749, 1.236, 2.080
0.180, 1.455, 0.8, 1.227, 2.064
0.190, 1.433, 0.89, 1.255, 2.102
0.200, 1.455, 0.863, 1.224, 2.088
0.210, 1.507, 0.9, 1.264, 2.163
0.220, 1.5, 0.836, 1.268, 2.134
0.230, 1.473, 0.839, 1.243, 2.102
0.240, 1.471, 0.831, 1.273, 2.115
0.250, 1.477, 0.855, 1.252, 2.116
0.260, 1.45, 0.85, 1.241, 2.089
0.270, 1.509, 0.84, 1.319, 2.173
0.280, 1.499, 0.823, 1.281, 2.136
0.290, 1.467, 0.793, 1.3, 2.114
0.300, 1.421, 0.843, 1.24, 2.065
0.310, 1.495, 0.793, 1.299, 2.133
0.320, 1.533, 0.794, 1.302, 2.162
0.330, 1.463, 0.797, 1.237, 2.075
0.340, 1.428, 0.757, 1.249, 2.042
0.350, 1.42, 0.778, 1.205, 2.018
0.360, 1.434, 0.777, 1.247, 2.053
0.370, 1.423, 0.764, 1.222, 2.025
0.380, 1.449, 0.772, 1.216, 2.043
0.390, 1.426, 0.75, 1.234, 2.029
0.400, 1.418, 0.792, 1.205, 2.022
0.410, 1.379, 0.778, 1.191, 1.981
0.420, 1.376, 0.779, 1.221, 1.997
0.430, 1.419, 0.794, 1.244, 2.047
0.440, 1.406, 0.801, 1.222, 2.027
0.450, 1.382, 0.765, 1.206, 1.987
0.460, 1.409, 0.768, 1.229, 2.021
0.470, 1.486, 0.779, 1.231, 2.080
0.480, 1.423, 0.744, 1.246, 2.032
0.490, 1.509, 0.782, 1.266, 2.119
0.500, 1.414, 0.784, 1.244, 2.039
