Time, DR, DN, RN, Euclidian
0.000, 1.507, 0.824, 1.249, 2.123
10.000, 1.543, 0.78, 1.267, 2.143
20.000, 1.479, 0.749, 1.272, 2.089
30.000, 1.473, 0.767, 1.271, 2.091
40.000, 1.48, 0.811, 1.238, 2.093
50.000, 1.474, 0.751, 1.242, 2.068
60.000, 1.414, 0.812, 1.207, 2.028
70.000, 1.466, 0.782, 1.268, 2.090
80.000, 1.439, 0.834, 1.225, 2.065
90.000, 1.436, 0.84, 1.213, 2.058
100.000, 1.43, 0.765, 1.287, 2.070
110.000, 1.506, 0.836, 1.269, 2.139
120.000, 1.435, 0.865, 1.232, 2.079
130.000, 1.466, 0.855, 1.288, 2.130
140.000, 1.469, 0.88, 1.245, 2.117
150.000, 1.468, 0.858, 1.279, 2.127
160.000, 1.45, 0.831, 1.246, 2.084
170.000, 1.481, 0.815, 1.272, 2.115
180.000, 1.512, 0.913, 1.299, 2.192
190.000, 1.456, 0.843, 1.228, 2.082
200.000, 1.519, 0.846, 1.375, 2.216
210.000, 1.487, 0.846, 1.305, 2.151
220.000, 1.452, 0.793, 1.298, 2.102
230.000, 1.454, 0.872, 1.223, 2.090
240.000, 1.518, 0.853, 1.312, 2.180
250.000, 1.455, 0.805, 1.241, 2.074
260.000, 1.476, 0.888, 1.251, 2.128
270.000, 1.472, 0.811, 1.272, 2.107
280.000, 1.501, 0.779, 1.277, 2.119
290.000, 1.495, 0.838, 1.235, 2.112
300.000, 1.477, 0.834, 1.23, 2.095
310.000, 1.48, 0.825, 1.243, 2.101
320.000, 1.468, 0.816, 1.221, 2.076
330.000, 1.49, 0.788, 1.233, 2.088
340.000, 1.445, 0.852, 1.265, 2.100
350.000, 1.435, 0.826, 1.248, 2.073
360.000, 1.477, 0.791, 1.266, 2.099
370.000, 1.451, 0.825, 1.249, 2.084
380.000, 1.452, 0.815, 1.226, 2.067
390.000, 1.473, 0.855, 1.262, 2.119
400.000, 1.54, 0.848, 1.287, 2.178
410.000, 1.477, 0.834, 1.274, 2.121
420.000, 1.414, 0.823, 1.252, 2.060
430.000, 1.475, 0.818, 1.228, 2.086
440.000, 1.454, 0.772, 1.249, 2.066
450.000, 1.528, 0.804, 1.232, 2.121
460.000, 1.47, 0.802, 1.237, 2.081
470.000, 1.505, 0.774, 1.289, 2.127
480.000, 1.494, 0.802, 1.263, 2.114
490.000, 1.518, 0.836, 1.257, 2.140
500.000, 1.482, 0.859, 1.239, 2.114
510.000, 1.487, 0.838, 1.25, 2.115
520.000, 1.526, 0.822, 1.27, 2.148
530.000, 1.473, 0.845, 1.232, 2.097
540.000, 1.487, 0.823, 1.273, 2.123
550.000, 1.51, 0.815, 1.298, 2.151
560.000, 1.498, 0.796, 1.267, 2.117
570.000, 1.497, 0.843, 1.271, 2.137
580.000, 1.472, 0.799, 1.25, 2.089
590.000, 1.514, 0.85, 1.311, 2.175
600.000, 1.496, 0.802, 1.26, 2.113
610.000, 1.526, 0.82, 1.278, 2.152
620.000, 1.504, 0.808, 1.27, 2.127
630.000, 1.552, 0.86, 1.288, 2.192
640.000, 1.464, 0.822, 1.237, 2.085
650.000, 1.498, 0.805, 1.302, 2.141
660.000, 1.537, 0.778, 1.298, 2.156
670.000, 1.517, 0.859, 1.255, 2.148
680.000, 1.494, 0.815, 1.25, 2.111
690.000, 1.526, 0.778, 1.297, 2.148
700.000, 1.549, 0.821, 1.281, 2.171
710.000, 1.498, 0.786, 1.312, 2.140
720.000, 1.543, 0.798, 1.259, 2.145
730.000, 1.415, 0.793, 1.173, 2.001
740.000, 1.456, 0.774, 1.275, 2.084
750.000, 1.549, 0.8, 1.328, 2.191
760.000, 1.512, 0.815, 1.298, 2.152
770.000, 1.551, 0.848, 1.292, 2.189
780.000, 1.54, 0.824, 1.296, 2.174
790.000, 1.463, 0.786, 1.253, 2.080
800.000, 1.469, 0.85, 1.258, 2.112
810.000, 1.429, 0.815, 1.246, 2.063
820.000, 1.478, 0.798, 1.288, 2.116
830.000, 1.52, 0.815, 1.352, 2.191
840.000, 1.46, 0.812, 1.301, 2.117
850.000, 1.48, 0.845, 1.262, 2.120
860.000, 1.486, 0.832, 1.277, 2.128
870.000, 1.489, 0.838, 1.309, 2.152
880.000, 1.48, 0.795, 1.272, 2.107
890.000, 1.473, 0.801, 1.284, 2.111
900.000, 1.502, 0.813, 1.282, 2.135
910.000, 1.475, 0.823, 1.264, 2.109
920.000, 1.508, 0.822, 1.286, 2.145
930.000, 1.456, 0.818, 1.253, 2.087
940.000, 1.465, 0.849, 1.289, 2.128
950.000, 1.486, 0.797, 1.277, 2.115
960.000, 1.479, 0.839, 1.29, 2.134
970.000, 1.503, 0.834, 1.3, 2.155
980.000, 1.455, 0.814, 1.298, 2.112
990.000, 1.464, 0.804, 1.296, 2.114
1000.000, 1.57, 0.846, 1.362, 2.244
1010.000, 1.562, 0.809, 1.319, 2.198
1020.000, 1.593, 0.792, 1.322, 2.216
1030.000, 1.557, 0.796, 1.317, 2.189
1040.000, 1.496, 0.83, 1.252, 2.120
1050.000, 1.446, 0.772, 1.23, 2.049
1060.000, 1.566, 0.739, 1.28, 2.153
1070.000, 1.51, 0.735, 1.217, 2.073
1080.000, 1.557, 0.747, 1.284, 2.151
1090.000, 1.52, 0.692, 1.279, 2.103
1100.000, 1.546, 0.739, 1.278, 2.137
1110.000, 1.533, 0.755, 1.265, 2.126
1120.000, 1.49, 0.81, 1.274, 2.121
1130.000, 1.549, 0.79, 1.326, 2.186
1140.000, 1.505, 0.731, 1.233, 2.078
1150.000, 1.546, 0.754, 1.303, 2.157
1160.000, 1.593, 0.781, 1.341, 2.223
1170.000, 1.596, 0.751, 1.31, 2.197
1180.000, 1.637, 0.804, 1.345, 2.266
1190.000, 1.597, 0.746, 1.355, 2.223
1200.000, 1.626, 0.763, 1.359, 2.252
