Time, DR, DN, RN, Euclidian
0.000, 1.521, 0.839, 1.238, 2.133
0.010, 1.505, 0.824, 1.272, 2.135
0.020, 1.496, 0.812, 1.254, 2.114
0.030, 1.428, 0.832, 1.236, 2.063
0.040, 1.409, 0.807, 1.249, 2.048
0.050, 1.435, 0.838, 1.241, 2.074
0.060, 1.427, 0.804, 1.218, 2.041
0.070, 1.424, 0.81, 1.227, 2.046
0.080, 1.434, 0.768, 1.236, 2.043
0.090, 1.49, 0.801, 1.31, 2.139
0.100, 1.438, 0.805, 1.225, 2.053
0.110, 1.421, 0.795, 1.227, 2.038
0.120, 1.426, 0.787, 1.245, 2.050
0.130, 1.435, 0.797, 1.234, 2.053
0.140, 1.439, 0.794, 1.225, 2.049
0.150, 1.507, 0.701, 1.296, 2.107
0.160, 1.5, 0.845, 1.234, 2.118
0.170, 1.455, 0.832, 1.257, 2.095
0.180, 1.472, 0.759, 1.307, 2.109
0.190, 1.436, 0.836, 1.278, 2.096
0.200, 1.463, 0.831, 1.298, 2.125
0.210, 1.43, 0.826, 1.26, 2.077
0.220, 1.47, 0.841, 1.305, 2.138
0.230, 1.435, 0.857, 1.219, 2.068
0.240, 1.442, 0.757, 1.262, 2.060
0.250, 1.458, 0.81, 1.232, 2.073
0.260, 1.41, 0.758, 1.249, 2.030
0.270, 1.436, 0.777, 1.222, 2.039
0.280, 1.406, 0.833, 1.202, 2.028
0.290, 1.402, 0.805, 1.248, 2.042
0.300, 1.41, 0.817, 1.187, 2.016
0.310, 1.526, 0.816, 1.318, 2.175
0.320, 1.479, 0.773, 1.258, 2.089
0.330, 1.479, 0.769, 1.236, 2.075
0.340, 1.488, 0.803, 1.243, 2.098
0.350, 1.487, 0.798, 1.27, 2.112
0.360, 1.437, 0.836, 1.242, 2.075
0.370, 1.405, 0.804, 1.246, 2.042
0.380, 1.445, 0.839, 1.257, 2.090
0.390, 1.452, 0.836, 1.278, 2.107
0.400, 1.451, 0.852, 1.286, 2.117
0.410, 1.424, 0.852, 1.225, 2.062
0.420, 1.519, 0.798, 1.26, 2.128
0.430, 1.572, 0.771, 1.276, 2.166
0.440, 1.518, 0.736, 1.293, 2.125
0.450, 1.518, 0.797, 1.197, 2.091
0.460, 1.429, 0.785, 1.234, 2.044
0.470, 1.463, 0.77, 1.251, 2.073
0.480, 1.446, 0.792, 1.253, 2.070
0.490, 1.483, 0.82, 1.28, 2.123
0.500, 1.47, 0.76, 1.235, 2.064
0.510, 1.47, 0.815, 1.249, 2.094
0.520, 1.503, 0.821, 1.337, 2.172
0.530, 1.418, 0.788, 1.27, 2.060
0.540, 1.452, 0.787, 1.304, 2.104
0.550, 1.538, 0.81, 1.318, 2.181
0.560, 1.502, 0.826, 1.348, 2.180
0.570, 1.441, 0.831, 1.339, 2.135
0.580, 1.502, 0.845, 1.293, 2.154
0.590, 1.468, 0.838, 1.303, 2.134
0.600, 1.456, 0.828, 1.201, 2.061
0.610, 1.514, 0.804, 1.308, 2.156
0.620, 1.543, 0.856, 1.314, 2.200
0.630, 1.521, 0.827, 1.245, 2.132
0.640, 1.52, 0.804, 1.266, 2.135
0.650, 1.563, 0.835, 1.337, 2.219
0.660, 1.557, 0.856, 1.379, 2.249
0.670, 1.537, 0.86, 1.394, 2.246
0.680, 1.529, 0.798, 1.344, 2.186
0.690, 1.507, 0.819, 1.308, 2.157
0.700, 1.49, 0.823, 1.288, 2.134
0.710, 1.506, 0.83, 1.284, 2.146
0.720, 1.465, 0.829, 1.289, 2.120
0.730, 1.481, 0.827, 1.31, 2.143
0.740, 1.58, 0.797, 1.375, 2.241
0.750, 1.474, 0.857, 1.278, 2.130
0.760, 1.505, 0.853, 1.282, 2.153
0.770, 1.507, 0.852, 1.244, 2.131
0.780, 1.533, 0.806, 1.259, 2.141
0.790, 1.469, 0.844, 1.273, 2.119
0.800, 1.484, 0.844, 1.29, 2.139
0.810, 1.485, 0.812, 1.234, 2.094
0.820, 1.512, 0.767, 1.316, 2.146
0.830, 1.479, 0.808, 1.259, 2.103
0.840, 1.519, 0.846, 1.279, 2.158
0.850, 1.579, 0.755, 1.308, 2.184
0.860, 1.53, 0.797, 1.287, 2.152
0.870, 1.589, 0.784, 1.339, 2.220
0.880, 1.475, 0.812, 1.288, 2.119
0.890, 1.495, 0.795, 1.258, 2.109
0.900, 1.399, 0.782, 1.233, 2.022
0.910, 1.489, 0.824, 1.282, 2.130
0.920, 1.481, 0.84, 1.209, 2.088
0.930, 1.53, 0.813, 1.281, 2.154
0.940, 1.518, 0.797, 1.206, 2.096
0.950, 1.476, 0.779, 1.248, 2.083
0.960, 1.509, 0.806, 1.255, 2.121
0.970, 1.488, 0.797, 1.236, 2.092
0.980, 1.515, 0.787, 1.293, 2.141
