0.490528138;0.231223757;0.991248213;0.52413521;0.168588414;0.332686718;0.171885144;0.082267414;0.360290494;0.063206461;0.12234576;1.030228939
0.049432228;0.053769802;0.056641071;0.269854524;1.197275799;0.066893047;0.050702887;0.048307131;1.083117961;3.06256803;0.670364802;0.561580522
1.156678517;0.819970953;0.181390785;1.095249448;0.558155502;0.117416171;1.081537425;1.268370057;1.084906986;1.057634471;1.19666201;0.840421111
0.754083865;0.31745424;0.477561149;0.055556411;1.052649175;0.890908502;0.054454792;0.049394187;0.498028753;1.00331022;0.061255284;0.059801492
1.034193667;0.970502555;1.287779176;0.173599164;1.262215268;0.983731912;0.208854082;1.127570952;0.630056005;1.06001228;0.48527801;0.161298502
1.992033736;1.028370368;1.399599532;1.364663352;1.26235319;0.06259586;0.822840432;1.465920692;0.058794757;0.152527144;0.069618424;0.130972511
0.075433949;0.346151601;0.95748351;0.487238239;0.091321453;1.929095457;1.674636773;0.068335471;0.988877952;1.456827415;1.130876614;0.862333526
1.660181404;0.101760725;1.193017309;0.433581302;1.272104086;1.413181;1.722482712;0.285198158;1.665687839;1.85849632;1.308371651;0.083560096
1.105658025;1.098985686;1.069173302;0.059227701;0.087311277;0.131926331;0.887677298;1.748266748;0.338164818;0.042062861;0.935778489;0.051824315
1.470007703;1.378277266;1.136500695;2.159539129;0.057299974;1.689960569;1.389936434;0.053563565;1.072231449;1.245516268;0.932142819;0.047748633
3.051713458;0.057708172;0.299094987;0.613488106;0.058087425;0.083702213;0.058969083;0.400194976;0.056015586;0.055481352;0.191666108;0.940025825
0.049784677;0.118155199;0.085953889;0.055631283;0.050263247;0.432212973;3.755151912;2.639580635;1.063941807;0.047994862;0.803170222;0.051027652
0.070035291;0.049251977;0.047383952;0.056308047;0.05531088;1.865690696;0.129873244;0.776425501;0.055666763;0.776400505;0.069420096;0.184588452
0.054270119;0.058737292;0.329021236;0.099589225;0.525026446;0.075836337;0.048539094;1.59366369;1.076373522;0.047513305;0.064532365;1.966568153
0.058324297;0.056367476;0.050943576;0.409706323;1.212875458;1.26847391;0.973790314;0.07398823;0.061376892;0.614794346;0.056240389;0.084902147
0.063190036;0.074369344;0.049920898;1.113001106;0.923759483;0.039862528;0.070205048;0.057040868;0.411504682;0.063290273;1.979737439;1.365917519
0.191878118;0.067818028;0.161507608;1.038556273;0.068883499;0.870019566;0.611667795;0.085036125;0.257621175;0.057268383;0.824587745;1.329045694
0.058578772;0.04436926;0.073219095;1.142614206;1.25488587;1.039189939;1.05249899;0.138925272;0.934470465;0.279188534;0.900549539;1.231874852
0.754324845;1.062074204;0.165924837;1.321371371;0.063803963;0.98689154;1.19681343;0.667916566;1.117966336;0.04259217;0.045819549;0.978263362
1.22545205;0.068405326;0.130139313;1.306230047;1.301487329;0.07686749;0.409812231;1.420000632;;;;
