Time, DR, DN, RN, Euclidian
0.000, 1.544, 0.814, 1.313, 2.184
10.000, 1.576, 0.859, 1.341, 2.240
20.000, 1.581, 0.824, 1.384, 2.256
30.000, 1.612, 0.856, 1.405, 2.303
40.000, 1.535, 0.813, 1.328, 2.186
50.000, 1.583, 0.803, 1.374, 2.244
60.000, 1.614, 0.823, 1.402, 2.290
70.000, 1.61, 0.826, 1.381, 2.276
80.000, 1.586, 0.8, 1.362, 2.238
90.000, 1.598, 0.785, 1.372, 2.247
100.000, 1.611, 0.826, 1.411, 2.295
110.000, 1.583, 0.861, 1.365, 2.260
120.000, 1.601, 0.811, 1.367, 2.256
130.000, 1.708, 0.871, 1.421, 2.386
140.000, 1.607, 0.79, 1.414, 2.281
150.000, 1.6, 0.838, 1.382, 2.274
160.000, 1.647, 0.796, 1.4, 2.303
170.000, 1.594, 0.841, 1.405, 2.285
180.000, 1.588, 0.814, 1.382, 2.257
190.000, 1.647, 0.822, 1.405, 2.315
200.000, 1.585, 0.823, 1.392, 2.264
210.000, 1.614, 0.826, 1.381, 2.279
220.000, 1.602, 0.829, 1.364, 2.261
230.000, 1.625, 0.816, 1.427, 2.311
240.000, 1.6, 0.814, 1.379, 2.263
250.000, 1.58, 0.855, 1.344, 2.243
260.000, 1.624, 0.843, 1.413, 2.311
270.000, 1.591, 0.807, 1.364, 2.245
280.000, 1.589, 0.831, 1.4, 2.274
290.000, 1.612, 0.853, 1.355, 2.272
300.000, 1.632, 0.801, 1.423, 2.308
310.000, 1.538, 0.838, 1.353, 2.213
320.000, 1.561, 0.842, 1.363, 2.236
330.000, 1.558, 0.849, 1.333, 2.219
340.000, 1.555, 0.807, 1.335, 2.202
350.000, 1.617, 0.856, 1.366, 2.283
360.000, 1.552, 0.868, 1.342, 2.227
370.000, 1.556, 0.853, 1.358, 2.234
380.000, 1.527, 0.856, 1.349, 2.210
390.000, 1.618, 0.833, 1.359, 2.271
400.000, 1.535, 0.868, 1.375, 2.236
410.000, 1.518, 0.813, 1.318, 2.168
420.000, 1.541, 0.844, 1.336, 2.207
430.000, 1.537, 0.885, 1.347, 2.227
440.000, 1.563, 0.85, 1.38, 2.251
450.000, 1.581, 0.835, 1.368, 2.251
460.000, 1.528, 0.834, 1.334, 2.193
470.000, 1.583, 0.858, 1.36, 2.256
480.000, 1.541, 0.871, 1.339, 2.219
490.000, 1.549, 0.876, 1.321, 2.216
500.000, 1.593, 0.847, 1.364, 2.261
510.000, 1.52, 0.852, 1.304, 2.176
520.000, 1.598, 0.876, 1.332, 2.257
530.000, 1.57, 0.845, 1.351, 2.236
540.000, 1.601, 0.826, 1.384, 2.271
550.000, 1.604, 0.864, 1.381, 2.286
560.000, 1.547, 0.814, 1.334, 2.198
570.000, 1.519, 0.816, 1.337, 2.181
580.000, 1.588, 0.848, 1.363, 2.258
590.000, 1.566, 0.865, 1.399, 2.271
600.000, 1.638, 0.798, 1.39, 2.291
610.000, 1.643, 0.818, 1.383, 2.298
620.000, 1.58, 0.821, 1.388, 2.257
630.000, 1.547, 0.828, 1.378, 2.231
640.000, 1.603, 0.84, 1.357, 2.262
650.000, 1.543, 0.809, 1.347, 2.202
660.000, 1.626, 0.827, 1.411, 2.306
