Time, DR, DN, RN, Euclidian
0.000, 1.534, 0.801, 1.319, 2.175
0.010, 1.56, 0.791, 1.342, 2.204
0.020, 1.56, 0.861, 1.386, 2.257
0.030, 1.563, 0.824, 1.398, 2.253
0.040, 1.594, 0.822, 1.406, 2.278
0.050, 1.579, 0.786, 1.398, 2.250
0.060, 1.574, 0.834, 1.422, 2.279
0.070, 1.548, 0.781, 1.328, 2.183
0.080, 1.627, 0.807, 1.441, 2.318
0.090, 1.583, 0.799, 1.411, 2.266
0.100, 1.681, 0.764, 1.434, 2.337
0.110, 1.654, 0.788, 1.397, 2.303
0.120, 1.643, 0.772, 1.411, 2.299
0.130, 1.588, 0.814, 1.438, 2.291
0.140, 1.515, 0.798, 1.377, 2.197
0.150, 1.54, 0.814, 1.382, 2.223
0.160, 1.585, 0.804, 1.386, 2.253
0.170, 1.496, 0.778, 1.34, 2.153
0.180, 1.518, 0.774, 1.364, 2.182
0.190, 1.619, 0.796, 1.414, 2.292
0.200, 1.589, 0.81, 1.365, 2.245
0.210, 1.563, 0.799, 1.393, 2.240
0.220, 1.571, 0.844, 1.36, 2.242
0.230, 1.573, 0.822, 1.39, 2.254
0.240, 1.573, 0.766, 1.415, 2.250
0.250, 1.646, 0.8, 1.466, 2.344
0.260, 1.643, 0.787, 1.419, 2.309
0.270, 1.566, 0.829, 1.376, 2.243
0.280, 1.519, 0.767, 1.374, 2.187
0.290, 1.492, 0.829, 1.366, 2.186
0.300, 1.509, 0.806, 1.328, 2.165
0.310, 1.524, 0.816, 1.365, 2.202
0.320, 1.533, 0.806, 1.391, 2.221
0.330, 1.566, 0.792, 1.346, 2.211
0.340, 1.561, 0.803, 1.402, 2.246
0.350, 1.579, 0.83, 1.388, 2.260
0.360, 1.578, 0.801, 1.409, 2.262
0.370, 1.558, 0.866, 1.379, 2.253
0.380, 1.559, 0.857, 1.337, 2.225
0.390, 1.575, 0.821, 1.361, 2.237
0.400, 1.538, 0.824, 1.343, 2.201
0.410, 1.524, 0.842, 1.369, 2.214
0.420, 1.55, 0.805, 1.407, 2.242
0.430, 1.522, 0.835, 1.382, 2.218
0.440, 1.519, 0.858, 1.388, 2.229
0.450, 1.562, 0.848, 1.379, 2.249
0.460, 1.655, 0.838, 1.413, 2.331
0.470, 1.607, 0.836, 1.411, 2.296
0.480, 1.656, 0.851, 1.406, 2.333
0.490, 1.548, 0.853, 1.406, 2.258
0.500, 1.619, 0.858, 1.406, 2.309
0.510, 1.614, 0.871, 1.419, 2.318
0.520, 1.574, 0.847, 1.418, 2.281
0.530, 1.556, 0.873, 1.416, 2.277
0.540, 1.548, 0.827, 1.409, 2.250
0.550, 1.604, 0.854, 1.454, 2.327
0.560, 1.554, 0.844, 1.389, 2.248
0.570, 1.585, 0.837, 1.364, 2.252
0.580, 1.606, 0.829, 1.4, 2.286
0.590, 1.594, 0.828, 1.361, 2.253
0.600, 1.561, 0.836, 1.382, 2.246
0.610, 1.569, 0.857, 1.389, 2.263
0.620, 1.579, 0.824, 1.416, 2.275
0.630, 1.544, 0.86, 1.359, 2.229
0.640, 1.519, 0.828, 1.371, 2.207
0.650, 1.548, 0.823, 1.368, 2.223
0.660, 1.54, 0.835, 1.378, 2.228
0.670, 1.604, 0.835, 1.386, 2.278
0.680, 1.525, 0.832, 1.388, 2.223
0.690, 1.581, 0.804, 1.431, 2.278
0.700, 1.568, 0.857, 1.389, 2.263
0.710, 1.564, 0.865, 1.379, 2.257
0.720, 1.58, 0.849, 1.41, 2.281
0.730, 1.61, 0.861, 1.422, 2.314
0.740, 1.573, 0.84, 1.385, 2.257
0.750, 1.595, 0.864, 1.421, 2.304
0.760, 1.608, 0.829, 1.446, 2.315
0.770, 1.49, 0.795, 1.411, 2.200
0.780, 1.557, 0.818, 1.43, 2.266
0.790, 1.536, 0.794, 1.393, 2.220
0.800, 1.552, 0.854, 1.392, 2.252
0.810, 1.539, 0.822, 1.365, 2.215
0.820, 1.476, 0.833, 1.322, 2.149
0.830, 1.621, 0.819, 1.412, 2.300
0.840, 1.585, 0.805, 1.449, 2.293
0.850, 1.554, 0.799, 1.376, 2.224
0.860, 1.499, 0.791, 1.37, 2.179
0.870, 1.51, 0.805, 1.395, 2.207
0.880, 1.543, 0.806, 1.428, 2.251
0.890, 1.532, 0.81, 1.384, 2.217
0.900, 1.544, 0.795, 1.413, 2.238
0.910, 1.559, 0.78, 1.413, 2.243
0.920, 1.591, 0.843, 1.397, 2.278
0.930, 1.537, 0.872, 1.336, 2.215
0.940, 1.56, 0.8, 1.423, 2.257
0.950, 1.551, 0.81, 1.408, 2.245
0.960, 1.549, 0.8, 1.367, 2.215
0.970, 1.571, 0.827, 1.379, 2.248
0.980, 1.598, 0.833, 1.366, 2.261
0.990, 1.534, 0.812, 1.323, 2.182
1.000, 1.542, 0.803, 1.382, 2.220
1.010, 1.511, 0.783, 1.36, 2.178
1.020, 1.603, 0.774, 1.423, 2.278
1.030, 1.566, 0.827, 1.435, 2.279
1.040, 1.602, 0.779, 1.43, 2.284
1.050, 1.576, 0.791, 1.379, 2.238
1.060, 1.606, 0.815, 1.426, 2.297
1.070, 1.588, 0.81, 1.421, 2.279
1.080, 1.571, 0.843, 1.377, 2.252
1.090, 1.523, 0.823, 1.411, 2.233
1.100, 1.518, 0.838, 1.366, 2.207
1.110, 1.515, 0.789, 1.385, 2.199
1.120, 1.602, 0.839, 1.389, 2.280
1.130, 1.663, 0.836, 1.419, 2.340
1.140, 1.561, 0.859, 1.415, 2.275
1.150, 1.576, 0.839, 1.376, 2.254
1.160, 1.625, 0.839, 1.448, 2.332
1.170, 1.622, 0.826, 1.457, 2.331
1.180, 1.566, 0.787, 1.395, 2.240
1.190, 1.567, 0.816, 1.406, 2.257
1.200, 1.587, 0.789, 1.35, 2.227
1.210, 1.594, 0.763, 1.385, 2.245
1.220, 1.586, 0.819, 1.386, 2.259
1.230, 1.576, 0.779, 1.398, 2.246
1.240, 1.567, 0.817, 1.434, 2.275
1.250, 1.521, 0.808, 1.389, 2.212
1.260, 1.607, 0.785, 1.388, 2.263
1.270, 1.578, 0.805, 1.409, 2.263
1.280, 1.546, 0.783, 1.409, 2.233
1.290, 1.574, 0.83, 1.376, 2.249
1.300, 1.589, 0.816, 1.42, 2.281
1.310, 1.564, 0.82, 1.36, 2.228
1.320, 1.553, 0.822, 1.406, 2.250
1.330, 1.577, 0.819, 1.329, 2.218
1.340, 1.642, 0.791, 1.41, 2.304
1.350, 1.58, 0.798, 1.4, 2.256
1.360, 1.575, 0.817, 1.397, 2.258
1.370, 1.578, 0.811, 1.367, 2.239
1.380, 1.575, 0.807, 1.395, 2.253
1.390, 1.588, 0.789, 1.38, 2.246
1.400, 1.605, 0.785, 1.387, 2.261
1.410, 1.572, 0.795, 1.394, 2.246
1.420, 1.585, 0.788, 1.409, 2.262
1.430, 1.616, 0.815, 1.438, 2.311
1.440, 1.643, 0.835, 1.42, 2.326
1.450, 1.571, 0.783, 1.367, 2.224
1.460, 1.502, 0.845, 1.347, 2.187
1.470, 1.567, 0.813, 1.391, 2.247
1.480, 1.52, 0.838, 1.323, 2.182
1.490, 1.526, 0.799, 1.371, 2.201
1.500, 1.574, 0.809, 1.412, 2.264
1.510, 1.564, 0.773, 1.408, 2.241
1.520, 1.539, 0.786, 1.392, 2.219
1.530, 1.509, 0.781, 1.325, 2.154
1.540, 1.512, 0.757, 1.36, 2.169
1.550, 1.539, 0.804, 1.353, 2.201
1.560, 1.565, 0.787, 1.4, 2.242
