Time, DR, DN, RN, Euclidian
0.000, 1.543, 0.829, 1.297, 2.179
10.000, 1.55, 0.812, 1.385, 2.231
20.000, 1.595, 0.808, 1.383, 2.260
30.000, 1.598, 0.814, 1.381, 2.263
40.000, 1.603, 0.814, 1.41, 2.284
50.000, 1.612, 0.846, 1.371, 2.279
60.000, 1.583, 0.844, 1.362, 2.252
70.000, 1.615, 0.871, 1.381, 2.296
80.000, 1.624, 0.839, 1.379, 2.289
90.000, 1.645, 0.82, 1.444, 2.337
100.000, 1.632, 0.84, 1.424, 2.323
110.000, 1.681, 0.818, 1.465, 2.375
120.000, 1.614, 0.847, 1.417, 2.308
130.000, 1.621, 0.84, 1.39, 2.294
140.000, 1.587, 0.804, 1.46, 2.301
150.000, 1.563, 0.809, 1.416, 2.258
160.000, 1.594, 0.845, 1.33, 2.241
170.000, 1.564, 0.808, 1.373, 2.232
180.000, 1.562, 0.798, 1.352, 2.214
190.000, 1.643, 0.841, 1.412, 2.323
200.000, 1.643, 0.814, 1.442, 2.332
210.000, 1.586, 0.825, 1.333, 2.230
220.000, 1.643, 0.804, 1.41, 2.309
230.000, 1.686, 0.813, 1.48, 2.386
240.000, 1.621, 0.798, 1.44, 2.310
250.000, 1.59, 0.801, 1.391, 2.259
260.000, 1.574, 0.816, 1.389, 2.252
270.000, 1.59, 0.815, 1.403, 2.271
280.000, 1.583, 0.813, 1.391, 2.258
290.000, 1.498, 0.834, 1.357, 2.186
300.000, 1.549, 0.784, 1.415, 2.239
310.000, 1.542, 0.806, 1.387, 2.225
320.000, 1.527, 0.801, 1.376, 2.206
330.000, 1.597, 0.813, 1.393, 2.269
340.000, 1.618, 0.886, 1.423, 2.329
350.000, 1.606, 0.832, 1.461, 2.325
360.000, 1.635, 0.849, 1.447, 2.342
370.000, 1.601, 0.87, 1.43, 2.316
380.000, 1.563, 0.818, 1.406, 2.255
390.000, 1.568, 0.813, 1.402, 2.255
400.000, 1.575, 0.824, 1.373, 2.246
410.000, 1.564, 0.844, 1.407, 2.266
420.000, 1.58, 0.801, 1.42, 2.270
430.000, 1.624, 0.793, 1.45, 2.317
440.000, 1.588, 0.818, 1.412, 2.276
450.000, 1.587, 0.825, 1.441, 2.296
460.000, 1.558, 0.809, 1.401, 2.246
470.000, 1.577, 0.826, 1.405, 2.267
480.000, 1.529, 0.825, 1.359, 2.205
490.000, 1.558, 0.835, 1.416, 2.264
500.000, 1.538, 0.815, 1.36, 2.208
510.000, 1.621, 0.801, 1.485, 2.339
520.000, 1.537, 0.832, 1.377, 2.225
530.000, 1.612, 0.859, 1.42, 2.313
540.000, 1.59, 0.874, 1.369, 2.272
550.000, 1.537, 0.838, 1.323, 2.194
560.000, 1.548, 0.826, 1.399, 2.244
570.000, 1.561, 0.826, 1.395, 2.250
580.000, 1.572, 0.848, 1.417, 2.279
590.000, 1.566, 0.811, 1.385, 2.242
600.000, 1.594, 0.806, 1.381, 2.257
610.000, 1.577, 0.792, 1.402, 2.253
620.000, 1.554, 0.813, 1.39, 2.237
630.000, 1.563, 0.838, 1.386, 2.250
640.000, 1.584, 0.845, 1.432, 2.296
650.000, 1.631, 0.833, 1.445, 2.332
660.000, 1.62, 0.809, 1.446, 2.317
670.000, 1.635, 0.802, 1.413, 2.304
680.000, 1.587, 0.854, 1.438, 2.305
690.000, 1.584, 0.846, 1.431, 2.296
700.000, 1.606, 0.814, 1.451, 2.312
710.000, 1.619, 0.787, 1.446, 2.308
720.000, 1.616, 0.852, 1.457, 2.336
730.000, 1.573, 0.801, 1.448, 2.283
740.000, 1.561, 0.786, 1.386, 2.230
750.000, 1.598, 0.834, 1.408, 2.287
760.000, 1.573, 0.811, 1.407, 2.260
770.000, 1.55, 0.804, 1.35, 2.207
780.000, 1.587, 0.799, 1.414, 2.270
790.000, 1.618, 0.812, 1.458, 2.324
800.000, 1.552, 0.794, 1.367, 2.215
810.000, 1.581, 0.809, 1.411, 2.268
820.000, 1.529, 0.773, 1.376, 2.197
830.000, 1.606, 0.792, 1.453, 2.306
840.000, 1.59, 0.79, 1.424, 2.275
850.000, 1.554, 0.811, 1.332, 2.201
860.000, 1.588, 0.816, 1.394, 2.265
870.000, 1.547, 0.838, 1.366, 2.227
880.000, 1.549, 0.835, 1.357, 2.222
890.000, 1.549, 0.81, 1.375, 2.223
900.000, 1.544, 0.811, 1.383, 2.225
910.000, 1.553, 0.819, 1.426, 2.261
920.000, 1.535, 0.813, 1.369, 2.211
930.000, 1.583, 0.847, 1.367, 2.256
940.000, 1.585, 0.797, 1.389, 2.253
950.000, 1.536, 0.871, 1.376, 2.238
960.000, 1.576, 0.877, 1.399, 2.282
970.000, 1.548, 0.839, 1.337, 2.210
980.000, 1.557, 0.881, 1.323, 2.225
990.000, 1.546, 0.867, 1.348, 2.226
1000.000, 1.52, 0.827, 1.372, 2.208
1010.000, 1.546, 0.845, 1.338, 2.212
1020.000, 1.549, 0.785, 1.374, 2.214
1030.000, 1.534, 0.802, 1.365, 2.204
1040.000, 1.533, 0.792, 1.347, 2.189
1050.000, 1.55, 0.805, 1.368, 2.218
1060.000, 1.563, 0.806, 1.361, 2.223
1070.000, 1.528, 0.827, 1.36, 2.206
1080.000, 1.539, 0.794, 1.387, 2.218
1090.000, 1.546, 0.839, 1.405, 2.251
1100.000, 1.552, 0.798, 1.377, 2.222
1110.000, 1.516, 0.776, 1.338, 2.165
1120.000, 1.506, 0.804, 1.344, 2.172
1130.000, 1.501, 0.793, 1.33, 2.156
1140.000, 1.528, 0.819, 1.37, 2.209
1150.000, 1.5, 0.835, 1.296, 2.151
1160.000, 1.541, 0.79, 1.319, 2.176
1170.000, 1.529, 0.807, 1.328, 2.180
1180.000, 1.555, 0.834, 1.334, 2.212
1190.000, 1.517, 0.82, 1.401, 2.221
1200.000, 1.554, 0.769, 1.39, 2.222
1210.000, 1.536, 0.827, 1.354, 2.208
1220.000, 1.544, 0.791, 1.321, 2.180
1230.000, 1.577, 0.775, 1.413, 2.254
1240.000, 1.551, 0.795, 1.357, 2.208
1250.000, 1.558, 0.809, 1.388, 2.237
1260.000, 1.548, 0.805, 1.403, 2.238
1270.000, 1.573, 0.829, 1.378, 2.249
1280.000, 1.584, 0.84, 1.417, 2.285
1290.000, 1.57, 0.806, 1.351, 2.222
1300.000, 1.539, 0.842, 1.368, 2.224
1310.000, 1.576, 0.799, 1.362, 2.230
1320.000, 1.561, 0.801, 1.384, 2.234
1330.000, 1.539, 0.81, 1.329, 2.188
1340.000, 1.539, 0.759, 1.34, 2.177
1350.000, 1.547, 0.847, 1.35, 2.221
1360.000, 1.54, 0.868, 1.355, 2.227
1370.000, 1.546, 0.86, 1.385, 2.246
1380.000, 1.58, 0.848, 1.388, 2.267
1390.000, 1.518, 0.803, 1.353, 2.186
