Time, DR, DN, RN, Euclidian
0.000, 1.514, 0.744, 1.34, 2.154
0.010, 1.626, 0.83, 1.325, 2.255
0.020, 1.67, 0.826, 1.378, 2.317
0.030, 1.681, 0.806, 1.368, 2.312
0.040, 1.652, 0.842, 1.387, 2.315
0.050, 1.683, 0.802, 1.381, 2.320
0.060, 1.719, 0.8, 1.428, 2.373
0.070, 1.578, 0.824, 1.319, 2.215
0.080, 1.609, 0.816, 1.341, 2.247
0.090, 1.682, 0.793, 1.362, 2.304
0.100, 1.675, 0.824, 1.374, 2.317
0.110, 1.658, 0.815, 1.374, 2.302
0.120, 1.635, 0.832, 1.404, 2.310
0.130, 1.638, 0.857, 1.359, 2.294
0.140, 1.659, 0.858, 1.353, 2.306
0.150, 1.611, 0.824, 1.298, 2.226
0.160, 1.643, 0.785, 1.353, 2.268
0.170, 1.634, 0.771, 1.359, 2.260
0.180, 1.696, 0.796, 1.389, 2.332
0.190, 1.633, 0.801, 1.376, 2.280
0.200, 1.69, 0.793, 1.388, 2.326
0.210, 1.693, 0.812, 1.354, 2.314
0.220, 1.7, 0.804, 1.411, 2.351
0.230, 1.665, 0.814, 1.404, 2.325
0.240, 1.709, 0.785, 1.422, 2.357
0.250, 1.644, 0.796, 1.381, 2.289
0.260, 1.618, 0.798, 1.336, 2.244
0.270, 1.662, 0.762, 1.343, 2.268
0.280, 1.681, 0.784, 1.428, 2.340
0.290, 1.648, 0.769, 1.425, 2.310
0.300, 1.668, 0.769, 1.374, 2.293
0.310, 1.605, 0.776, 1.359, 2.241
0.320, 1.656, 0.792, 1.358, 2.283
0.330, 1.636, 0.77, 1.384, 2.277
0.340, 1.644, 0.805, 1.36, 2.280
0.350, 1.682, 0.757, 1.367, 2.295
0.360, 1.668, 0.794, 1.391, 2.312
0.370, 1.641, 0.771, 1.354, 2.262
0.380, 1.651, 0.834, 1.363, 2.297
0.390, 1.627, 0.792, 1.407, 2.292
0.400, 1.694, 0.82, 1.482, 2.395
0.410, 1.68, 0.781, 1.412, 2.329
0.420, 1.65, 0.782, 1.38, 2.288
0.430, 1.698, 0.793, 1.398, 2.338
0.440, 1.624, 0.794, 1.378, 2.273
0.450, 1.715, 0.793, 1.393, 2.347
0.460, 1.626, 0.821, 1.365, 2.276
0.470, 1.586, 0.816, 1.314, 2.215
0.480, 1.558, 0.824, 1.32, 2.201
0.490, 1.574, 0.807, 1.346, 2.222
0.500, 1.63, 0.837, 1.368, 2.286
0.510, 1.613, 0.845, 1.312, 2.244
0.520, 1.594, 0.786, 1.322, 2.215
0.530, 1.631, 0.837, 1.34, 2.270
0.540, 1.625, 0.811, 1.324, 2.247
0.550, 1.664, 0.782, 1.355, 2.283
0.560, 1.643, 0.819, 1.363, 2.286
0.570, 1.601, 0.804, 1.311, 2.219
0.580, 1.586, 0.798, 1.362, 2.237
0.590, 1.563, 0.826, 1.362, 2.231
0.600, 1.542, 0.83, 1.29, 2.175
0.610, 1.6, 0.785, 1.358, 2.240
0.620, 1.528, 0.795, 1.312, 2.165
0.630, 1.557, 0.809, 1.341, 2.208
0.640, 1.583, 0.825, 1.321, 2.220
0.650, 1.532, 0.806, 1.317, 2.175
0.660, 1.524, 0.803, 1.367, 2.199
0.670, 1.542, 0.793, 1.395, 2.225
0.680, 1.527, 0.831, 1.366, 2.210
0.690, 1.546, 0.846, 1.342, 2.215
0.700, 1.531, 0.824, 1.382, 2.221
0.710, 1.506, 0.815, 1.334, 2.170
0.720, 1.575, 0.831, 1.374, 2.249
0.730, 1.564, 0.841, 1.353, 2.232
0.740, 1.534, 0.827, 1.323, 2.188
0.750, 1.558, 0.837, 1.366, 2.234
0.760, 1.535, 0.816, 1.328, 2.187
0.770, 1.567, 0.827, 1.374, 2.242
0.780, 1.56, 0.805, 1.294, 2.180
0.790, 1.553, 0.818, 1.378, 2.231
0.800, 1.528, 0.79, 1.345, 2.183
0.810, 1.546, 0.794, 1.372, 2.214
0.820, 1.588, 0.811, 1.355, 2.239
0.830, 1.555, 0.828, 1.359, 2.224
0.840, 1.543, 0.785, 1.349, 2.194
0.850, 1.558, 0.81, 1.375, 2.230
0.860, 1.577, 0.805, 1.39, 2.251
0.870, 1.556, 0.846, 1.361, 2.233
0.880, 1.559, 0.832, 1.356, 2.227
0.890, 1.536, 0.809, 1.33, 2.186
0.900, 1.556, 0.836, 1.391, 2.248
0.910, 1.566, 0.834, 1.356, 2.233
0.920, 1.55, 0.811, 1.353, 2.211
0.930, 1.557, 0.802, 1.366, 2.221
0.940, 1.569, 0.828, 1.38, 2.247
0.950, 1.576, 0.792, 1.383, 2.241
0.960, 1.616, 0.848, 1.38, 2.288
0.970, 1.578, 0.797, 1.37, 2.236
0.980, 1.565, 0.795, 1.352, 2.215
0.990, 1.601, 0.823, 1.37, 2.262
1.000, 1.603, 0.839, 1.354, 2.259
1.010, 1.585, 0.811, 1.383, 2.254
1.020, 1.555, 0.792, 1.369, 2.217
1.030, 1.543, 0.825, 1.356, 2.213
1.040, 1.539, 0.813, 1.361, 2.209
1.050, 1.588, 0.822, 1.35, 2.240
1.060, 1.547, 0.795, 1.321, 2.184
1.070, 1.562, 0.804, 1.337, 2.207
1.080, 1.552, 0.811, 1.361, 2.217
1.090, 1.575, 0.772, 1.398, 2.242
1.100, 1.583, 0.835, 1.379, 2.259
1.110, 1.591, 0.821, 1.396, 2.270
1.120, 1.539, 0.831, 1.318, 2.190
1.130, 1.522, 0.82, 1.36, 2.199
1.140, 1.507, 0.812, 1.337, 2.172
1.150, 1.58, 0.828, 1.356, 2.240
1.160, 1.523, 0.783, 1.343, 2.176
1.170, 1.535, 0.809, 1.349, 2.197
1.180, 1.547, 0.814, 1.343, 2.204
1.190, 1.564, 0.788, 1.37, 2.223
1.200, 1.556, 0.813, 1.364, 2.223
1.210, 1.55, 0.798, 1.308, 2.179
1.220, 1.558, 0.799, 1.369, 2.222
1.230, 1.552, 0.809, 1.334, 2.200
1.240, 1.539, 0.767, 1.371, 2.199
1.250, 1.579, 0.832, 1.342, 2.233
1.260, 1.527, 0.812, 1.359, 2.199
1.270, 1.503, 0.829, 1.305, 2.156
1.280, 1.524, 0.826, 1.342, 2.192
1.290, 1.552, 0.792, 1.381, 2.223
1.300, 1.557, 0.799, 1.386, 2.232
1.310, 1.534, 0.802, 1.344, 2.191
1.320, 1.591, 0.799, 1.455, 2.299
1.330, 1.578, 0.827, 1.408, 2.270
1.340, 1.525, 0.808, 1.428, 2.240
1.350, 1.555, 0.817, 1.364, 2.223
1.360, 1.58, 0.781, 1.427, 2.267
1.370, 1.521, 0.806, 1.384, 2.208
1.380, 1.524, 0.786, 1.386, 2.204
1.390, 1.485, 0.794, 1.336, 2.149
1.400, 1.486, 0.81, 1.382, 2.184
1.410, 1.524, 0.771, 1.366, 2.187
1.420, 1.533, 0.799, 1.405, 2.227
1.430, 1.509, 0.796, 1.424, 2.222
1.440, 1.527, 0.843, 1.33, 2.193
1.450, 1.502, 0.782, 1.394, 2.193
1.460, 1.533, 0.785, 1.425, 2.235
1.470, 1.555, 0.791, 1.385, 2.227
1.480, 1.546, 0.816, 1.341, 2.203
1.490, 1.514, 0.775, 1.333, 2.160
1.500, 1.533, 0.813, 1.377, 2.215
1.510, 1.567, 0.81, 1.389, 2.245
1.520, 1.594, 0.814, 1.448, 2.302
1.530, 1.53, 0.804, 1.398, 2.222
1.540, 1.586, 0.824, 1.452, 2.302
1.550, 1.502, 0.769, 1.431, 2.212
1.560, 1.537, 0.789, 1.416, 2.233
1.570, 1.507, 0.801, 1.385, 2.197
1.580, 1.501, 0.816, 1.354, 2.179
1.590, 1.514, 0.812, 1.412, 2.223
1.600, 1.51, 0.791, 1.397, 2.203
1.610, 1.522, 0.813, 1.333, 2.180
1.620, 1.516, 0.791, 1.377, 2.195
1.630, 1.516, 0.802, 1.381, 2.201
1.640, 1.514, 0.817, 1.375, 2.202
1.650, 1.523, 0.795, 1.377, 2.201
1.660, 1.521, 0.78, 1.404, 2.212
1.670, 1.522, 0.793, 1.381, 2.202
1.680, 1.534, 0.81, 1.382, 2.217
1.690, 1.535, 0.811, 1.386, 2.221
1.700, 1.526, 0.825, 1.37, 2.210
1.710, 1.52, 0.805, 1.371, 2.199
1.720, 1.551, 0.791, 1.404, 2.236
1.730, 1.561, 0.809, 1.407, 2.251
1.740, 1.555, 0.811, 1.383, 2.233
1.750, 1.537, 0.781, 1.403, 2.222
1.760, 1.534, 0.795, 1.355, 2.195
1.770, 1.521, 0.799, 1.353, 2.186
1.780, 1.533, 0.802, 1.378, 2.211
1.790, 1.538, 0.793, 1.363, 2.202
1.800, 1.578, 0.825, 1.383, 2.254
1.810, 1.548, 0.809, 1.368, 2.218
1.820, 1.502, 0.801, 1.348, 2.171
1.830, 1.524, 0.821, 1.355, 2.198
1.840, 1.55, 0.813, 1.405, 2.244
1.850, 1.538, 0.796, 1.368, 2.206
1.860, 1.506, 0.795, 1.335, 2.163
1.870, 1.491, 0.829, 1.365, 2.184
1.880, 1.551, 0.793, 1.332, 2.192
1.890, 1.516, 0.858, 1.383, 2.224
1.900, 1.564, 0.822, 1.413, 2.262
1.910, 1.537, 0.791, 1.39, 2.218
1.920, 1.52, 0.806, 1.381, 2.206
1.930, 1.529, 0.775, 1.371, 2.195
1.940, 1.584, 0.807, 1.445, 2.290
1.950, 1.531, 0.808, 1.352, 2.196
1.960, 1.515, 0.77, 1.375, 2.186
1.970, 1.513, 0.805, 1.428, 2.230
1.980, 1.474, 0.783, 1.307, 2.119
1.990, 1.524, 0.778, 1.369, 2.191
2.000, 1.497, 0.795, 1.372, 2.180
2.010, 1.511, 0.807, 1.326, 2.166
2.020, 1.544, 0.781, 1.369, 2.206
2.030, 1.486, 0.823, 1.344, 2.166
2.040, 1.537, 0.814, 1.365, 2.210
2.050, 1.576, 0.787, 1.4, 2.250
2.060, 1.507, 0.808, 1.383, 2.199
2.070, 1.525, 0.831, 1.349, 2.199
2.080, 1.557, 0.809, 1.417, 2.255
2.090, 1.522, 0.821, 1.338, 2.186
2.100, 1.556, 0.78, 1.357, 2.207
2.110, 1.593, 0.809, 1.388, 2.262
2.120, 1.594, 0.83, 1.403, 2.279
2.130, 1.54, 0.82, 1.458, 2.273
2.140, 1.555, 0.812, 1.44, 2.269
2.150, 1.558, 0.802, 1.427, 2.259
2.160, 1.474, 0.792, 1.371, 2.163
2.170, 1.524, 0.826, 1.385, 2.218
2.180, 1.5, 0.832, 1.391, 2.208
2.190, 1.536, 0.807, 1.37, 2.210
2.200, 1.564, 0.791, 1.387, 2.235
2.210, 1.55, 0.796, 1.399, 2.234
2.220, 1.518, 0.823, 1.36, 2.198
2.230, 1.542, 0.811, 1.376, 2.220
2.240, 1.526, 0.824, 1.333, 2.187
2.250, 1.543, 0.817, 1.377, 2.223
2.260, 1.562, 0.828, 1.395, 2.251
2.270, 1.519, 0.804, 1.365, 2.194
2.280, 1.536, 0.806, 1.353, 2.199
2.290, 1.477, 0.825, 1.357, 2.168
2.300, 1.551, 0.793, 1.355, 2.206
2.310, 1.503, 0.821, 1.356, 2.184
2.320, 1.541, 0.817, 1.403, 2.238
2.330, 1.556, 0.807, 1.393, 2.238
2.340, 1.52, 0.808, 1.379, 2.205
2.350, 1.563, 0.838, 1.335, 2.219
2.360, 1.548, 0.794, 1.385, 2.223
2.370, 1.566, 0.799, 1.394, 2.243
2.380, 1.529, 0.838, 1.341, 2.199
2.390, 1.464, 0.784, 1.341, 2.134
2.400, 1.565, 0.809, 1.376, 2.235
2.410, 1.507, 0.818, 1.325, 2.166
2.420, 1.552, 0.83, 1.41, 2.255
2.430, 1.552, 0.826, 1.399, 2.246
2.440, 1.557, 0.824, 1.344, 2.215
2.450, 1.535, 0.817, 1.334, 2.191
2.460, 1.576, 0.811, 1.405, 2.261
2.470, 1.57, 0.793, 1.441, 2.273
2.480, 1.527, 0.805, 1.382, 2.211
2.490, 1.523, 0.802, 1.333, 2.177
2.500, 1.604, 0.799, 1.384, 2.264
2.510, 1.539, 0.832, 1.358, 2.214
2.520, 1.56, 0.814, 1.366, 2.227
2.530, 1.536, 0.786, 1.338, 2.183
2.540, 1.593, 0.812, 1.387, 2.262
2.550, 1.555, 0.826, 1.31, 2.194
2.560, 1.543, 0.823, 1.401, 2.240
2.570, 1.509, 0.794, 1.305, 2.147
2.580, 1.57, 0.835, 1.392, 2.258
2.590, 1.594, 0.807, 1.403, 2.271
2.600, 1.516, 0.789, 1.336, 2.169
2.610, 1.555, 0.811, 1.386, 2.235
2.620, 1.594, 0.845, 1.374, 2.267
2.630, 1.517, 0.826, 1.344, 2.188
2.640, 1.547, 0.794, 1.325, 2.186
2.650, 1.533, 0.797, 1.372, 2.206
2.660, 1.572, 0.814, 1.396, 2.254
2.670, 1.535, 0.83, 1.355, 2.209
2.680, 1.549, 0.808, 1.325, 2.192
2.690, 1.526, 0.827, 1.375, 2.214
2.700, 1.573, 0.81, 1.352, 2.226
