Time, DR, DN, RN, Euclidian
0.000, 1.546, 0.821, 1.324, 2.194
10.000, 1.618, 0.855, 1.439, 2.328
20.000, 1.597, 0.815, 1.366, 2.254
30.000, 1.634, 0.822, 1.37, 2.285
40.000, 1.628, 0.878, 1.388, 2.312
50.000, 1.583, 0.868, 1.393, 2.280
60.000, 1.629, 0.879, 1.457, 2.355
70.000, 1.626, 0.85, 1.416, 2.317
80.000, 1.628, 0.878, 1.365, 2.298
90.000, 1.572, 0.875, 1.334, 2.239
100.000, 1.589, 0.864, 1.349, 2.256
110.000, 1.605, 0.842, 1.391, 2.284
120.000, 1.587, 0.841, 1.356, 2.250
130.000, 1.592, 0.875, 1.367, 2.273
140.000, 1.658, 0.871, 1.436, 2.360
150.000, 1.59, 0.851, 1.38, 2.270
160.000, 1.586, 0.863, 1.393, 2.280
170.000, 1.616, 0.852, 1.37, 2.283
180.000, 1.597, 0.851, 1.394, 2.284
190.000, 1.593, 0.82, 1.397, 2.271
200.000, 1.629, 0.792, 1.405, 2.292
210.000, 1.638, 0.841, 1.361, 2.289
220.000, 1.644, 0.843, 1.394, 2.314
230.000, 1.618, 0.889, 1.372, 2.300
240.000, 1.632, 0.816, 1.397, 2.298
250.000, 1.574, 0.879, 1.333, 2.242
260.000, 1.614, 0.867, 1.352, 2.276
270.000, 1.627, 0.818, 1.352, 2.268
280.000, 1.638, 0.816, 1.396, 2.301
290.000, 1.601, 0.832, 1.388, 2.276
300.000, 1.586, 0.84, 1.297, 2.214
310.000, 1.617, 0.866, 1.361, 2.284
320.000, 1.641, 0.845, 1.387, 2.308
330.000, 1.606, 0.824, 1.408, 2.289
340.000, 1.618, 0.809, 1.378, 2.274
350.000, 1.636, 0.853, 1.339, 2.279
360.000, 1.604, 0.807, 1.402, 2.278
370.000, 1.645, 0.817, 1.431, 2.328
380.000, 1.617, 0.827, 1.355, 2.265
390.000, 1.607, 0.86, 1.372, 2.281
400.000, 1.602, 0.795, 1.387, 2.263
410.000, 1.643, 0.82, 1.39, 2.303
420.000, 1.671, 0.835, 1.437, 2.356
430.000, 1.653, 0.859, 1.341, 2.295
440.000, 1.612, 0.799, 1.375, 2.264
450.000, 1.638, 0.816, 1.392, 2.299
460.000, 1.61, 0.811, 1.408, 2.287
470.000, 1.624, 0.823, 1.415, 2.305
480.000, 1.605, 0.82, 1.37, 2.263
490.000, 1.633, 0.83, 1.38, 2.293
500.000, 1.579, 0.81, 1.406, 2.264
510.000, 1.606, 0.823, 1.365, 2.262
520.000, 1.655, 0.848, 1.362, 2.305
530.000, 1.61, 0.852, 1.346, 2.264
540.000, 1.678, 0.816, 1.436, 2.354
550.000, 1.605, 0.841, 1.331, 2.248
560.000, 1.61, 0.852, 1.352, 2.268
570.000, 1.558, 0.846, 1.376, 2.244
580.000, 1.562, 0.853, 1.307, 2.208
590.000, 1.562, 0.848, 1.323, 2.215
600.000, 1.602, 0.828, 1.339, 2.246
610.000, 1.605, 0.828, 1.376, 2.270
620.000, 1.57, 0.836, 1.346, 2.230
630.000, 1.587, 0.874, 1.348, 2.258
640.000, 1.607, 0.834, 1.37, 2.270
650.000, 1.54, 0.79, 1.344, 2.191
660.000, 1.602, 0.777, 1.409, 2.270
670.000, 1.606, 0.837, 1.356, 2.262
680.000, 1.63, 0.829, 1.393, 2.298
690.000, 1.56, 0.853, 1.298, 2.201
700.000, 1.573, 0.835, 1.318, 2.215
710.000, 1.613, 0.809, 1.385, 2.274
720.000, 1.639, 0.861, 1.397, 2.319
730.000, 1.689, 0.83, 1.464, 2.384
740.000, 1.654, 0.851, 1.384, 2.318
750.000, 1.719, 0.825, 1.456, 2.399
760.000, 1.67, 0.827, 1.418, 2.341
770.000, 1.666, 0.836, 1.41, 2.337
780.000, 1.62, 0.791, 1.412, 2.289
790.000, 1.657, 0.801, 1.4, 2.312
800.000, 1.67, 0.81, 1.442, 2.350
810.000, 1.673, 0.814, 1.416, 2.338
820.000, 1.667, 0.822, 1.432, 2.346
830.000, 1.651, 0.843, 1.394, 2.319
840.000, 1.584, 0.795, 1.353, 2.229
850.000, 1.603, 0.826, 1.366, 2.262
860.000, 1.617, 0.779, 1.379, 2.263
870.000, 1.616, 0.796, 1.392, 2.276
880.000, 1.631, 0.815, 1.397, 2.296
890.000, 1.705, 0.84, 1.438, 2.383
900.000, 1.65, 0.802, 1.406, 2.311
910.000, 1.642, 0.801, 1.439, 2.325
920.000, 1.612, 0.843, 1.397, 2.293
930.000, 1.672, 0.866, 1.322, 2.300
940.000, 1.702, 0.855, 1.39, 2.357
950.000, 1.67, 0.844, 1.354, 2.309
960.000, 1.698, 0.821, 1.412, 2.356
970.000, 1.663, 0.823, 1.371, 2.307
980.000, 1.732, 0.85, 1.459, 2.418
990.000, 1.707, 0.85, 1.413, 2.373
1000.000, 1.682, 0.825, 1.386, 2.330
1010.000, 1.701, 0.804, 1.396, 2.342
1020.000, 1.699, 0.819, 1.383, 2.338
1030.000, 1.657, 0.835, 1.388, 2.317
1040.000, 1.73, 0.846, 1.41, 2.386
1050.000, 1.725, 0.84, 1.41, 2.381
1060.000, 1.72, 0.808, 1.414, 2.368
1070.000, 1.692, 0.864, 1.404, 2.362
1080.000, 1.701, 0.824, 1.423, 2.365
1090.000, 1.676, 0.81, 1.415, 2.338
1100.000, 1.67, 0.81, 1.378, 2.311
1110.000, 1.674, 0.798, 1.393, 2.319
1120.000, 1.65, 0.793, 1.411, 2.311
1130.000, 1.72, 0.845, 1.416, 2.382
1140.000, 1.647, 0.791, 1.383, 2.291
1150.000, 1.617, 0.838, 1.358, 2.271
1160.000, 1.623, 0.841, 1.341, 2.267
1170.000, 1.626, 0.792, 1.329, 2.244
1180.000, 1.631, 0.807, 1.355, 2.268
1190.000, 1.624, 0.838, 1.32, 2.254
1200.000, 1.618, 0.819, 1.315, 2.240
1210.000, 1.614, 0.817, 1.324, 2.241
1220.000, 1.6, 0.804, 1.355, 2.245
1230.000, 1.672, 0.83, 1.371, 2.316
1240.000, 1.623, 0.823, 1.379, 2.283
1250.000, 1.586, 0.807, 1.318, 2.214
1260.000, 1.626, 0.779, 1.362, 2.259
1270.000, 1.61, 0.825, 1.395, 2.284
