Time, DR, DN, RN, Euclidian
0.000, 1.555, 0.776, 1.348, 2.199
0.010, 1.626, 0.811, 1.353, 2.265
0.020, 1.644, 0.761, 1.361, 2.265
0.030, 1.673, 0.828, 1.353, 2.305
0.040, 1.673, 0.817, 1.412, 2.336
0.050, 1.653, 0.746, 1.405, 2.294
0.060, 1.657, 0.779, 1.431, 2.323
0.070, 1.621, 0.789, 1.395, 2.279
0.080, 1.668, 0.798, 1.419, 2.330
0.090, 1.706, 0.773, 1.437, 2.360
0.100, 1.7, 0.766, 1.437, 2.354
0.110, 1.674, 0.836, 1.405, 2.339
0.120, 1.69, 0.78, 1.412, 2.336
0.130, 1.711, 0.795, 1.432, 2.368
0.140, 1.739, 0.803, 1.402, 2.373
0.150, 1.703, 0.794, 1.425, 2.358
0.160, 1.695, 0.764, 1.427, 2.343
0.170, 1.772, 0.777, 1.475, 2.432
0.180, 1.778, 0.812, 1.49, 2.457
0.190, 1.747, 0.782, 1.477, 2.417
0.200, 1.688, 0.763, 1.436, 2.343
0.210, 1.733, 0.805, 1.421, 2.381
0.220, 1.718, 0.796, 1.427, 2.370
0.230, 1.718, 0.828, 1.394, 2.362
0.240, 1.727, 0.801, 1.426, 2.378
0.250, 1.702, 0.812, 1.44, 2.372
0.260, 1.711, 0.829, 1.419, 2.372
0.270, 1.74, 0.819, 1.487, 2.430
0.280, 1.662, 0.803, 1.384, 2.307
0.290, 1.673, 0.826, 1.395, 2.329
0.300, 1.664, 0.815, 1.419, 2.333
0.310, 1.653, 0.823, 1.386, 2.308
0.320, 1.695, 0.8, 1.461, 2.376
0.330, 1.653, 0.782, 1.389, 2.296
0.340, 1.651, 0.798, 1.391, 2.301
0.350, 1.609, 0.789, 1.392, 2.269
0.360, 1.619, 0.796, 1.436, 2.305
0.370, 1.646, 0.809, 1.355, 2.280
0.380, 1.59, 0.828, 1.367, 2.254
0.390, 1.642, 0.836, 1.373, 2.297
0.400, 1.699, 0.8, 1.437, 2.364
0.410, 1.648, 0.798, 1.348, 2.273
0.420, 1.688, 0.765, 1.419, 2.334
0.430, 1.694, 0.785, 1.415, 2.342
0.440, 1.685, 0.797, 1.433, 2.351
0.450, 1.685, 0.815, 1.384, 2.327
0.460, 1.661, 0.785, 1.42, 2.321
0.470, 1.663, 0.831, 1.398, 2.326
0.480, 1.645, 0.794, 1.387, 2.293
0.490, 1.651, 0.792, 1.385, 2.295
0.500, 1.633, 0.787, 1.408, 2.295
0.510, 1.654, 0.78, 1.388, 2.295
0.520, 1.683, 0.822, 1.402, 2.339
0.530, 1.609, 0.803, 1.384, 2.269
0.540, 1.588, 0.799, 1.372, 2.245
0.550, 1.648, 0.778, 1.39, 2.292
0.560, 1.674, 0.793, 1.376, 2.307
0.570, 1.66, 0.804, 1.448, 2.344
0.580, 1.646, 0.801, 1.438, 2.327
0.590, 1.64, 0.839, 1.409, 2.319
0.600, 1.63, 0.811, 1.432, 2.316
0.610, 1.623, 0.829, 1.398, 2.296
0.620, 1.663, 0.822, 1.419, 2.335
0.630, 1.676, 0.804, 1.43, 2.345
0.640, 1.681, 0.802, 1.437, 2.352
0.650, 1.651, 0.795, 1.387, 2.298
0.660, 1.67, 0.789, 1.39, 2.311
0.670, 1.684, 0.776, 1.436, 2.345
0.680, 1.619, 0.814, 1.422, 2.303
0.690, 1.628, 0.785, 1.375, 2.270
0.700, 1.663, 0.787, 1.443, 2.338
0.710, 1.689, 0.811, 1.449, 2.368
0.720, 1.625, 0.782, 1.393, 2.278
0.730, 1.615, 0.784, 1.347, 2.244
0.740, 1.573, 0.797, 1.372, 2.234
0.750, 1.664, 0.793, 1.377, 2.300
0.760, 1.634, 0.773, 1.335, 2.247
0.770, 1.667, 0.764, 1.349, 2.276
0.780, 1.611, 0.798, 1.355, 2.251
0.790, 1.707, 0.817, 1.408, 2.358
0.800, 1.709, 0.816, 1.361, 2.332
0.810, 1.683, 0.811, 1.387, 2.326
0.820, 1.736, 0.819, 1.419, 2.387
0.830, 1.67, 0.766, 1.389, 2.303
0.840, 1.614, 0.781, 1.373, 2.258
0.850, 1.617, 0.804, 1.349, 2.254
0.860, 1.66, 0.816, 1.41, 2.325
0.870, 1.627, 0.794, 1.388, 2.281
0.880, 1.671, 0.797, 1.399, 2.320
0.890, 1.623, 0.79, 1.376, 2.269
0.900, 1.655, 0.79, 1.394, 2.303
0.910, 1.636, 0.789, 1.369, 2.274
0.920, 1.631, 0.846, 1.376, 2.295
0.930, 1.668, 0.778, 1.381, 2.301
0.940, 1.622, 0.79, 1.375, 2.268
0.950, 1.655, 0.812, 1.404, 2.317
0.960, 1.608, 0.822, 1.373, 2.268
0.970, 1.645, 0.856, 1.407, 2.327
0.980, 1.609, 0.81, 1.413, 2.289
0.990, 1.604, 0.813, 1.363, 2.256
1.000, 1.646, 0.797, 1.413, 2.311
1.010, 1.61, 0.813, 1.384, 2.273
1.020, 1.698, 0.801, 1.395, 2.338
1.030, 1.625, 0.788, 1.373, 2.268
1.040, 1.734, 0.813, 1.427, 2.388
1.050, 1.702, 0.829, 1.377, 2.340
1.060, 1.628, 0.776, 1.384, 2.273
1.070, 1.59, 0.779, 1.362, 2.233
1.080, 1.684, 0.812, 1.381, 2.324
1.090, 1.618, 0.781, 1.402, 2.278
1.100, 1.625, 0.779, 1.354, 2.254
1.110, 1.673, 0.817, 1.399, 2.328
1.120, 1.67, 0.797, 1.392, 2.315
1.130, 1.617, 0.786, 1.348, 2.247
1.140, 1.624, 0.799, 1.361, 2.264
1.150, 1.607, 0.784, 1.342, 2.235
1.160, 1.616, 0.803, 1.388, 2.276
1.170, 1.629, 0.809, 1.407, 2.299
1.180, 1.652, 0.801, 1.406, 2.312
1.190, 1.676, 0.823, 1.39, 2.327
1.200, 1.607, 0.814, 1.41, 2.287
1.210, 1.61, 0.789, 1.378, 2.261
1.220, 1.64, 0.83, 1.373, 2.294
1.230, 1.654, 0.795, 1.392, 2.303
1.240, 1.642, 0.826, 1.36, 2.286
1.250, 1.62, 0.787, 1.386, 2.272
1.260, 1.618, 0.825, 1.392, 2.288
1.270, 1.654, 0.81, 1.394, 2.309
1.280, 1.674, 0.812, 1.433, 2.348
1.290, 1.666, 0.783, 1.418, 2.323
1.300, 1.72, 0.817, 1.427, 2.379
1.310, 1.674, 0.811, 1.411, 2.334
1.320, 1.613, 0.801, 1.342, 2.245
1.330, 1.613, 0.813, 1.399, 2.284
1.340, 1.64, 0.79, 1.42, 2.308
1.350, 1.6, 0.789, 1.413, 2.275
1.360, 1.609, 0.816, 1.333, 2.243
1.370, 1.606, 0.816, 1.401, 2.282
1.380, 1.595, 0.785, 1.34, 2.226
1.390, 1.623, 0.812, 1.363, 2.269
1.400, 1.627, 0.799, 1.385, 2.281
1.410, 1.656, 0.773, 1.445, 2.329
1.420, 1.661, 0.809, 1.464, 2.357
1.430, 1.597, 0.815, 1.405, 2.277
1.440, 1.624, 0.813, 1.414, 2.301
1.450, 1.619, 0.823, 1.438, 2.316
1.460, 1.546, 0.788, 1.356, 2.202
1.470, 1.677, 0.839, 1.428, 2.356
1.480, 1.642, 0.794, 1.422, 2.312
1.490, 1.637, 0.792, 1.444, 2.322
1.500, 1.664, 0.826, 1.4, 2.326
1.510, 1.655, 0.797, 1.425, 2.324
1.520, 1.68, 0.767, 1.449, 2.347
1.530, 1.628, 0.783, 1.394, 2.281
1.540, 1.666, 0.785, 1.379, 2.300
1.550, 1.613, 0.796, 1.408, 2.284
1.560, 1.577, 0.817, 1.411, 2.268
1.570, 1.677, 0.823, 1.454, 2.367
1.580, 1.634, 0.819, 1.421, 2.315
1.590, 1.625, 0.808, 1.422, 2.305
1.600, 1.616, 0.778, 1.429, 2.293
1.610, 1.629, 0.793, 1.432, 2.309
1.620, 1.673, 0.788, 1.457, 2.354
1.630, 1.679, 0.811, 1.425, 2.346
1.640, 1.626, 0.789, 1.385, 2.276
1.650, 1.672, 0.821, 1.422, 2.343
1.660, 1.634, 0.75, 1.397, 2.276
1.670, 1.667, 0.775, 1.417, 2.321
1.680, 1.665, 0.81, 1.439, 2.345
1.690, 1.634, 0.735, 1.439, 2.298
1.700, 1.631, 0.771, 1.375, 2.268
1.710, 1.629, 0.817, 1.393, 2.293
1.720, 1.641, 0.832, 1.41, 2.318
1.730, 1.637, 0.8, 1.419, 2.309
1.740, 1.66, 0.81, 1.418, 2.328
1.750, 1.609, 0.785, 1.401, 2.273
1.760, 1.674, 0.814, 1.394, 2.325
1.770, 1.655, 0.791, 1.388, 2.300
1.780, 1.637, 0.768, 1.43, 2.305
1.790, 1.675, 0.781, 1.375, 2.303
1.800, 1.605, 0.788, 1.381, 2.259
1.810, 1.579, 0.829, 1.394, 2.263
1.820, 1.707, 0.829, 1.467, 2.398
1.830, 1.633, 0.788, 1.386, 2.282
1.840, 1.653, 0.803, 1.407, 2.314
1.850, 1.658, 0.802, 1.414, 2.321
1.860, 1.628, 0.83, 1.394, 2.298
1.870, 1.675, 0.818, 1.405, 2.334
1.880, 1.67, 0.822, 1.405, 2.332
1.890, 1.669, 0.763, 1.437, 2.330
1.900, 1.69, 0.8, 1.414, 2.344
1.910, 1.633, 0.767, 1.444, 2.310
1.920, 1.651, 0.776, 1.385, 2.290
1.930, 1.636, 0.794, 1.438, 2.318
1.940, 1.706, 0.814, 1.45, 2.382
1.950, 1.704, 0.84, 1.434, 2.380
1.960, 1.628, 0.785, 1.421, 2.299
1.970, 1.626, 0.829, 1.4, 2.300
1.980, 1.675, 0.8, 1.426, 2.340
1.990, 1.632, 0.787, 1.355, 2.262
2.000, 1.578, 0.816, 1.386, 2.253
2.010, 1.64, 0.804, 1.393, 2.297
2.020, 1.634, 0.78, 1.415, 2.297
2.030, 1.649, 0.83, 1.397, 2.315
2.040, 1.7, 0.799, 1.417, 2.352
2.050, 1.721, 0.827, 1.446, 2.395
2.060, 1.716, 0.805, 1.407, 2.360
2.070, 1.65, 0.801, 1.426, 2.323
2.080, 1.671, 0.815, 1.426, 2.343
2.090, 1.663, 0.799, 1.396, 2.313
2.100, 1.669, 0.791, 1.407, 2.321
2.110, 1.619, 0.796, 1.404, 2.286
2.120, 1.604, 0.779, 1.384, 2.257
2.130, 1.61, 0.806, 1.363, 2.258
2.140, 1.623, 0.811, 1.388, 2.284
2.150, 1.628, 0.8, 1.356, 2.264
2.160, 1.638, 0.831, 1.453, 2.341
2.170, 1.64, 0.794, 1.384, 2.288
