Time, DR, DN, RN, Euclidian
0.000, 1.578, 0.834, 1.318, 2.218
10.000, 1.664, 0.855, 1.342, 2.302
20.000, 1.581, 0.799, 1.264, 2.176
30.000, 1.617, 0.812, 1.295, 2.225
40.000, 1.571, 0.794, 1.257, 2.162
50.000, 1.543, 0.814, 1.26, 2.151
60.000, 1.527, 0.818, 1.286, 2.157
70.000, 1.569, 0.824, 1.323, 2.211
80.000, 1.563, 0.799, 1.278, 2.171
90.000, 1.577, 0.784, 1.314, 2.197
100.000, 1.549, 0.812, 1.308, 2.183
110.000, 1.586, 0.808, 1.294, 2.200
120.000, 1.565, 0.827, 1.303, 2.197
130.000, 1.547, 0.788, 1.282, 2.158
140.000, 1.689, 0.811, 1.385, 2.329
150.000, 1.576, 0.822, 1.251, 2.173
160.000, 1.522, 0.797, 1.249, 2.124
170.000, 1.506, 0.764, 1.227, 2.087
180.000, 1.51, 0.834, 1.256, 2.133
190.000, 1.531, 0.834, 1.241, 2.139
200.000, 1.52, 0.801, 1.194, 2.092
210.000, 1.538, 0.857, 1.243, 2.155
220.000, 1.545, 0.815, 1.272, 2.160
230.000, 1.563, 0.824, 1.242, 2.159
240.000, 1.594, 0.828, 1.268, 2.198
250.000, 1.567, 0.817, 1.254, 2.166
260.000, 1.582, 0.824, 1.323, 2.220
270.000, 1.566, 0.85, 1.259, 2.181
280.000, 1.619, 0.855, 1.285, 2.236
290.000, 1.562, 0.791, 1.274, 2.165
300.000, 1.566, 0.798, 1.273, 2.170
310.000, 1.552, 0.814, 1.287, 2.174
320.000, 1.547, 0.836, 1.295, 2.183
330.000, 1.545, 0.852, 1.259, 2.167
340.000, 1.546, 0.82, 1.289, 2.173
350.000, 1.514, 0.834, 1.274, 2.147
360.000, 1.538, 0.854, 1.277, 2.173
370.000, 1.593, 0.898, 1.366, 2.282
380.000, 1.568, 0.863, 1.341, 2.236
390.000, 1.552, 0.849, 1.299, 2.194
400.000, 1.564, 0.874, 1.272, 2.197
410.000, 1.557, 0.838, 1.314, 2.202
420.000, 1.494, 0.843, 1.285, 2.143
430.000, 1.528, 0.864, 1.27, 2.166
440.000, 1.515, 0.876, 1.241, 2.145
450.000, 1.525, 0.869, 1.291, 2.178
460.000, 1.563, 0.911, 1.26, 2.204
470.000, 1.595, 0.887, 1.325, 2.255
480.000, 1.52, 0.84, 1.254, 2.142
490.000, 1.527, 0.833, 1.275, 2.156
