Time, DR, DN, RN, Euclidian
0.000, 1.511, 0.838, 1.259, 2.137
10.000, 1.515, 0.854, 1.261, 2.148
20.000, 1.529, 0.843, 1.302, 2.178
30.000, 1.481, 0.828, 1.269, 2.118
40.000, 1.42, 0.84, 1.282, 2.089
50.000, 1.462, 0.815, 1.215, 2.068
60.000, 1.5, 0.835, 1.255, 2.126
70.000, 1.509, 0.804, 1.258, 2.122
80.000, 1.473, 0.821, 1.246, 2.096
90.000, 1.493, 0.853, 1.324, 2.170
100.000, 1.471, 0.81, 1.29, 2.117
110.000, 1.451, 0.825, 1.288, 2.108
120.000, 1.48, 0.811, 1.27, 2.112
130.000, 1.462, 0.808, 1.239, 2.079
140.000, 1.48, 0.836, 1.278, 2.126
150.000, 1.467, 0.828, 1.237, 2.089
160.000, 1.43, 0.841, 1.232, 2.066
170.000, 1.464, 0.84, 1.22, 2.082
180.000, 1.455, 0.825, 1.287, 2.110
190.000, 1.483, 0.788, 1.263, 2.101
200.000, 1.453, 0.831, 1.224, 2.073
210.000, 1.509, 0.837, 1.308, 2.165
220.000, 1.489, 0.794, 1.265, 2.108
230.000, 1.504, 0.799, 1.259, 2.117
240.000, 1.458, 0.866, 1.316, 2.146
250.000, 1.461, 0.817, 1.254, 2.091
260.000, 1.49, 0.799, 1.302, 2.133
270.000, 1.519, 0.82, 1.317, 2.171
280.000, 1.488, 0.788, 1.238, 2.089
290.000, 1.506, 0.83, 1.257, 2.130
300.000, 1.534, 0.847, 1.273, 2.165
310.000, 1.487, 0.836, 1.256, 2.118
320.000, 1.514, 0.817, 1.282, 2.145
330.000, 1.477, 0.85, 1.227, 2.099
340.000, 1.481, 0.864, 1.256, 2.125
350.000, 1.484, 0.771, 1.245, 2.084
360.000, 1.512, 0.825, 1.265, 2.137
370.000, 1.461, 0.835, 1.26, 2.102
380.000, 1.483, 0.821, 1.236, 2.097
390.000, 1.497, 0.825, 1.276, 2.133
400.000, 1.484, 0.848, 1.238, 2.110
410.000, 1.512, 0.877, 1.298, 2.177
420.000, 1.513, 0.82, 1.267, 2.137
430.000, 1.616, 0.877, 1.312, 2.258
440.000, 1.526, 0.853, 1.309, 2.183
450.000, 1.537, 0.815, 1.31, 2.177
460.000, 1.539, 0.87, 1.283, 2.184
470.000, 1.533, 0.838, 1.306, 2.181
480.000, 1.522, 0.839, 1.236, 2.132
490.000, 1.545, 0.842, 1.257, 2.162
500.000, 1.516, 0.824, 1.217, 2.111
510.000, 1.579, 0.82, 1.294, 2.200
520.000, 1.585, 0.885, 1.366, 2.271
530.000, 1.522, 0.898, 1.296, 2.191
