Time, DR, DN, RN, Euclidian
0.000, 1.576, 0.812, 1.315, 2.207
10.000, 1.504, 0.88, 1.314, 2.182
20.000, 1.474, 0.848, 1.285, 2.131
30.000, 1.525, 0.851, 1.28, 2.165
40.000, 1.499, 0.85, 1.283, 2.148
50.000, 1.53, 0.824, 1.268, 2.151
60.000, 1.447, 0.815, 1.241, 2.073
70.000, 1.523, 0.808, 1.233, 2.119
80.000, 1.473, 0.835, 1.233, 2.094
90.000, 1.488, 0.8, 1.222, 2.085
100.000, 1.523, 0.854, 1.245, 2.144
110.000, 1.526, 0.828, 1.252, 2.140
120.000, 1.542, 0.821, 1.254, 2.150
130.000, 1.464, 0.861, 1.222, 2.092
140.000, 1.501, 0.883, 1.271, 2.155
150.000, 1.501, 0.888, 1.249, 2.145
160.000, 1.541, 0.856, 1.22, 2.143
170.000, 1.556, 0.824, 1.235, 2.150
180.000, 1.499, 0.838, 1.286, 2.145
190.000, 1.543, 0.829, 1.29, 2.175
200.000, 1.556, 0.832, 1.273, 2.175
210.000, 1.557, 0.816, 1.287, 2.178
220.000, 1.544, 0.835, 1.297, 2.182
230.000, 1.522, 0.817, 1.285, 2.152
240.000, 1.538, 0.856, 1.302, 2.189
250.000, 1.487, 0.818, 1.281, 2.126
260.000, 1.557, 0.822, 1.31, 2.194
270.000, 1.567, 0.82, 1.318, 2.205
280.000, 1.638, 0.827, 1.348, 2.276
290.000, 1.548, 0.836, 1.306, 2.191
300.000, 1.605, 0.878, 1.307, 2.248
310.000, 1.539, 0.9, 1.29, 2.200
320.000, 1.598, 0.859, 1.332, 2.250
330.000, 1.619, 0.858, 1.308, 2.251
340.000, 1.533, 0.85, 1.289, 2.175
350.000, 1.57, 0.877, 1.296, 2.216
360.000, 1.582, 0.914, 1.336, 2.263
370.000, 1.571, 0.852, 1.319, 2.221
380.000, 1.59, 0.902, 1.276, 2.229
390.000, 1.521, 0.888, 1.271, 2.171
400.000, 1.54, 0.869, 1.274, 2.179
410.000, 1.566, 0.901, 1.269, 2.207
420.000, 1.538, 0.855, 1.233, 2.148
430.000, 1.532, 0.922, 1.228, 2.169
440.000, 1.525, 0.868, 1.249, 2.153
450.000, 1.506, 0.871, 1.24, 2.136
460.000, 1.511, 0.869, 1.279, 2.161
470.000, 1.582, 0.854, 1.292, 2.213
480.000, 1.497, 0.882, 1.264, 2.148
490.000, 1.536, 0.893, 1.259, 2.177
500.000, 1.574, 0.842, 1.295, 2.205
510.000, 1.499, 0.876, 1.265, 2.148
520.000, 1.543, 0.858, 1.247, 2.161
530.000, 1.511, 0.866, 1.279, 2.160
540.000, 1.522, 0.869, 1.251, 2.153
550.000, 1.499, 0.856, 1.247, 2.129
560.000, 1.524, 0.882, 1.226, 2.145
570.000, 1.514, 0.869, 1.227, 2.133
580.000, 1.573, 0.86, 1.3, 2.214
590.000, 1.511, 0.875, 1.228, 2.134
600.000, 1.52, 0.907, 1.234, 2.157
610.000, 1.555, 0.883, 1.262, 2.188
620.000, 1.546, 0.861, 1.258, 2.171
630.000, 1.543, 0.845, 1.26, 2.163
640.000, 1.5, 0.888, 1.27, 2.156
650.000, 1.576, 0.856, 1.276, 2.201
660.000, 1.599, 0.883, 1.285, 2.233
670.000, 1.511, 0.888, 1.322, 2.195
680.000, 1.519, 0.905, 1.268, 2.175
690.000, 1.55, 0.874, 1.271, 2.186
700.000, 1.594, 0.84, 1.322, 2.234
710.000, 1.586, 0.896, 1.253, 2.210
720.000, 1.582, 0.857, 1.295, 2.216
730.000, 1.547, 0.862, 1.247, 2.165
740.000, 1.541, 0.864, 1.308, 2.198
750.000, 1.527, 0.863, 1.241, 2.148
760.000, 1.577, 0.893, 1.274, 2.215
770.000, 1.581, 0.837, 1.325, 2.226
780.000, 1.633, 0.827, 1.33, 2.262
790.000, 1.653, 0.881, 1.347, 2.307
800.000, 1.59, 0.856, 1.268, 2.206
810.000, 1.588, 0.846, 1.257, 2.194
820.000, 1.56, 0.851, 1.297, 2.200
830.000, 1.587, 0.86, 1.312, 2.231
840.000, 1.629, 0.853, 1.342, 2.276
850.000, 1.607, 0.849, 1.281, 2.223
860.000, 1.627, 0.842, 1.326, 2.261
870.000, 1.605, 0.873, 1.298, 2.241
880.000, 1.61, 0.825, 1.305, 2.230
890.000, 1.577, 0.823, 1.321, 2.215
900.000, 1.549, 0.868, 1.285, 2.191
910.000, 1.582, 0.82, 1.298, 2.204
920.000, 1.605, 0.859, 1.303, 2.238
930.000, 1.591, 0.847, 1.318, 2.232
940.000, 1.563, 0.834, 1.279, 2.185
950.000, 1.593, 0.849, 1.315, 2.233
960.000, 1.615, 0.878, 1.261, 2.229
970.000, 1.528, 0.888, 1.245, 2.161
980.000, 1.511, 0.889, 1.272, 2.165
990.000, 1.549, 0.863, 1.26, 2.175
1000.000, 1.495, 0.88, 1.237, 2.130
1010.000, 1.541, 0.848, 1.273, 2.171
1020.000, 1.521, 0.874, 1.272, 2.166
1030.000, 1.523, 0.854, 1.274, 2.161
1040.000, 1.528, 0.867, 1.304, 2.187
1050.000, 1.51, 0.825, 1.273, 2.140
1060.000, 1.515, 0.853, 1.264, 2.149
1070.000, 1.559, 0.872, 1.274, 2.194
1080.000, 1.512, 0.85, 1.25, 2.138
1090.000, 1.52, 0.865, 1.27, 2.161
1100.000, 1.593, 0.803, 1.339, 2.230
1110.000, 1.584, 0.809, 1.343, 2.228
1120.000, 1.567, 0.859, 1.313, 2.217
1130.000, 1.55, 0.846, 1.292, 2.188
1140.000, 1.555, 0.854, 1.267, 2.180
1150.000, 1.591, 0.813, 1.325, 2.224
1160.000, 1.594, 0.824, 1.317, 2.225
1170.000, 1.578, 0.853, 1.32, 2.227
1180.000, 1.58, 0.878, 1.3, 2.226
1190.000, 1.596, 0.847, 1.344, 2.251
1200.000, 1.631, 0.831, 1.346, 2.272
1210.000, 1.589, 0.855, 1.294, 2.220
1220.000, 1.576, 0.869, 1.332, 2.239
1230.000, 1.6, 0.855, 1.34, 2.255
1240.000, 1.647, 0.851, 1.352, 2.294
1250.000, 1.579, 0.853, 1.298, 2.214
1260.000, 1.645, 0.854, 1.362, 2.300
1270.000, 1.639, 0.872, 1.321, 2.278
1280.000, 1.598, 0.847, 1.317, 2.237
1290.000, 1.542, 0.828, 1.304, 2.182
1300.000, 1.642, 0.834, 1.288, 2.247
1310.000, 1.622, 0.876, 1.353, 2.286
1320.000, 1.641, 0.844, 1.313, 2.264
1330.000, 1.581, 0.87, 1.328, 2.240
1340.000, 1.608, 0.819, 1.291, 2.218
1350.000, 1.61, 0.868, 1.281, 2.233
1360.000, 1.651, 0.837, 1.354, 2.293
1370.000, 1.649, 0.83, 1.308, 2.262
1380.000, 1.655, 0.807, 1.362, 2.290
1390.000, 1.66, 0.803, 1.394, 2.311
1400.000, 1.645, 0.855, 1.35, 2.293
1410.000, 1.608, 0.855, 1.356, 2.270
1420.000, 1.471, 0.832, 1.299, 2.131
1430.000, 1.509, 0.836, 1.262, 2.137
1440.000, 1.528, 0.824, 1.295, 2.165
1450.000, 1.529, 0.882, 1.264, 2.171
1460.000, 1.499, 0.853, 1.229, 2.117
1470.000, 1.582, 0.857, 1.282, 2.209
1480.000, 1.516, 0.864, 1.268, 2.156
1490.000, 1.463, 0.856, 1.294, 2.132
1500.000, 1.524, 0.891, 1.254, 2.165
1510.000, 1.557, 0.835, 1.266, 2.173
1520.000, 1.515, 0.819, 1.286, 2.149
1530.000, 1.512, 0.834, 1.24, 2.125
1540.000, 1.451, 0.812, 1.23, 2.068
1550.000, 1.478, 0.854, 1.263, 2.123
1560.000, 1.483, 0.85, 1.263, 2.125
1570.000, 1.516, 0.842, 1.291, 2.161
1580.000, 1.509, 0.862, 1.285, 2.161
1590.000, 1.515, 0.864, 1.292, 2.170
1600.000, 1.492, 0.839, 1.268, 2.130
1610.000, 1.587, 0.814, 1.264, 2.186
1620.000, 1.578, 0.804, 1.317, 2.207
1630.000, 1.525, 0.834, 1.248, 2.139
1640.000, 1.527, 0.788, 1.203, 2.097
1650.000, 1.57, 0.804, 1.344, 2.217
1660.000, 1.534, 0.797, 1.282, 2.152
1670.000, 1.542, 0.837, 1.28, 2.171
1680.000, 1.521, 0.868, 1.308, 2.185
1690.000, 1.529, 0.823, 1.236, 2.131
1700.000, 1.472, 0.823, 1.262, 2.106
1710.000, 1.499, 0.827, 1.246, 2.117
1720.000, 1.451, 0.814, 1.272, 2.094
1730.000, 1.469, 0.841, 1.255, 2.107
1740.000, 1.536, 0.827, 1.245, 2.143
1750.000, 1.498, 0.86, 1.276, 2.147
1760.000, 1.493, 0.836, 1.275, 2.133
1770.000, 1.513, 0.758, 1.251, 2.104
1780.000, 1.491, 0.778, 1.208, 2.070
1790.000, 1.511, 0.795, 1.239, 2.109
1800.000, 1.466, 0.794, 1.225, 2.068
