Time, DR, DN, RN, Euclidian
0.000, 1.509, 0.833, 1.258, 2.133
10.000, 1.528, 0.766, 1.289, 2.140
20.000, 1.48, 0.837, 1.296, 2.137
30.000, 1.518, 0.832, 1.322, 2.178
40.000, 1.489, 0.79, 1.307, 2.132
50.000, 1.498, 0.853, 1.289, 2.152
60.000, 1.453, 0.812, 1.279, 2.099
70.000, 1.523, 0.829, 1.275, 2.152
80.000, 1.509, 0.843, 1.358, 2.198
90.000, 1.499, 0.854, 1.307, 2.164
100.000, 1.487, 0.847, 1.284, 2.139
110.000, 1.483, 0.865, 1.227, 2.110
120.000, 1.454, 0.846, 1.262, 2.102
130.000, 1.495, 0.84, 1.232, 2.111
140.000, 1.516, 0.821, 1.286, 2.150
150.000, 1.51, 0.86, 1.246, 2.138
160.000, 1.507, 0.869, 1.281, 2.160
170.000, 1.479, 0.843, 1.264, 2.120
180.000, 1.53, 0.858, 1.271, 2.166
190.000, 1.489, 0.846, 1.295, 2.147
200.000, 1.5, 0.823, 1.237, 2.111
210.000, 1.497, 0.879, 1.274, 2.153
220.000, 1.489, 0.801, 1.253, 2.104
230.000, 1.486, 0.842, 1.247, 2.114
240.000, 1.499, 0.843, 1.261, 2.132
250.000, 1.466, 0.834, 1.245, 2.096
260.000, 1.441, 0.857, 1.244, 2.087
270.000, 1.444, 0.872, 1.236, 2.091
280.000, 1.466, 0.86, 1.229, 2.097
290.000, 1.495, 0.877, 1.283, 2.156
300.000, 1.52, 0.837, 1.258, 2.143
310.000, 1.474, 0.806, 1.276, 2.109
320.000, 1.524, 0.79, 1.307, 2.157
330.000, 1.503, 0.86, 1.285, 2.156
340.000, 1.473, 0.84, 1.3, 2.136
350.000, 1.514, 0.838, 1.286, 2.155
360.000, 1.466, 0.827, 1.251, 2.097
370.000, 1.512, 0.831, 1.299, 2.159
380.000, 1.467, 0.82, 1.243, 2.090
390.000, 1.475, 0.836, 1.301, 2.137
400.000, 1.449, 0.808, 1.225, 2.062
410.000, 1.515, 0.834, 1.288, 2.156
420.000, 1.518, 0.855, 1.233, 2.134
430.000, 1.526, 0.891, 1.291, 2.188
440.000, 1.523, 0.846, 1.297, 2.171
450.000, 1.539, 0.825, 1.304, 2.179
460.000, 1.504, 0.833, 1.247, 2.123
470.000, 1.506, 0.847, 1.254, 2.134
480.000, 1.534, 0.814, 1.258, 2.144
490.000, 1.523, 0.819, 1.217, 2.114
500.000, 1.464, 0.888, 1.189, 2.084
510.000, 1.482, 0.844, 1.248, 2.113
520.000, 1.49, 0.823, 1.27, 2.123
530.000, 1.48, 0.819, 1.247, 2.101
540.000, 1.544, 0.862, 1.24, 2.159
550.000, 1.549, 0.837, 1.244, 2.155
560.000, 1.524, 0.835, 1.222, 2.124
570.000, 1.489, 0.864, 1.236, 2.119
580.000, 1.505, 0.885, 1.239, 2.140
590.000, 1.485, 0.853, 1.245, 2.117
600.000, 1.543, 0.852, 1.239, 2.154
610.000, 1.445, 0.862, 1.248, 2.094
620.000, 1.53, 0.848, 1.239, 2.143
630.000, 1.536, 0.827, 1.23, 2.134
640.000, 1.459, 0.852, 1.227, 2.088
650.000, 1.486, 0.818, 1.201, 2.078
660.000, 1.506, 0.848, 1.234, 2.123
670.000, 1.536, 0.809, 1.202, 2.111
