Time, DR, DN, RN, Euclidian
0.000, 1.493, 0.826, 1.245, 2.112
0.010, 1.524, 0.827, 1.275, 2.152
0.020, 1.543, 0.811, 1.258, 2.149
0.030, 1.498, 0.809, 1.25, 2.112
0.040, 1.504, 0.803, 1.327, 2.160
0.050, 1.532, 0.815, 1.296, 2.165
0.060, 1.554, 0.837, 1.288, 2.185
0.070, 1.505, 0.818, 1.254, 2.122
0.080, 1.528, 0.822, 1.281, 2.156
0.090, 1.526, 0.847, 1.267, 2.156
0.100, 1.48, 0.796, 1.205, 2.067
0.110, 1.543, 0.805, 1.256, 2.146
0.120, 1.493, 0.826, 1.28, 2.133
0.130, 1.497, 0.829, 1.234, 2.109
0.140, 1.532, 0.832, 1.289, 2.168
0.150, 1.49, 0.836, 1.242, 2.112
0.160, 1.521, 0.829, 1.274, 2.150
0.170, 1.516, 0.834, 1.273, 2.148
0.180, 1.543, 0.808, 1.268, 2.154
0.190, 1.592, 0.81, 1.316, 2.218
0.200, 1.617, 0.824, 1.368, 2.272
0.210, 1.584, 0.834, 1.269, 2.194
0.220, 1.513, 0.84, 1.246, 2.132
0.230, 1.554, 0.838, 1.293, 2.188
0.240, 1.546, 0.82, 1.225, 2.136
0.250, 1.553, 0.835, 1.271, 2.173
0.260, 1.562, 0.83, 1.29, 2.189
0.270, 1.522, 0.825, 1.266, 2.144
0.280, 1.519, 0.791, 1.286, 2.141
0.290, 1.565, 0.842, 1.325, 2.216
0.300, 1.544, 0.813, 1.271, 2.158
0.310, 1.558, 0.815, 1.314, 2.195
0.320, 1.525, 0.846, 1.316, 2.184
0.330, 1.501, 0.816, 1.235, 2.108
0.340, 1.563, 0.836, 1.292, 2.193
0.350, 1.507, 0.838, 1.268, 2.140
0.360, 1.537, 0.82, 1.284, 2.164
0.370, 1.519, 0.813, 1.259, 2.133
0.380, 1.525, 0.809, 1.254, 2.133
0.390, 1.581, 0.792, 1.254, 2.167
0.400, 1.506, 0.853, 1.249, 2.134
0.410, 1.517, 0.835, 1.226, 2.121
0.420, 1.539, 0.841, 1.226, 2.139
0.430, 1.598, 0.883, 1.301, 2.241
0.440, 1.555, 0.849, 1.299, 2.196
0.450, 1.512, 0.857, 1.286, 2.162
0.460, 1.585, 0.832, 1.306, 2.215
0.470, 1.543, 0.847, 1.294, 2.184
0.480, 1.554, 0.833, 1.272, 2.174
0.490, 1.517, 0.835, 1.251, 2.136
0.500, 1.551, 0.829, 1.31, 2.192
0.510, 1.539, 0.881, 1.269, 2.180
0.520, 1.526, 0.853, 1.276, 2.164
0.530, 1.558, 0.839, 1.289, 2.189
0.540, 1.557, 0.829, 1.292, 2.186
0.550, 1.59, 0.858, 1.309, 2.231
0.560, 1.543, 0.834, 1.3, 2.183
0.570, 1.552, 0.843, 1.282, 2.182
0.580, 1.551, 0.853, 1.268, 2.177
0.590, 1.557, 0.851, 1.316, 2.209
0.600, 1.553, 0.844, 1.27, 2.176
0.610, 1.464, 0.83, 1.224, 2.080
0.620, 1.514, 0.836, 1.261, 2.140
0.630, 1.495, 0.782, 1.304, 2.132
0.640, 1.494, 0.834, 1.279, 2.136
0.650, 1.555, 0.857, 1.305, 2.203
0.660, 1.529, 0.801, 1.31, 2.166
0.670, 1.507, 0.835, 1.298, 2.157
0.680, 1.524, 0.818, 1.282, 2.152
0.690, 1.547, 0.833, 1.255, 2.159
0.700, 1.512, 0.836, 1.289, 2.155
0.710, 1.523, 0.869, 1.25, 2.153
0.720, 1.48, 0.81, 1.261, 2.106
0.730, 1.498, 0.863, 1.279, 2.150
0.740, 1.547, 0.849, 1.258, 2.167
0.750, 1.437, 0.848, 1.273, 2.098
0.760, 1.477, 0.848, 1.282, 2.131
0.770, 1.499, 0.821, 1.319, 2.158
0.780, 1.553, 0.851, 1.288, 2.189
0.790, 1.485, 0.849, 1.291, 2.143
0.800, 1.508, 0.816, 1.284, 2.142
0.810, 1.511, 0.808, 1.312, 2.158
0.820, 1.485, 0.839, 1.234, 2.105
0.830, 1.493, 0.823, 1.255, 2.116
0.840, 1.482, 0.812, 1.255, 2.104
0.850, 1.486, 0.836, 1.26, 2.120
0.860, 1.533, 0.857, 1.273, 2.169
0.870, 1.488, 0.838, 1.262, 2.123
0.880, 1.493, 0.847, 1.286, 2.144
0.890, 1.538, 0.826, 1.267, 2.157
0.900, 1.507, 0.82, 1.251, 2.123
0.910, 1.492, 0.848, 1.232, 2.112
0.920, 1.498, 0.845, 1.25, 2.126
0.930, 1.483, 0.846, 1.239, 2.109
0.940, 1.447, 0.797, 1.246, 2.069
0.950, 1.535, 0.83, 1.308, 2.180
0.960, 1.573, 0.83, 1.322, 2.216
0.970, 1.554, 0.818, 1.336, 2.206
0.980, 1.574, 0.831, 1.369, 2.245
0.990, 1.554, 0.857, 1.307, 2.203
1.000, 1.56, 0.823, 1.312, 2.198
1.010, 1.542, 0.834, 1.285, 2.173
1.020, 1.519, 0.775, 1.288, 2.137
1.030, 1.565, 0.81, 1.311, 2.196
1.040, 1.498, 0.847, 1.274, 2.141
1.050, 1.452, 0.812, 1.246, 2.078
1.060, 1.472, 0.818, 1.251, 2.097
1.070, 1.529, 0.814, 1.279, 2.153
1.080, 1.523, 0.798, 1.263, 2.133
1.090, 1.502, 0.813, 1.252, 2.117
1.100, 1.523, 0.844, 1.257, 2.147
1.110, 1.485, 0.831, 1.272, 2.124
1.120, 1.443, 0.826, 1.232, 2.069
1.130, 1.507, 0.842, 1.258, 2.136
1.140, 1.46, 0.864, 1.262, 2.114
1.150, 1.489, 0.828, 1.226, 2.098
1.160, 1.461, 0.818, 1.203, 2.061
1.170, 1.477, 0.825, 1.212, 2.081
1.180, 1.497, 0.847, 1.276, 2.141
1.190, 1.457, 0.824, 1.184, 2.050
1.200, 1.489, 0.817, 1.259, 2.114
1.210, 1.475, 0.859, 1.203, 2.088
1.220, 1.435, 0.828, 1.208, 2.050
1.230, 1.436, 0.804, 1.228, 2.053
1.240, 1.484, 0.846, 1.223, 2.100
1.250, 1.461, 0.814, 1.218, 2.068
1.260, 1.467, 0.806, 1.246, 2.086
1.270, 1.427, 0.836, 1.261, 2.079
1.280, 1.519, 0.808, 1.254, 2.129
1.290, 1.451, 0.815, 1.244, 2.077
1.300, 1.507, 0.831, 1.273, 2.140
1.310, 1.503, 0.861, 1.252, 2.137
1.320, 1.499, 0.831, 1.296, 2.148
1.330, 1.476, 0.838, 1.224, 2.092
1.340, 1.481, 0.847, 1.255, 2.117
1.350, 1.478, 0.884, 1.185, 2.090
1.360, 1.454, 0.843, 1.24, 2.088
1.370, 1.452, 0.836, 1.224, 2.074
1.380, 1.416, 0.818, 1.196, 2.025
1.390, 1.467, 0.831, 1.223, 2.082
1.400, 1.461, 0.838, 1.236, 2.089
1.410, 1.541, 0.84, 1.204, 2.128
1.420, 1.407, 0.818, 1.177, 2.008
1.430, 1.392, 0.838, 1.229, 2.037
1.440, 1.479, 0.809, 1.25, 2.098
1.450, 1.422, 0.831, 1.218, 2.048
1.460, 1.433, 0.846, 1.202, 2.052
1.470, 1.443, 0.805, 1.224, 2.056
1.480, 1.416, 0.826, 1.218, 2.042
1.490, 1.443, 0.805, 1.245, 2.068
1.500, 1.417, 0.804, 1.185, 2.014
1.510, 1.403, 0.834, 1.23, 2.043
1.520, 1.468, 0.854, 1.23, 2.096
1.530, 1.489, 0.836, 1.237, 2.108
1.540, 1.51, 0.818, 1.289, 2.147
1.550, 1.425, 0.814, 1.188, 2.025
1.560, 1.459, 0.812, 1.272, 2.099
1.570, 1.522, 0.833, 1.245, 2.135
1.580, 1.508, 0.837, 1.215, 2.109
1.590, 1.535, 0.852, 1.306, 2.188
1.600, 1.481, 0.831, 1.264, 2.116
1.610, 1.476, 0.817, 1.241, 2.094
1.620, 1.53, 0.833, 1.292, 2.168
1.630, 1.474, 0.866, 1.248, 2.116
1.640, 1.52, 0.892, 1.336, 2.211
1.650, 1.506, 0.845, 1.288, 2.154
