Time, DR, DN, RN, Euclidian
0.000, 1.552, 0.822, 1.295, 2.182
10.000, 1.543, 0.82, 1.241, 2.143
20.000, 1.559, 0.791, 1.249, 2.148
30.000, 1.47, 0.806, 1.195, 2.058
40.000, 1.608, 0.823, 1.29, 2.219
50.000, 1.564, 0.801, 1.26, 2.162
60.000, 1.574, 0.85, 1.194, 2.150
70.000, 1.62, 0.871, 1.286, 2.244
80.000, 1.593, 0.854, 1.253, 2.199
90.000, 1.6, 0.895, 1.268, 2.229
100.000, 1.57, 0.85, 1.225, 2.165
110.000, 1.574, 0.889, 1.21, 2.175
120.000, 1.558, 0.828, 1.291, 2.186
130.000, 1.614, 0.84, 1.277, 2.222
140.000, 1.556, 0.85, 1.245, 2.166
150.000, 1.56, 0.82, 1.29, 2.184
160.000, 1.564, 0.855, 1.301, 2.206
170.000, 1.569, 0.814, 1.269, 2.175
180.000, 1.536, 0.836, 1.26, 2.155
190.000, 1.486, 0.86, 1.282, 2.142
200.000, 1.532, 0.853, 1.251, 2.153
210.000, 1.559, 0.841, 1.257, 2.172
220.000, 1.556, 0.834, 1.328, 2.209
230.000, 1.509, 0.868, 1.272, 2.156
240.000, 1.503, 0.861, 1.22, 2.118
250.000, 1.469, 0.865, 1.244, 2.110
260.000, 1.502, 0.845, 1.221, 2.112
270.000, 1.496, 0.839, 1.278, 2.138
280.000, 1.458, 0.844, 1.22, 2.080
290.000, 1.504, 0.826, 1.25, 2.122
300.000, 1.448, 0.855, 1.222, 2.078
310.000, 1.47, 0.948, 1.268, 2.160
320.000, 1.542, 0.897, 1.291, 2.202
330.000, 1.536, 0.908, 1.279, 2.195
340.000, 1.559, 0.892, 1.302, 2.218
350.000, 1.468, 0.953, 1.273, 2.164
360.000, 1.514, 0.858, 1.241, 2.137
370.000, 1.528, 0.859, 1.27, 2.164
380.000, 1.52, 0.857, 1.203, 2.119
390.000, 1.539, 0.844, 1.247, 2.153
400.000, 1.522, 0.856, 1.294, 2.173
410.000, 1.528, 0.822, 1.26, 2.144
420.000, 1.54, 0.847, 1.245, 2.153
430.000, 1.511, 0.852, 1.297, 2.165
440.000, 1.529, 0.86, 1.232, 2.143
450.000, 1.521, 0.856, 1.206, 2.121
460.000, 1.518, 0.857, 1.234, 2.135
470.000, 1.514, 0.838, 1.234, 2.125
480.000, 1.511, 0.852, 1.27, 2.149
490.000, 1.512, 0.887, 1.231, 2.142
500.000, 1.499, 0.824, 1.257, 2.122
510.000, 1.524, 0.827, 1.235, 2.128
520.000, 1.571, 0.853, 1.24, 2.175
530.000, 1.532, 0.796, 1.219, 2.113
540.000, 1.515, 0.851, 1.21, 2.117
550.000, 1.544, 0.831, 1.279, 2.170
560.000, 1.525, 0.814, 1.241, 2.127
570.000, 1.525, 0.791, 1.25, 2.124
580.000, 1.538, 0.826, 1.236, 2.139
590.000, 1.541, 0.875, 1.262, 2.175
600.000, 1.521, 0.817, 1.243, 2.127
610.000, 1.583, 0.89, 1.24, 2.198
620.000, 1.487, 0.81, 1.245, 2.101
630.000, 1.53, 0.864, 1.266, 2.165
640.000, 1.477, 0.854, 1.23, 2.103
650.000, 1.467, 0.84, 1.248, 2.101
660.000, 1.481, 0.799, 1.204, 2.069
670.000, 1.521, 0.824, 1.231, 2.123
680.000, 1.525, 0.835, 1.253, 2.143
690.000, 1.467, 0.849, 1.18, 2.065
700.000, 1.415, 0.852, 1.168, 2.022
710.000, 1.42, 0.856, 1.251, 2.077
720.000, 1.421, 0.813, 1.217, 2.039
730.000, 1.432, 0.849, 1.18, 2.040
740.000, 1.442, 0.842, 1.197, 2.054
