Time, DR, DN, RN, Euclidian
0.000, 1.549, 0.822, 1.284, 2.173
10.000, 1.588, 0.846, 1.269, 2.201
20.000, 1.572, 0.797, 1.292, 2.185
30.000, 1.55, 0.825, 1.292, 2.179
40.000, 1.57, 0.834, 1.264, 2.181
50.000, 1.663, 0.823, 1.291, 2.260
60.000, 1.661, 0.827, 1.34, 2.288
70.000, 1.634, 0.834, 1.322, 2.261
80.000, 1.612, 0.854, 1.302, 2.241
90.000, 1.594, 0.848, 1.257, 2.199
100.000, 1.539, 0.839, 1.257, 2.156
110.000, 1.551, 0.842, 1.327, 2.208
120.000, 1.585, 0.846, 1.253, 2.190
130.000, 1.561, 0.847, 1.288, 2.193
140.000, 1.594, 0.797, 1.354, 2.238
150.000, 1.512, 0.836, 1.292, 2.157
160.000, 1.585, 0.823, 1.311, 2.215
170.000, 1.58, 0.817, 1.286, 2.194
180.000, 1.573, 0.851, 1.27, 2.193
190.000, 1.555, 0.821, 1.3, 2.186
200.000, 1.542, 0.847, 1.332, 2.206
210.000, 1.464, 0.821, 1.243, 2.088
220.000, 1.642, 0.838, 1.398, 2.313
230.000, 1.578, 0.833, 1.319, 2.218
240.000, 1.562, 0.845, 1.292, 2.196
250.000, 1.575, 0.823, 1.328, 2.218
260.000, 1.544, 0.879, 1.297, 2.199
270.000, 1.562, 0.821, 1.299, 2.191
280.000, 1.604, 0.816, 1.319, 2.231
290.000, 1.639, 0.827, 1.33, 2.266
300.000, 1.624, 0.812, 1.308, 2.237
310.000, 1.556, 0.838, 1.286, 2.185
320.000, 1.583, 0.816, 1.326, 2.220
330.000, 1.587, 0.818, 1.33, 2.226
340.000, 1.496, 0.824, 1.263, 2.124
350.000, 1.535, 0.827, 1.319, 2.186
360.000, 1.529, 0.818, 1.336, 2.189
370.000, 1.48, 0.854, 1.207, 2.092
380.000, 1.577, 0.841, 1.36, 2.245
390.000, 1.603, 0.852, 1.352, 2.263
400.000, 1.546, 0.827, 1.242, 2.148
410.000, 1.533, 0.812, 1.252, 2.139
420.000, 1.546, 0.828, 1.26, 2.159
430.000, 1.652, 0.826, 1.328, 2.274
440.000, 1.591, 0.822, 1.344, 2.239
450.000, 1.58, 0.833, 1.347, 2.237
460.000, 1.6, 0.832, 1.364, 2.261
470.000, 1.551, 0.85, 1.265, 2.174
480.000, 1.602, 0.821, 1.321, 2.232
490.000, 1.638, 0.802, 1.348, 2.267
500.000, 1.624, 0.814, 1.373, 2.277
510.000, 1.622, 0.832, 1.33, 2.256
520.000, 1.563, 0.844, 1.28, 2.189
530.000, 1.553, 0.834, 1.319, 2.201
540.000, 1.568, 0.848, 1.305, 2.209
550.000, 1.557, 0.824, 1.328, 2.206
560.000, 1.603, 0.792, 1.34, 2.234
570.000, 1.565, 0.82, 1.315, 2.202
580.000, 1.656, 0.826, 1.334, 2.281
590.000, 1.595, 0.803, 1.281, 2.197
600.000, 1.55, 0.828, 1.307, 2.190
610.000, 1.59, 0.803, 1.272, 2.188
620.000, 1.64, 0.849, 1.293, 2.254
630.000, 1.626, 0.818, 1.329, 2.253
640.000, 1.631, 0.834, 1.317, 2.256
650.000, 1.596, 0.797, 1.307, 2.211
660.000, 1.598, 0.818, 1.34, 2.240
670.000, 1.588, 0.82, 1.331, 2.228
680.000, 1.588, 0.856, 1.374, 2.267
690.000, 1.545, 0.825, 1.309, 2.186
700.000, 1.604, 0.82, 1.312, 2.228
710.000, 1.601, 0.845, 1.376, 2.273
720.000, 1.622, 0.844, 1.317, 2.253
730.000, 1.575, 0.825, 1.363, 2.240
740.000, 1.626, 0.836, 1.349, 2.272
750.000, 1.553, 0.837, 1.285, 2.182
760.000, 1.646, 0.859, 1.337, 2.287
770.000, 1.596, 0.826, 1.336, 2.239
780.000, 1.6, 0.871, 1.362, 2.274
790.000, 1.548, 0.822, 1.294, 2.178
800.000, 1.591, 0.831, 1.31, 2.222
810.000, 1.622, 0.857, 1.329, 2.265
820.000, 1.636, 0.866, 1.295, 2.259
830.000, 1.606, 0.829, 1.286, 2.218
840.000, 1.587, 0.842, 1.254, 2.190
850.000, 1.636, 0.83, 1.373, 2.291
860.000, 1.618, 0.84, 1.34, 2.262
870.000, 1.629, 0.839, 1.339, 2.269
880.000, 1.628, 0.849, 1.305, 2.252
890.000, 1.618, 0.845, 1.277, 2.227
900.000, 1.565, 0.853, 1.3, 2.206
910.000, 1.59, 0.86, 1.323, 2.240
920.000, 1.616, 0.866, 1.271, 2.230
930.000, 1.619, 0.847, 1.329, 2.259
940.000, 1.538, 0.779, 1.293, 2.155
950.000, 1.615, 0.822, 1.318, 2.240
960.000, 1.566, 0.814, 1.297, 2.190
970.000, 1.587, 0.82, 1.306, 2.212
980.000, 1.613, 0.806, 1.33, 2.240
990.000, 1.526, 0.84, 1.275, 2.158
1000.000, 1.562, 0.818, 1.299, 2.190
1010.000, 1.574, 0.825, 1.326, 2.217
1020.000, 1.635, 0.812, 1.393, 2.296
1030.000, 1.658, 0.851, 1.356, 2.304
1040.000, 1.648, 0.841, 1.33, 2.278
1050.000, 1.635, 0.834, 1.361, 2.284
1060.000, 1.657, 0.831, 1.39, 2.316
1070.000, 1.652, 0.791, 1.372, 2.288
1080.000, 1.685, 0.839, 1.391, 2.340
1090.000, 1.596, 0.843, 1.372, 2.267
1100.000, 1.602, 0.85, 1.377, 2.277
1110.000, 1.579, 0.847, 1.349, 2.242
1120.000, 1.571, 0.827, 1.294, 2.196
1130.000, 1.566, 0.843, 1.341, 2.227
1140.000, 1.555, 0.859, 1.329, 2.218
1150.000, 1.57, 0.848, 1.324, 2.221
1160.000, 1.557, 0.845, 1.27, 2.179
1170.000, 1.576, 0.846, 1.325, 2.226
1180.000, 1.541, 0.83, 1.281, 2.168
1190.000, 1.49, 0.853, 1.253, 2.125
1200.000, 1.542, 0.861, 1.239, 2.157
1210.000, 1.527, 0.863, 1.272, 2.166
1220.000, 1.592, 0.867, 1.335, 2.251
1230.000, 1.635, 0.851, 1.354, 2.287
1240.000, 1.625, 0.835, 1.339, 2.265
1250.000, 1.61, 0.862, 1.32, 2.253
1260.000, 1.53, 0.898, 1.293, 2.195
1270.000, 1.529, 0.881, 1.274, 2.176
1280.000, 1.577, 0.87, 1.344, 2.247
1290.000, 1.58, 0.839, 1.324, 2.225
1300.000, 1.618, 0.862, 1.349, 2.276
1310.000, 1.619, 0.874, 1.318, 2.263
1320.000, 1.614, 0.874, 1.354, 2.280
1330.000, 1.546, 0.842, 1.315, 2.197
1340.000, 1.572, 0.864, 1.341, 2.239
