Time, DR, DN, RN, Euclidian
0.000, 1.491, 0.813, 1.284, 2.129
10.000, 1.549, 0.819, 1.327, 2.197
20.000, 1.535, 0.826, 1.263, 2.152
30.000, 1.529, 0.834, 1.271, 2.156
40.000, 1.435, 0.794, 1.296, 2.090
50.000, 1.491, 0.819, 1.302, 2.142
60.000, 1.51, 0.799, 1.26, 2.122
70.000, 1.49, 0.816, 1.247, 2.107
80.000, 1.495, 0.774, 1.288, 2.119
90.000, 1.55, 0.803, 1.311, 2.183
100.000, 1.51, 0.805, 1.312, 2.156
110.000, 1.538, 0.82, 1.324, 2.188
120.000, 1.543, 0.779, 1.329, 2.180
130.000, 1.524, 0.753, 1.329, 2.157
140.000, 1.561, 0.769, 1.363, 2.210
150.000, 1.523, 0.753, 1.335, 2.160
160.000, 1.496, 0.788, 1.273, 2.116
170.000, 1.53, 0.757, 1.291, 2.140
180.000, 1.485, 0.795, 1.313, 2.135
190.000, 1.485, 0.784, 1.258, 2.098
200.000, 1.465, 0.783, 1.326, 2.125
210.000, 1.438, 0.771, 1.271, 2.068
220.000, 1.464, 0.776, 1.238, 2.068
230.000, 1.468, 0.777, 1.29, 2.103
240.000, 1.538, 0.772, 1.304, 2.159
250.000, 1.527, 0.752, 1.33, 2.160
260.000, 1.546, 0.806, 1.333, 2.194
270.000, 1.495, 0.775, 1.301, 2.127
280.000, 1.559, 0.797, 1.312, 2.187
290.000, 1.532, 0.741, 1.379, 2.190
300.000, 1.57, 0.722, 1.37, 2.205
310.000, 1.478, 0.782, 1.345, 2.145
320.000, 1.534, 0.737, 1.32, 2.153
330.000, 1.544, 0.777, 1.297, 2.160
340.000, 1.509, 0.772, 1.301, 2.136
350.000, 1.547, 0.748, 1.292, 2.149
360.000, 1.518, 0.745, 1.357, 2.168
370.000, 1.475, 0.746, 1.293, 2.098
380.000, 1.511, 0.752, 1.326, 2.146
390.000, 1.508, 0.747, 1.315, 2.135
400.000, 1.487, 0.748, 1.291, 2.106
410.000, 1.48, 0.79, 1.256, 2.095
420.000, 1.502, 0.667, 1.304, 2.097
430.000, 1.536, 0.748, 1.283, 2.136
440.000, 1.557, 0.755, 1.257, 2.138
450.000, 1.568, 0.8, 1.358, 2.223
460.000, 1.558, 0.765, 1.3, 2.168
470.000, 1.562, 0.777, 1.354, 2.208
480.000, 1.563, 0.767, 1.38, 2.221
490.000, 1.548, 0.766, 1.368, 2.203
500.000, 1.527, 0.738, 1.335, 2.158
510.000, 1.557, 0.791, 1.35, 2.207
520.000, 1.563, 0.752, 1.389, 2.222
530.000, 1.566, 0.796, 1.364, 2.224
540.000, 1.526, 0.768, 1.333, 2.166
550.000, 1.492, 0.775, 1.339, 2.149
560.000, 1.533, 0.77, 1.338, 2.175
570.000, 1.58, 0.765, 1.33, 2.202
580.000, 1.509, 0.773, 1.341, 2.161
590.000, 1.565, 0.77, 1.342, 2.200
600.000, 1.49, 0.765, 1.261, 2.096
610.000, 1.507, 0.789, 1.297, 2.139
