Time, DR, DN, RN, Euclidian
0.000, 1.537, 0.818, 1.618, 2.376
10.000, 1.589, 0.817, 1.647, 2.430
20.000, 1.586, 0.811, 1.676, 2.445
30.000, 1.582, 0.851, 1.658, 2.444
40.000, 1.581, 0.897, 1.666, 2.465
50.000, 1.545, 0.839, 1.648, 2.409
60.000, 1.626, 0.878, 1.708, 2.516
70.000, 1.563, 0.845, 1.618, 2.403
80.000, 1.601, 0.879, 1.686, 2.485
90.000, 1.57, 0.821, 1.67, 2.434
100.000, 1.569, 0.816, 1.636, 2.409
110.000, 1.573, 0.867, 1.678, 2.457
120.000, 1.533, 0.847, 1.578, 2.357
130.000, 1.6, 0.835, 1.668, 2.457
140.000, 1.619, 0.855, 1.706, 2.502
150.000, 1.58, 0.842, 1.628, 2.419
160.000, 1.556, 0.829, 1.581, 2.368
170.000, 1.583, 0.831, 1.621, 2.413
180.000, 1.572, 0.818, 1.634, 2.410
190.000, 1.53, 0.868, 1.598, 2.376
200.000, 1.61, 0.849, 1.646, 2.454
210.000, 1.548, 0.839, 1.615, 2.389
220.000, 1.561, 0.867, 1.619, 2.410
230.000, 1.563, 0.86, 1.59, 2.389
240.000, 1.604, 0.847, 1.683, 2.474
250.000, 1.616, 0.866, 1.672, 2.481
260.000, 1.586, 0.856, 1.655, 2.446
270.000, 1.596, 0.875, 1.692, 2.485
280.000, 1.608, 0.827, 1.721, 2.496
290.000, 1.527, 0.859, 1.575, 2.355
300.000, 1.566, 0.833, 1.626, 2.406
310.000, 1.57, 0.851, 1.654, 2.434
320.000, 1.594, 0.861, 1.694, 2.480
330.000, 1.583, 0.878, 1.646, 2.446
340.000, 1.55, 0.812, 1.616, 2.381
350.000, 1.585, 0.863, 1.705, 2.482
360.000, 1.601, 0.846, 1.685, 2.473
370.000, 1.626, 0.824, 1.673, 2.474
380.000, 1.546, 0.836, 1.638, 2.402
390.000, 1.586, 0.84, 1.618, 2.416
400.000, 1.571, 0.857, 1.613, 2.409
410.000, 1.567, 0.851, 1.617, 2.407
420.000, 1.593, 0.856, 1.669, 2.460
430.000, 1.542, 0.818, 1.656, 2.406
440.000, 1.591, 0.805, 1.694, 2.459
450.000, 1.592, 0.821, 1.669, 2.448
460.000, 1.585, 0.814, 1.629, 2.414
470.000, 1.603, 0.833, 1.663, 2.455
480.000, 1.572, 0.825, 1.636, 2.414
490.000, 1.574, 0.847, 1.646, 2.429
500.000, 1.539, 0.837, 1.64, 2.399
510.000, 1.59, 0.836, 1.696, 2.470
520.000, 1.562, 0.866, 1.681, 2.452
530.000, 1.582, 0.851, 1.686, 2.463
540.000, 1.622, 0.876, 1.698, 2.506
550.000, 1.521, 0.87, 1.684, 2.430
560.000, 1.558, 0.893, 1.649, 2.438
570.000, 1.563, 0.9, 1.635, 2.434
580.000, 1.474, 0.881, 1.612, 2.355
590.000, 1.537, 0.89, 1.683, 2.446
600.000, 1.547, 0.868, 1.663, 2.431
610.000, 1.54, 0.871, 1.67, 2.432
620.000, 1.578, 0.848, 1.696, 2.466
630.000, 1.565, 0.859, 1.701, 2.465
640.000, 1.558, 0.829, 1.648, 2.414
650.000, 1.504, 0.885, 1.661, 2.409
660.000, 1.564, 0.875, 1.714, 2.479
670.000, 1.596, 0.877, 1.622, 2.438
680.000, 1.629, 0.884, 1.702, 2.516
690.000, 1.553, 0.853, 1.661, 2.428
700.000, 1.551, 0.844, 1.644, 2.412
710.000, 1.523, 0.861, 1.619, 2.383
720.000, 1.576, 0.888, 1.701, 2.483
730.000, 1.572, 0.85, 1.659, 2.438
740.000, 1.557, 0.816, 1.68, 2.431
750.000, 1.541, 0.857, 1.673, 2.430
760.000, 1.618, 0.838, 1.728, 2.511
770.000, 1.572, 0.874, 1.705, 2.478
780.000, 1.569, 0.837, 1.643, 2.421
790.000, 1.596, 0.835, 1.657, 2.447
800.000, 1.589, 0.856, 1.666, 2.456
810.000, 1.619, 0.833, 1.615, 2.433
820.000, 1.612, 0.85, 1.689, 2.484
830.000, 1.607, 0.853, 1.743, 2.519
840.000, 1.608, 0.862, 1.694, 2.489
850.000, 1.587, 0.842, 1.645, 2.435
860.000, 1.629, 0.87, 1.739, 2.536
870.000, 1.596, 0.875, 1.707, 2.495
880.000, 1.621, 0.842, 1.664, 2.470
890.000, 1.623, 0.825, 1.678, 2.475
900.000, 1.57, 0.815, 1.654, 2.421
910.000, 1.57, 0.853, 1.687, 2.457
920.000, 1.535, 0.818, 1.645, 2.394
930.000, 1.514, 0.851, 1.639, 2.388
940.000, 1.567, 0.841, 1.729, 2.480
950.000, 1.55, 0.881, 1.699, 2.462
960.000, 1.525, 0.854, 1.725, 2.455
970.000, 1.518, 0.875, 1.702, 2.442
980.000, 1.56, 0.854, 1.744, 2.490
990.000, 1.513, 0.806, 1.654, 2.382
1000.000, 1.546, 0.817, 1.677, 2.422
1010.000, 1.543, 0.837, 1.69, 2.436
1020.000, 1.56, 0.808, 1.691, 2.438
1030.000, 1.518, 0.796, 1.749, 2.448
1040.000, 1.516, 0.807, 1.683, 2.404
1050.000, 1.609, 0.836, 1.75, 2.519
1060.000, 1.577, 0.851, 1.676, 2.453
1070.000, 1.598, 0.814, 1.759, 2.512
1080.000, 1.566, 0.837, 1.689, 2.450
1090.000, 1.529, 0.802, 1.669, 2.401
1100.000, 1.623, 0.854, 1.657, 2.471
1110.000, 1.549, 0.84, 1.647, 2.411
1120.000, 1.524, 0.817, 1.645, 2.386
1130.000, 1.533, 0.844, 1.748, 2.473
1140.000, 1.562, 0.799, 1.694, 2.438
1150.000, 1.566, 0.822, 1.653, 2.420
1160.000, 1.556, 0.804, 1.662, 2.414
1170.000, 1.57, 0.832, 1.636, 2.415
1180.000, 1.543, 0.781, 1.645, 2.386
1190.000, 1.53, 0.81, 1.653, 2.393
1200.000, 1.56, 0.826, 1.653, 2.418
1210.000, 1.528, 0.817, 1.64, 2.385
1220.000, 1.522, 0.858, 1.636, 2.393
1230.000, 1.523, 0.849, 1.659, 2.406
1240.000, 1.587, 0.832, 1.68, 2.456
1250.000, 1.577, 0.827, 1.654, 2.430
1260.000, 1.564, 0.822, 1.649, 2.416
1270.000, 1.517, 0.849, 1.64, 2.389
1280.000, 1.567, 0.848, 1.651, 2.429
1290.000, 1.559, 0.83, 1.652, 2.418
1300.000, 1.56, 0.828, 1.703, 2.453
1310.000, 1.539, 0.82, 1.638, 2.392
1320.000, 1.577, 0.823, 1.639, 2.418
1330.000, 1.592, 0.811, 1.71, 2.473
1340.000, 1.556, 0.834, 1.642, 2.410
1350.000, 1.588, 0.85, 1.648, 2.441
1360.000, 1.557, 0.834, 1.655, 2.420
1370.000, 1.604, 0.84, 1.62, 2.429
1380.000, 1.621, 0.834, 1.671, 2.472
1390.000, 1.55, 0.871, 1.649, 2.424
1400.000, 1.609, 0.847, 1.717, 2.500
1410.000, 1.543, 0.808, 1.606, 2.369
1420.000, 1.534, 0.781, 1.61, 2.356
1430.000, 1.569, 0.813, 1.665, 2.427
1440.000, 1.563, 0.846, 1.622, 2.406
1450.000, 1.578, 0.833, 1.665, 2.440
1460.000, 1.594, 0.845, 1.636, 2.435
1470.000, 1.587, 0.839, 1.64, 2.431
1480.000, 1.583, 0.834, 1.642, 2.428
1490.000, 1.614, 0.831, 1.652, 2.454
1500.000, 1.539, 0.864, 1.619, 2.395
1510.000, 1.525, 0.831, 1.638, 2.387
1520.000, 1.552, 0.844, 1.591, 2.377
1530.000, 1.556, 0.833, 1.615, 2.392
1540.000, 1.575, 0.808, 1.661, 2.427
1550.000, 1.595, 0.837, 1.669, 2.455
1560.000, 1.568, 0.811, 1.683, 2.439
1570.000, 1.585, 0.884, 1.723, 2.502
1580.000, 1.584, 0.835, 1.649, 2.434
1590.000, 1.578, 0.823, 1.649, 2.426
1600.000, 1.558, 0.838, 1.68, 2.439
1610.000, 1.595, 0.863, 1.694, 2.481
1620.000, 1.586, 0.793, 1.658, 2.427
1630.000, 1.63, 0.857, 1.691, 2.500
1640.000, 1.582, 0.823, 1.715, 2.474
1650.000, 1.574, 0.837, 1.681, 2.450
1660.000, 1.594, 0.837, 1.714, 2.485
1670.000, 1.584, 0.807, 1.652, 2.426
1680.000, 1.55, 0.86, 1.698, 2.454
1690.000, 1.608, 0.844, 1.696, 2.484
1700.000, 1.564, 0.828, 1.652, 2.420
1710.000, 1.594, 0.841, 1.684, 2.466
1720.000, 1.572, 0.859, 1.66, 2.442
1730.000, 1.594, 0.86, 1.678, 2.469
1740.000, 1.626, 0.833, 1.72, 2.509
1750.000, 1.595, 0.838, 1.675, 2.460
1760.000, 1.556, 0.786, 1.693, 2.430
1770.000, 1.536, 0.841, 1.641, 2.399
1780.000, 1.567, 0.848, 1.638, 2.420
1790.000, 1.527, 0.821, 1.63, 2.379
1800.000, 1.561, 0.842, 1.639, 2.414
1810.000, 1.654, 0.791, 1.738, 2.526
1820.000, 1.571, 0.833, 1.64, 2.418
1830.000, 1.591, 0.846, 1.655, 2.446
1840.000, 1.623, 0.86, 1.705, 2.506
1850.000, 1.58, 0.864, 1.711, 2.484
1860.000, 1.572, 0.827, 1.655, 2.427
1870.000, 1.556, 0.845, 1.591, 2.380
1880.000, 1.59, 0.834, 1.633, 2.427
1890.000, 1.557, 0.851, 1.654, 2.425
1900.000, 1.573, 0.833, 1.64, 2.420
1910.000, 1.577, 0.848, 1.67, 2.448
1920.000, 1.559, 0.817, 1.647, 2.410
1930.000, 1.579, 0.817, 1.603, 2.393
1940.000, 1.624, 0.831, 1.7, 2.493
1950.000, 1.598, 0.83, 1.698, 2.475
1960.000, 1.612, 0.802, 1.724, 2.492
1970.000, 1.612, 0.817, 1.624, 2.429
1980.000, 1.607, 0.836, 1.665, 2.460
1990.000, 1.634, 0.835, 1.66, 2.474
2000.000, 1.586, 0.838, 1.66, 2.444
2010.000, 1.599, 0.848, 1.64, 2.442
2020.000, 1.636, 0.85, 1.741, 2.535
2030.000, 1.579, 0.882, 1.699, 2.481
2040.000, 1.563, 0.851, 1.678, 2.445
2050.000, 1.622, 0.842, 1.726, 2.513
2060.000, 1.625, 0.836, 1.707, 2.500
2070.000, 1.602, 0.852, 1.713, 2.495
2080.000, 1.621, 0.824, 1.687, 2.480
2090.000, 1.641, 0.824, 1.685, 2.492
2100.000, 1.597, 0.83, 1.682, 2.463
2110.000, 1.606, 0.852, 1.684, 2.478
2120.000, 1.558, 0.849, 1.624, 2.405
2130.000, 1.574, 0.8, 1.679, 2.436
2140.000, 1.549, 0.833, 1.676, 2.429
2150.000, 1.555, 0.855, 1.623, 2.404
2160.000, 1.546, 0.865, 1.618, 2.399
2170.000, 1.588, 0.805, 1.684, 2.450
2180.000, 1.542, 0.864, 1.63, 2.404
2190.000, 1.569, 0.857, 1.642, 2.427
2200.000, 1.581, 0.85, 1.625, 2.421
2210.000, 1.552, 0.836, 1.658, 2.420
2220.000, 1.57, 0.846, 1.64, 2.422
2230.000, 1.552, 0.883, 1.648, 2.429
2240.000, 1.555, 0.779, 1.672, 2.412
2250.000, 1.559, 0.845, 1.644, 2.418
2260.000, 1.58, 0.857, 1.667, 2.451
2270.000, 1.555, 0.837, 1.606, 2.387
2280.000, 1.553, 0.888, 1.589, 2.392
2290.000, 1.563, 0.846, 1.633, 2.413
2300.000, 1.541, 0.881, 1.613, 2.398
2310.000, 1.531, 0.885, 1.626, 2.402
2320.000, 1.558, 0.844, 1.603, 2.389
2330.000, 1.564, 0.855, 1.612, 2.403
2340.000, 1.537, 0.891, 1.632, 2.412
2350.000, 1.548, 0.839, 1.626, 2.396
2360.000, 1.544, 0.869, 1.615, 2.397
2370.000, 1.531, 0.841, 1.644, 2.398
2380.000, 1.475, 0.82, 1.648, 2.358
2390.000, 1.563, 0.842, 1.673, 2.439
2400.000, 1.522, 0.853, 1.584, 2.356
2410.000, 1.551, 0.819, 1.607, 2.378
2420.000, 1.573, 0.846, 1.632, 2.419
2430.000, 1.492, 0.792, 1.552, 2.293
2440.000, 1.515, 0.834, 1.626, 2.373
2450.000, 1.596, 0.836, 1.701, 2.477
2460.000, 1.631, 0.861, 1.707, 2.513
2470.000, 1.564, 0.838, 1.65, 2.422
2480.000, 1.596, 0.862, 1.712, 2.494
2490.000, 1.575, 0.832, 1.68, 2.448
2500.000, 1.554, 0.892, 1.687, 2.461
2510.000, 1.62, 0.853, 1.67, 2.478
2520.000, 1.639, 0.793, 1.707, 2.495
2530.000, 1.608, 0.835, 1.651, 2.451
2540.000, 1.523, 0.872, 1.633, 2.397
2550.000, 1.549, 0.815, 1.663, 2.414
2560.000, 1.619, 0.808, 1.643, 2.444
2570.000, 1.53, 0.846, 1.603, 2.371
2580.000, 1.588, 0.81, 1.686, 2.453
2590.000, 1.558, 0.838, 1.663, 2.427
2600.000, 1.531, 0.823, 1.615, 2.372
2610.000, 1.538, 0.841, 1.664, 2.416
2620.000, 1.569, 0.853, 1.667, 2.443
2630.000, 1.566, 0.827, 1.638, 2.412
2640.000, 1.575, 0.866, 1.702, 2.475
2650.000, 1.546, 0.842, 1.668, 2.425
2660.000, 1.554, 0.835, 1.663, 2.424
2670.000, 1.601, 0.832, 1.668, 2.457
2680.000, 1.583, 0.838, 1.702, 2.470
2690.000, 1.585, 0.84, 1.671, 2.451
2700.000, 1.598, 0.827, 1.679, 2.461
2710.000, 1.548, 0.821, 1.692, 2.435
2720.000, 1.631, 0.838, 1.726, 2.518
2730.000, 1.537, 0.83, 1.62, 2.382
2740.000, 1.594, 0.814, 1.709, 2.474
2750.000, 1.588, 0.824, 1.714, 2.477
2760.000, 1.599, 0.789, 1.706, 2.467
2770.000, 1.603, 0.835, 1.663, 2.456
2780.000, 1.593, 0.851, 1.678, 2.465
2790.000, 1.56, 0.856, 1.662, 2.434
2800.000, 1.574, 0.817, 1.683, 2.444
2810.000, 1.574, 0.87, 1.631, 2.427
2820.000, 1.587, 0.788, 1.665, 2.431
2830.000, 1.581, 0.855, 1.644, 2.435
2840.000, 1.51, 0.848, 1.633, 2.380
2850.000, 1.566, 0.829, 1.663, 2.430
2860.000, 1.543, 0.857, 1.652, 2.417
2870.000, 1.59, 0.838, 1.63, 2.426
2880.000, 1.56, 0.872, 1.657, 2.437
2890.000, 1.597, 0.844, 1.65, 2.446
2900.000, 1.522, 0.832, 1.584, 2.348
2910.000, 1.546, 0.833, 1.563, 2.350
2920.000, 1.574, 0.823, 1.647, 2.422
2930.000, 1.64, 0.858, 1.711, 2.520
2940.000, 1.551, 0.851, 1.711, 2.461
2950.000, 1.565, 0.831, 1.694, 2.451
2960.000, 1.537, 0.838, 1.612, 2.379
2970.000, 1.52, 0.849, 1.649, 2.397
2980.000, 1.596, 0.85, 1.643, 2.443
2990.000, 1.576, 0.831, 1.647, 2.426
3000.000, 1.546, 0.857, 1.649, 2.417
3010.000, 1.564, 0.823, 1.688, 2.443
3020.000, 1.584, 0.853, 1.67, 2.454
3030.000, 1.624, 0.825, 1.662, 2.465
3040.000, 1.53, 0.806, 1.631, 2.377
3050.000, 1.488, 0.868, 1.63, 2.371
3060.000, 1.542, 0.818, 1.605, 2.371
3070.000, 1.602, 0.873, 1.695, 2.490
3080.000, 1.535, 0.861, 1.719, 2.460
3090.000, 1.534, 0.844, 1.612, 2.379
3100.000, 1.547, 0.83, 1.619, 2.388
3110.000, 1.536, 0.836, 1.62, 2.383
3120.000, 1.507, 0.852, 1.626, 2.375
3130.000, 1.545, 0.826, 1.671, 2.421
3140.000, 1.532, 0.828, 1.625, 2.381
3150.000, 1.575, 0.853, 1.719, 2.482
3160.000, 1.532, 0.839, 1.605, 2.372
3170.000, 1.558, 0.855, 1.662, 2.433
3180.000, 1.598, 0.84, 1.705, 2.483
3190.000, 1.572, 0.854, 1.698, 2.466
3200.000, 1.556, 0.845, 1.69, 2.447
3210.000, 1.532, 0.879, 1.633, 2.405
3220.000, 1.529, 0.867, 1.669, 2.423
3230.000, 1.544, 0.841, 1.64, 2.404
3240.000, 1.574, 0.858, 1.666, 2.447
3250.000, 1.551, 0.843, 1.65, 2.416
3260.000, 1.56, 0.868, 1.666, 2.441
3270.000, 1.515, 0.845, 1.635, 2.383
3280.000, 1.55, 0.838, 1.656, 2.418
