Time, DR, DN, RN, Euclidian
0.000, 1.625, 0.841, 1.345, 2.270
10.000, 1.62, 0.804, 1.368, 2.267
20.000, 1.585, 0.775, 1.349, 2.220
30.000, 1.6, 0.798, 1.369, 2.251
40.000, 1.588, 0.836, 1.361, 2.252
50.000, 1.601, 0.836, 1.356, 2.258
60.000, 1.587, 0.811, 1.328, 2.222
70.000, 1.532, 0.808, 1.325, 2.180
80.000, 1.593, 0.797, 1.374, 2.249
90.000, 1.526, 0.765, 1.312, 2.152
100.000, 1.6, 0.755, 1.406, 2.259
110.000, 1.525, 0.781, 1.317, 2.161
120.000, 1.571, 0.76, 1.338, 2.199
130.000, 1.569, 0.802, 1.341, 2.214
140.000, 1.471, 0.822, 1.258, 2.102
150.000, 1.509, 0.754, 1.286, 2.121
160.000, 1.491, 0.767, 1.31, 2.127
170.000, 1.541, 0.784, 1.356, 2.197
180.000, 1.458, 0.752, 1.322, 2.106
190.000, 1.516, 0.785, 1.315, 2.154
200.000, 1.438, 0.806, 1.279, 2.086
210.000, 1.506, 0.797, 1.329, 2.160
220.000, 1.539, 0.827, 1.326, 2.193
230.000, 1.571, 0.839, 1.373, 2.248
240.000, 1.548, 0.821, 1.318, 2.192
250.000, 1.494, 0.841, 1.272, 2.134
260.000, 1.565, 0.834, 1.29, 2.192
270.000, 1.543, 0.85, 1.332, 2.208
280.000, 1.556, 0.831, 1.348, 2.220
290.000, 1.542, 0.8, 1.299, 2.169
300.000, 1.479, 0.828, 1.27, 2.118
310.000, 1.521, 0.801, 1.307, 2.159
320.000, 1.527, 0.809, 1.259, 2.138
330.000, 1.582, 0.843, 1.317, 2.224
340.000, 1.549, 0.806, 1.317, 2.187
350.000, 1.579, 0.827, 1.342, 2.231
360.000, 1.534, 0.81, 1.284, 2.158
370.000, 1.571, 0.799, 1.357, 2.224
380.000, 1.611, 0.828, 1.361, 2.265
390.000, 1.582, 0.777, 1.356, 2.223
400.000, 1.57, 0.852, 1.322, 2.222
410.000, 1.571, 0.861, 1.359, 2.248
420.000, 1.641, 0.845, 1.394, 2.313
430.000, 1.621, 0.831, 1.403, 2.299
440.000, 1.559, 0.85, 1.351, 2.231
