Time, DR, DN, RN, Euclidian
0.000, 1.54, 0.832, 1.629, 2.391
10.000, 1.616, 0.86, 1.691, 2.492
20.000, 1.552, 0.819, 1.646, 2.405
30.000, 1.579, 0.868, 1.675, 2.460
40.000, 1.573, 0.839, 1.664, 2.438
50.000, 1.576, 0.868, 1.674, 2.457
60.000, 1.582, 0.85, 1.675, 2.455
70.000, 1.581, 0.848, 1.661, 2.444
80.000, 1.612, 0.843, 1.715, 2.500
90.000, 1.543, 0.845, 1.637, 2.403
100.000, 1.61, 0.813, 1.696, 2.475
110.000, 1.571, 0.861, 1.64, 2.428
120.000, 1.633, 0.877, 1.718, 2.527
130.000, 1.58, 0.877, 1.662, 2.455
140.000, 1.568, 0.882, 1.646, 2.438
150.000, 1.595, 0.812, 1.658, 2.439
160.000, 1.576, 0.835, 1.677, 2.448
170.000, 1.572, 0.85, 1.695, 2.463
180.000, 1.592, 0.862, 1.687, 2.474
190.000, 1.57, 0.868, 1.629, 2.423
200.000, 1.585, 0.871, 1.689, 2.474
210.000, 1.618, 0.84, 1.653, 2.460
220.000, 1.561, 0.869, 1.668, 2.444
230.000, 1.578, 0.832, 1.679, 2.449
240.000, 1.583, 0.882, 1.679, 2.470
250.000, 1.601, 0.853, 1.692, 2.480
260.000, 1.559, 0.844, 1.63, 2.408
270.000, 1.555, 0.808, 1.623, 2.388
280.000, 1.541, 0.841, 1.612, 2.383
290.000, 1.559, 0.859, 1.636, 2.417
300.000, 1.56, 0.831, 1.607, 2.388
310.000, 1.577, 0.855, 1.67, 2.450
320.000, 1.536, 0.855, 1.601, 2.377
330.000, 1.56, 0.828, 1.634, 2.406
340.000, 1.574, 0.866, 1.63, 2.425
350.000, 1.573, 0.847, 1.638, 2.423
360.000, 1.567, 0.832, 1.643, 2.418
370.000, 1.599, 0.877, 1.624, 2.441
380.000, 1.593, 0.876, 1.604, 2.424
390.000, 1.553, 0.81, 1.631, 2.393
400.000, 1.553, 0.86, 1.643, 2.418
410.000, 1.57, 0.793, 1.582, 2.365
420.000, 1.563, 0.806, 1.638, 2.403
430.000, 1.564, 0.763, 1.657, 2.402
440.000, 1.575, 0.822, 1.671, 2.438
