Time, DR, DN, RN, Euclidian
0.000, 1.601, 0.841, 1.338, 2.249
0.010, 1.632, 0.854, 1.339, 2.277
0.020, 1.613, 0.795, 1.394, 2.275
0.030, 1.602, 0.849, 1.347, 2.258
0.040, 1.608, 0.842, 1.312, 2.239
0.050, 1.58, 0.832, 1.37, 2.250
0.060, 1.562, 0.825, 1.284, 2.183
0.070, 1.582, 0.822, 1.344, 2.232
0.080, 1.599, 0.784, 1.323, 2.218
0.090, 1.639, 0.853, 1.33, 2.276
0.100, 1.585, 0.864, 1.309, 2.229
0.110, 1.614, 0.839, 1.332, 2.254
0.120, 1.634, 0.847, 1.368, 2.293
0.130, 1.636, 0.818, 1.377, 2.289
0.140, 1.648, 0.843, 1.373, 2.304
0.150, 1.65, 0.861, 1.394, 2.325
0.160, 1.696, 0.812, 1.408, 2.349
0.170, 1.645, 0.766, 1.364, 2.270
0.180, 1.647, 0.807, 1.358, 2.282
0.190, 1.651, 0.739, 1.377, 2.273
0.200, 1.671, 0.802, 1.348, 2.291
0.210, 1.695, 0.798, 1.42, 2.350
0.220, 1.643, 0.743, 1.334, 2.243
0.230, 1.687, 0.73, 1.417, 2.320
0.240, 1.653, 0.796, 1.391, 2.302
0.250, 1.707, 0.814, 1.4, 2.352
0.260, 1.619, 0.799, 1.361, 2.260
0.270, 1.656, 0.773, 1.385, 2.293
0.280, 1.632, 0.77, 1.339, 2.247
0.290, 1.634, 0.751, 1.305, 2.221
0.300, 1.717, 0.761, 1.413, 2.350
0.310, 1.654, 0.712, 1.377, 2.266
0.320, 1.671, 0.737, 1.352, 2.272
0.330, 1.632, 0.756, 1.355, 2.251
0.340, 1.636, 0.761, 1.336, 2.245
0.350, 1.702, 0.741, 1.368, 2.305
0.360, 1.645, 0.764, 1.367, 2.271
0.370, 1.664, 0.743, 1.378, 2.284
0.380, 1.712, 0.798, 1.397, 2.349
0.390, 1.698, 0.876, 1.383, 2.358
0.400, 1.657, 0.845, 1.35, 2.298
0.410, 1.603, 0.844, 1.35, 2.259
0.420, 1.646, 0.881, 1.377, 2.319
0.430, 1.615, 0.809, 1.367, 2.265
0.440, 1.61, 0.795, 1.364, 2.254
0.450, 1.59, 0.852, 1.324, 2.237
0.460, 1.648, 0.836, 1.363, 2.296
0.470, 1.667, 0.76, 1.345, 2.272
0.480, 1.665, 0.743, 1.366, 2.278
0.490, 1.657, 0.74, 1.397, 2.290
0.500, 1.676, 0.758, 1.373, 2.295
0.510, 1.647, 0.766, 1.373, 2.276
0.520, 1.688, 0.794, 1.359, 2.307
0.530, 1.718, 0.861, 1.376, 2.363
0.540, 1.671, 0.846, 1.336, 2.300
0.550, 1.637, 0.838, 1.378, 2.298
0.560, 1.669, 0.821, 1.347, 2.296
0.570, 1.631, 0.866, 1.352, 2.288
0.580, 1.682, 0.859, 1.39, 2.345
0.590, 1.61, 0.805, 1.326, 2.235
0.600, 1.684, 0.846, 1.402, 2.348
0.610, 1.616, 0.846, 1.361, 2.275
0.620, 1.637, 0.843, 1.383, 2.302
0.630, 1.6, 0.831, 1.356, 2.255
0.640, 1.653, 0.825, 1.348, 2.286
0.650, 1.634, 0.82, 1.388, 2.295
0.660, 1.638, 0.832, 1.395, 2.306
0.670, 1.615, 0.831, 1.331, 2.251
0.680, 1.646, 0.831, 1.416, 2.324
0.690, 1.651, 0.787, 1.4, 2.303
0.700, 1.612, 0.821, 1.389, 2.280
0.710, 1.619, 0.832, 1.38, 2.284
0.720, 1.561, 0.834, 1.318, 2.206
