Time, DR, DN, RN, Euclidian
0.000, 1.536, 0.812, 1.621, 2.376
10.000, 1.598, 0.83, 1.67, 2.455
20.000, 1.576, 0.804, 1.617, 2.396
30.000, 1.607, 0.787, 1.698, 2.466
40.000, 1.565, 0.819, 1.669, 2.430
50.000, 1.603, 0.824, 1.606, 2.414
60.000, 1.616, 0.86, 1.663, 2.473
70.000, 1.57, 0.854, 1.603, 2.400
80.000, 1.528, 0.835, 1.547, 2.329
90.000, 1.575, 0.825, 1.675, 2.442
100.000, 1.625, 0.875, 1.683, 2.497
110.000, 1.58, 0.839, 1.655, 2.437
120.000, 1.608, 0.855, 1.672, 2.472
130.000, 1.567, 0.857, 1.68, 2.452
140.000, 1.583, 0.828, 1.668, 2.444
150.000, 1.557, 0.852, 1.63, 2.409
160.000, 1.578, 0.873, 1.617, 2.422
170.000, 1.583, 0.884, 1.599, 2.417
180.000, 1.592, 0.856, 1.657, 2.452
190.000, 1.571, 0.804, 1.628, 2.401
200.000, 1.564, 0.833, 1.649, 2.420
210.000, 1.584, 0.821, 1.636, 2.420
220.000, 1.544, 0.814, 1.603, 2.369
230.000, 1.553, 0.838, 1.61, 2.388
240.000, 1.613, 0.862, 1.61, 2.436
250.000, 1.586, 0.876, 1.611, 2.424
260.000, 1.548, 0.81, 1.596, 2.366
270.000, 1.62, 0.866, 1.65, 2.469
280.000, 1.577, 0.861, 1.645, 2.436
290.000, 1.577, 0.851, 1.596, 2.399
300.000, 1.605, 0.875, 1.659, 2.468
310.000, 1.619, 0.852, 1.706, 2.501
320.000, 1.559, 0.863, 1.636, 2.419
330.000, 1.542, 0.858, 1.595, 2.378
340.000, 1.556, 0.846, 1.619, 2.399
350.000, 1.578, 0.861, 1.625, 2.423
360.000, 1.638, 0.837, 1.714, 2.514
370.000, 1.619, 0.877, 1.656, 2.476
380.000, 1.551, 0.855, 1.655, 2.423
390.000, 1.584, 0.849, 1.641, 2.433
400.000, 1.543, 0.834, 1.638, 2.399
410.000, 1.597, 0.858, 1.679, 2.470
420.000, 1.569, 0.851, 1.675, 2.447
430.000, 1.552, 0.874, 1.618, 2.406
440.000, 1.575, 0.808, 1.625, 2.402
450.000, 1.573, 0.819, 1.64, 2.415
460.000, 1.609, 0.848, 1.632, 2.443
470.000, 1.532, 0.848, 1.627, 2.390
480.000, 1.551, 0.898, 1.564, 2.378
490.000, 1.529, 0.859, 1.613, 2.382
500.000, 1.583, 0.825, 1.648, 2.429
510.000, 1.603, 0.856, 1.682, 2.476
520.000, 1.51, 0.831, 1.578, 2.336
530.000, 1.548, 0.839, 1.616, 2.389
540.000, 1.565, 0.863, 1.613, 2.407
550.000, 1.592, 0.826, 1.656, 2.441
560.000, 1.59, 0.846, 1.627, 2.427
570.000, 1.591, 0.832, 1.645, 2.435
580.000, 1.559, 0.819, 1.601, 2.380
590.000, 1.544, 0.874, 1.621, 2.403
600.000, 1.563, 0.869, 1.627, 2.417
610.000, 1.58, 0.83, 1.612, 2.404
620.000, 1.526, 0.848, 1.637, 2.393
630.000, 1.586, 0.901, 1.645, 2.456
640.000, 1.592, 0.842, 1.66, 2.449
650.000, 1.59, 0.863, 1.652, 2.449
660.000, 1.548, 0.868, 1.602, 2.390
670.000, 1.562, 0.878, 1.649, 2.435
680.000, 1.575, 0.836, 1.684, 2.452
690.000, 1.536, 0.811, 1.641, 2.389
700.000, 1.565, 0.818, 1.64, 2.409
710.000, 1.576, 0.826, 1.674, 2.443
720.000, 1.562, 0.819, 1.657, 2.419
730.000, 1.542, 0.864, 1.607, 2.388
740.000, 1.529, 0.88, 1.597, 2.379
750.000, 1.519, 0.821, 1.585, 2.343
760.000, 1.525, 0.824, 1.582, 2.346
770.000, 1.545, 0.837, 1.612, 2.384
780.000, 1.581, 0.833, 1.659, 2.438
790.000, 1.532, 0.845, 1.618, 2.383
800.000, 1.518, 0.857, 1.589, 2.358
810.000, 1.51, 0.87, 1.572, 2.346
820.000, 1.589, 0.857, 1.669, 2.458
830.000, 1.596, 0.837, 1.66, 2.450
840.000, 1.533, 0.809, 1.643, 2.388
850.000, 1.553, 0.855, 1.599, 2.387
860.000, 1.568, 0.874, 1.596, 2.402
870.000, 1.55, 0.864, 1.626, 2.406
880.000, 1.544, 0.876, 1.622, 2.404
890.000, 1.537, 0.832, 1.555, 2.339
900.000, 1.525, 0.85, 1.569, 2.347
910.000, 1.579, 0.872, 1.62, 2.424
920.000, 1.569, 0.846, 1.627, 2.413
930.000, 1.531, 0.852, 1.617, 2.384
940.000, 1.514, 0.868, 1.579, 2.353
950.000, 1.526, 0.842, 1.67, 2.413
960.000, 1.541, 0.803, 1.634, 2.385
970.000, 1.546, 0.897, 1.633, 2.421
980.000, 1.515, 0.867, 1.608, 2.373
990.000, 1.525, 0.872, 1.603, 2.378
1000.000, 1.524, 0.855, 1.622, 2.384
1010.000, 1.57, 0.822, 1.648, 2.420
1020.000, 1.52, 0.83, 1.587, 2.349
1030.000, 1.533, 0.819, 1.594, 2.358
1040.000, 1.554, 0.869, 1.637, 2.418
1050.000, 1.514, 0.846, 1.592, 2.354
1060.000, 1.546, 0.821, 1.592, 2.366
1070.000, 1.526, 0.845, 1.544, 2.329
1080.000, 1.554, 0.839, 1.658, 2.422
1090.000, 1.544, 0.846, 1.587, 2.370
1100.000, 1.574, 0.85, 1.619, 2.412
1110.000, 1.489, 0.86, 1.528, 2.300
1120.000, 1.512, 0.835, 1.596, 2.351
1130.000, 1.479, 0.85, 1.573, 2.320
1140.000, 1.555, 0.836, 1.657, 2.421
1150.000, 1.552, 0.839, 1.668, 2.427
1160.000, 1.484, 0.838, 1.656, 2.376
1170.000, 1.487, 0.83, 1.607, 2.341
1180.000, 1.519, 0.848, 1.636, 2.388
1190.000, 1.519, 0.854, 1.611, 2.373
1200.000, 1.585, 0.819, 1.602, 2.397
1210.000, 1.542, 0.842, 1.676, 2.428
1220.000, 1.588, 0.894, 1.633, 2.446
1230.000, 1.552, 0.849, 1.649, 2.418
1240.000, 1.537, 0.828, 1.611, 2.375
1250.000, 1.581, 0.859, 1.668, 2.453
1260.000, 1.558, 0.865, 1.677, 2.447
1270.000, 1.565, 0.846, 1.619, 2.405
1280.000, 1.528, 0.868, 1.614, 2.386
1290.000, 1.62, 0.851, 1.706, 2.501
1300.000, 1.585, 0.832, 1.692, 2.463
